Station Name,Measurement Timestamp,Wind Direction,Wind Speed,Maximum Wind Speed,Heading
63rd Street Weather Station,2021-08-08 21:00:00.826097,245,3.5,6.8,351.0
Oak Street Weather Station,2021-05-29 11:00:00.058104,43,5.6,6.9,357.0
63rd Street Weather Station,2021-06-20 19:59:59.673727,275,1.9,3.6,351.0
63rd Street Weather Station,2021-12-02 21:59:59.952293,151,1.2,1.6,351.0
Oak Street Weather Station,2021-09-29 15:00:00.085421,94,1.0,1.4,357.0
Foster Weather Station,2021-08-19 14:59:59.411508,0,3.3,0.0,
Foster Weather Station,2021-07-25 21:59:59.501846,0,3.3,0.0,
Oak Street Weather Station,2021-12-09 11:00:00.038153,117,3.6,6.7,357.0
Oak Street Weather Station,2021-07-03 15:59:59.387497,279,0.9,2.3,358.0
Foster Weather Station,2021-07-24 09:59:59.987877,0,3.3,0.0,
Foster Weather Station,2021-10-01 12:00:00.525244,0,3.3,0.0,
Oak Street Weather Station,2021-08-24 21:59:59.464677,115,1.9,4.2,357.0
Foster Weather Station,2021-06-09 05:00:00.077136,0,3.3,0.0,
Foster Weather Station,2021-10-04 19:59:59.987683,0,3.3,0.0,
Foster Weather Station,2021-11-20 00:00:00.057121,0,3.3,0.0,
Oak Street Weather Station,2021-11-27 08:00:00.499917,14,1.1,1.8,357.0
63rd Street Weather Station,2021-05-23 12:00:00.610219,269,4.1,6.0,351.0
Oak Street Weather Station,2021-11-06 03:00:00.594761,322,2.0,5.1,357.0
63rd Street Weather Station,2021-11-19 12:00:00.787710,229,3.8,5.5,350.0
Oak Street Weather Station,2021-08-16 16:59:59.868166,59,2.6,3.5,357.0
Foster Weather Station,2021-09-26 22:00:00.559380,0,3.3,0.0,
Foster Weather Station,2021-08-02 18:00:00.493225,0,3.3,0.0,
Oak Street Weather Station,2021-11-05 04:00:00.466566,283,2.9,7.1,357.0
Oak Street Weather Station,2021-09-29 04:00:00.571314,121,1.0,2.0,357.0
Foster Weather Station,2021-09-14 13:00:00.682388,0,3.3,0.0,
63rd Street Weather Station,2021-09-22 10:59:59.243614,333,3.5,6.5,351.0
63rd Street Weather Station,2021-09-16 14:59:59.414184,85,3.5,5.1,350.0
Oak Street Weather Station,2021-05-23 22:00:00.578986,12,1.6,2.1,357.0
Oak Street Weather Station,2021-07-05 10:00:00.694542,266,0.8,2.7,358.0
63rd Street Weather Station,2021-08-24 05:00:00.231843,240,2.3,3.5,351.0
63rd Street Weather Station,2021-07-24 07:59:59.191339,253,3.4,6.8,352.0
Oak Street Weather Station,2021-07-04 05:59:59.510204,274,1.7,4.2,358.0
Oak Street Weather Station,2021-09-11 12:59:59.851967,88,1.3,3.1,358.0
63rd Street Weather Station,2021-09-26 23:59:59.491705,228,4.6,8.2,351.0
Oak Street Weather Station,2021-08-13 17:59:59.670985,125,0.9,1.5,357.0
Oak Street Weather Station,2021-08-17 07:00:00.111013,121,1.2,2.2,358.0
63rd Street Weather Station,2021-07-25 09:00:00.026040,50,0.8,1.5,353.0
63rd Street Weather Station,2021-06-20 16:59:59.776765,124,0.4,0.8,351.0
Foster Weather Station,2021-12-15 05:00:00.445659,0,3.3,0.0,
Foster Weather Station,2021-11-22 22:59:59.812938,0,3.3,0.0,
Foster Weather Station,2021-08-21 23:59:59.560424,0,3.3,0.0,
Foster Weather Station,2021-11-06 03:00:00.285738,0,3.3,0.0,
63rd Street Weather Station,2021-10-16 15:59:59.246561,324,2.3,4.8,350.0
Foster Weather Station,2021-05-30 15:59:59.671643,0,3.3,0.0,
Foster Weather Station,2021-08-01 17:59:59.979014,0,3.3,0.0,
Foster Weather Station,2021-11-30 21:59:59.413345,0,3.3,0.0,
Foster Weather Station,2021-07-21 15:00:00.362456,0,3.3,0.0,
Oak Street Weather Station,2021-05-30 13:00:00.803911,89,1.3,1.6,357.0
Foster Weather Station,2021-11-15 18:00:00.122799,0,3.3,0.0,
Foster Weather Station,2021-11-11 20:59:59.899152,0,3.3,0.0,
Oak Street Weather Station,2021-07-25 22:59:59.815073,272,0.7,2.4,358.0
Foster Weather Station,2021-07-28 19:00:00.293802,0,3.3,0.0,
Oak Street Weather Station,2021-09-15 09:00:00.348363,358,1.4,2.5,358.0
Oak Street Weather Station,2021-05-21 15:59:59.747806,93,1.4,2.8,358.0
Foster Weather Station,2021-08-13 01:00:00.707577,0,3.3,0.0,
63rd Street Weather Station,2021-12-11 17:00:00.465854,278,4.5,9.6,350.0
Foster Weather Station,2021-12-10 22:00:00.382750,0,3.3,0.0,
Oak Street Weather Station,2021-10-26 05:59:59.358589,43,5.3,7.2,357.0
63rd Street Weather Station,2021-09-24 19:00:00.733518,215,4.8,11.3,350.0
Foster Weather Station,2021-10-19 08:59:59.606023,0,3.3,0.0,
Foster Weather Station,2021-08-02 01:00:00.524983,0,3.3,0.0,
63rd Street Weather Station,2021-11-07 06:00:00.069045,237,2.1,3.3,351.0
Foster Weather Station,2021-09-21 06:00:00.877141,0,3.3,0.0,
Foster Weather Station,2021-07-22 02:00:00.410005,0,3.3,0.0,
63rd Street Weather Station,2021-10-05 02:59:59.756658,69,3.8,6.2,351.0
Oak Street Weather Station,2021-11-28 05:59:59.117755,302,0.9,4.6,357.0
Oak Street Weather Station,2021-06-09 01:59:59.554221,0,0.0,0.8,358.0
Oak Street Weather Station,2021-12-04 13:59:59.672507,332,2.7,5.2,357.0
Oak Street Weather Station,2021-12-10 10:00:00.874266,117,0.8,1.6,357.0
Foster Weather Station,2021-08-02 23:59:59.577285,0,3.3,0.0,
Foster Weather Station,2021-10-27 10:00:00.357852,0,3.3,0.0,
Oak Street Weather Station,2021-11-02 10:59:59.286885,2,2.0,5.2,357.0
Foster Weather Station,2021-07-14 07:59:59.682965,0,3.3,0.0,
Oak Street Weather Station,2021-08-25 07:00:00.436733,117,0.9,1.6,358.0
Foster Weather Station,2021-08-03 02:00:00.621678,0,3.3,0.0,
Oak Street Weather Station,2021-07-26 06:59:59.321574,274,1.7,2.6,358.0
Oak Street Weather Station,2021-10-12 20:59:59.568285,342,1.2,2.1,358.0
Foster Weather Station,2021-06-18 18:59:59.630438,0,3.3,0.0,
Oak Street Weather Station,2021-07-28 21:00:00.829929,243,1.0,3.0,358.0
Oak Street Weather Station,2021-06-27 02:00:00.309193,330,1.0,2.5,358.0
Oak Street Weather Station,2021-06-15 13:00:00.502505,28,2.4,2.9,357.0
63rd Street Weather Station,2021-11-19 13:59:59.683739,241,2.5,4.0,349.0
Foster Weather Station,2021-07-10 10:59:59.561604,0,3.3,0.0,
Foster Weather Station,2021-10-20 17:59:59.700918,0,3.3,0.0,
Foster Weather Station,2021-06-21 23:00:00.593084,0,3.3,0.0,
Foster Weather Station,2021-09-20 18:59:59.813121,0,3.3,0.0,
Oak Street Weather Station,2021-07-15 21:00:00.402701,129,0.9,1.8,358.0
63rd Street Weather Station,2021-10-08 14:00:00.594052,112,3.0,4.1,350.0
Foster Weather Station,2021-07-03 00:59:59.630680,0,3.3,0.0,
Oak Street Weather Station,2021-10-28 01:59:59.448543,131,2.4,4.9,357.0
Oak Street Weather Station,2021-10-15 19:00:00.632519,343,2.7,5.0,357.0
Foster Weather Station,2021-10-17 10:00:00.120639,0,3.3,0.0,
Oak Street Weather Station,2021-11-21 02:59:59.204934,276,1.1,2.2,357.0
Foster Weather Station,2021-10-09 02:59:59.596592,0,3.3,0.0,
63rd Street Weather Station,2021-08-11 23:59:59.415172,242,5.9,8.6,351.0
63rd Street Weather Station,2021-11-12 19:00:00.424573,249,5.0,10.0,351.0
Oak Street Weather Station,2021-10-01 15:59:59.773844,115,2.5,4.6,358.0
Foster Weather Station,2021-11-19 23:00:00.530710,0,3.3,0.0,
63rd Street Weather Station,2021-09-06 21:00:00.304742,132,1.1,2.0,351.0
Foster Weather Station,2021-11-18 10:59:59.586859,0,3.3,0.0,
Oak Street Weather Station,2021-09-24 13:00:00.276693,74,1.7,3.1,358.0
Oak Street Weather Station,2021-06-21 23:00:00.156697,77,1.8,2.4,357.0
Oak Street Weather Station,2021-05-24 13:59:59.219136,111,2.3,4.0,358.0
Foster Weather Station,2021-09-24 15:00:00.366396,0,3.3,0.0,
Foster Weather Station,2021-08-12 07:00:00.575083,0,3.3,0.0,
63rd Street Weather Station,2021-06-15 13:59:59.721103,36,5.1,7.1,351.0
Foster Weather Station,2021-09-11 03:59:59.782249,0,3.3,0.0,
Foster Weather Station,2021-09-12 05:00:00.736737,0,3.3,0.0,
63rd Street Weather Station,2021-11-19 11:00:00.766756,203,4.3,6.2,350.0
Oak Street Weather Station,2021-12-14 05:59:59.261654,105,3.3,4.2,357.0
63rd Street Weather Station,2021-10-17 12:59:59.585675,301,3.1,5.4,350.0
Oak Street Weather Station,2021-09-20 03:59:59.710321,122,0.8,1.8,358.0
Foster Weather Station,2021-11-16 09:59:59.611248,0,3.3,0.0,
63rd Street Weather Station,2021-05-31 10:59:59.884796,229,2.0,3.3,352.0
Oak Street Weather Station,2021-10-23 06:59:59.757511,295,1.1,2.2,357.0
Foster Weather Station,2021-06-01 19:59:59.730969,0,3.3,0.0,
Oak Street Weather Station,2021-07-24 21:59:59.475334,0,0.0,0.4,358.0
Oak Street Weather Station,2021-10-16 16:59:59.964550,269,1.4,3.6,357.0
Foster Weather Station,2021-11-09 20:00:00.607283,0,3.3,0.0,
Foster Weather Station,2021-06-09 17:59:59.563664,0,3.3,0.0,
Foster Weather Station,2021-08-31 09:59:59.639457,0,3.3,0.0,
63rd Street Weather Station,2021-06-30 14:00:00.349109,7,2.8,4.5,351.0
Oak Street Weather Station,2021-11-09 22:00:00.043864,0,0.0,0.7,357.0
Foster Weather Station,2021-10-07 11:00:00.611221,0,3.3,0.0,
Foster Weather Station,2021-09-18 01:00:00.172590,0,3.3,0.0,
Oak Street Weather Station,2021-07-12 20:59:59.233774,15,2.8,4.7,358.0
63rd Street Weather Station,2021-11-12 17:59:59.216097,256,6.2,9.2,350.0
Foster Weather Station,2021-06-10 03:00:00.883634,0,3.3,0.0,
Foster Weather Station,2021-10-04 00:00:00.262192,0,3.3,0.0,
63rd Street Weather Station,2021-10-01 13:59:59.595733,137,1.4,2.3,350.0
Oak Street Weather Station,2021-11-01 06:59:59.465996,286,1.1,2.3,357.0
Foster Weather Station,2021-08-31 08:59:59.701276,0,3.3,0.0,
Oak Street Weather Station,2021-06-04 17:59:59.187822,0,1.0,3.6,358.0
63rd Street Weather Station,2021-09-11 09:59:59.331774,248,3.8,6.2,351.0
Foster Weather Station,2021-10-30 13:59:59.100673,0,3.3,0.0,
Oak Street Weather Station,2021-10-18 15:00:00.157610,175,0.6,1.3,358.0
63rd Street Weather Station,2021-06-13 11:00:00.300640,21,2.5,4.5,352.0
63rd Street Weather Station,2021-06-14 18:00:00.635287,62,1.2,2.0,350.0
63rd Street Weather Station,2021-08-28 14:59:59.912068,239,3.4,4.7,351.0
Foster Weather Station,2021-06-21 14:00:00.666865,0,3.3,0.0,
Foster Weather Station,2021-10-16 13:59:59.103729,0,3.3,0.0,
Oak Street Weather Station,2021-06-20 07:00:00.573228,17,1.4,1.7,358.0
Foster Weather Station,2021-06-02 22:00:00.103627,0,3.3,0.0,
Oak Street Weather Station,2021-11-10 00:00:00.413336,0,0.0,0.3,357.0
63rd Street Weather Station,2021-11-27 01:59:59.775354,182,2.7,4.2,350.0
Foster Weather Station,2021-09-22 23:00:00.537258,0,3.3,0.0,
63rd Street Weather Station,2021-06-29 12:59:59.141254,234,1.8,4.6,351.0
Oak Street Weather Station,2021-09-21 05:00:00.457660,273,1.3,3.5,358.0
Oak Street Weather Station,2021-09-12 08:00:00.572942,289,2.0,5.1,358.0
Foster Weather Station,2021-10-30 05:59:59.784994,0,3.3,0.0,
63rd Street Weather Station,2021-12-01 12:00:00.695626,233,3.2,6.7,350.0
63rd Street Weather Station,2021-08-28 04:59:59.294353,240,2.0,3.8,351.0
Foster Weather Station,2021-12-17 20:59:59.294382,0,3.3,0.0,
Foster Weather Station,2021-08-04 03:00:00.075182,0,3.3,0.0,
63rd Street Weather Station,2021-11-07 12:59:59.323597,214,3.2,5.4,351.0
63rd Street Weather Station,2021-09-06 01:59:59.515244,314,1.8,4.6,351.0
Foster Weather Station,2021-11-08 11:00:00.516001,0,3.3,0.0,
Foster Weather Station,2021-09-19 11:00:00.473270,0,3.3,0.0,
63rd Street Weather Station,2021-09-14 15:00:00.686628,258,4.8,7.7,351.0
Foster Weather Station,2021-11-09 15:00:00.602252,0,3.3,0.0,
63rd Street Weather Station,2021-07-29 15:59:59.714301,71,2.1,3.7,350.0
Foster Weather Station,2021-07-11 10:00:00.766965,0,3.3,0.0,
Foster Weather Station,2021-10-05 12:00:00.245418,0,3.3,0.0,
Foster Weather Station,2021-09-26 04:59:59.617253,0,3.3,0.0,
63rd Street Weather Station,2021-07-16 22:00:00.828938,15,5.2,8.9,351.0
Oak Street Weather Station,2021-10-20 05:59:59.654532,284,2.7,6.2,358.0
63rd Street Weather Station,2021-10-04 06:00:00.561736,349,2.4,4.4,351.0
Foster Weather Station,2021-08-13 08:00:00.500496,0,3.3,0.0,
63rd Street Weather Station,2021-10-31 03:59:59.708359,269,2.5,4.1,350.0
Oak Street Weather Station,2021-09-19 04:00:00.816204,118,1.3,2.8,358.0
63rd Street Weather Station,2021-09-20 00:00:00.622930,224,1.5,2.6,351.0
Foster Weather Station,2021-10-03 18:59:59.131616,0,3.3,0.0,
63rd Street Weather Station,2021-12-02 12:59:59.626046,319,4.7,10.1,350.0
Oak Street Weather Station,2021-09-14 06:00:00.341280,261,1.0,2.8,358.0
Foster Weather Station,2021-07-23 18:59:59.322633,0,3.3,0.0,
63rd Street Weather Station,2021-08-16 14:59:59.143571,68,2.0,3.8,350.0
Oak Street Weather Station,2021-07-26 21:59:59.434766,39,0.5,1.2,358.0
Foster Weather Station,2021-11-01 05:59:59.495207,0,3.3,0.0,
Foster Weather Station,2021-09-14 21:00:00.846758,0,3.3,0.0,
Foster Weather Station,2021-07-17 08:00:00.691277,0,3.3,0.0,
Oak Street Weather Station,2021-12-12 23:00:00.363526,311,2.2,3.4,357.0
Foster Weather Station,2021-12-13 07:59:59.131110,0,3.3,0.0,
63rd Street Weather Station,2021-11-14 18:59:59.816278,316,3.6,7.3,350.0
Foster Weather Station,2021-09-08 21:00:00.503135,0,3.3,0.0,
63rd Street Weather Station,2021-05-19 17:00:00.336745,199,3.2,7.2,350.0
63rd Street Weather Station,2021-07-27 18:00:00.652154,253,3.4,4.9,351.0
Oak Street Weather Station,2021-10-16 22:00:00.006521,322,0.8,1.4,357.0
63rd Street Weather Station,2021-12-03 20:00:00.003993,20,4.1,5.2,350.0
63rd Street Weather Station,2021-06-20 11:59:59.532917,86,2.8,3.7,351.0
63rd Street Weather Station,2021-10-04 14:59:59.629078,9,4.8,8.5,351.0
Foster Weather Station,2021-09-13 18:59:59.413456,0,3.3,0.0,
63rd Street Weather Station,2021-12-09 03:59:59.153272,185,3.9,6.4,351.0
63rd Street Weather Station,2021-07-25 20:59:59.347963,186,2.0,3.3,351.0
63rd Street Weather Station,2021-11-09 23:59:59.263264,63,1.2,2.9,351.0
63rd Street Weather Station,2021-08-02 21:00:00.120206,101,1.3,2.2,351.0
Oak Street Weather Station,2021-10-26 10:00:00.208365,310,1.3,2.3,357.0
Foster Weather Station,2021-07-06 12:59:59.186937,0,3.3,0.0,
Oak Street Weather Station,2021-08-26 20:59:59.179416,107,1.1,3.7,358.0
63rd Street Weather Station,2021-12-05 17:59:59.504613,259,1.5,2.6,351.0
Foster Weather Station,2021-06-22 03:59:59.544126,0,3.3,0.0,
Foster Weather Station,2021-11-29 03:00:00.664577,0,3.3,0.0,
63rd Street Weather Station,2021-06-07 08:00:00.352089,244,3.5,6.1,351.0
Oak Street Weather Station,2021-12-08 02:59:59.377507,275,2.5,6.5,357.0
Oak Street Weather Station,2021-05-23 15:59:59.671122,97,0.9,1.9,358.0
Oak Street Weather Station,2021-10-07 06:00:00.887446,109,1.2,2.2,357.0
63rd Street Weather Station,2021-09-27 04:00:00.431587,251,5.2,8.4,351.0
63rd Street Weather Station,2021-09-29 09:59:59.519336,116,1.5,2.7,351.0
63rd Street Weather Station,2021-07-01 03:00:00.474482,251,2.1,3.2,351.0
Foster Weather Station,2021-10-29 14:00:00.039994,0,3.3,0.0,
Foster Weather Station,2021-07-27 06:00:00.319766,0,3.3,0.0,
Foster Weather Station,2021-10-19 00:00:00.362416,0,3.3,0.0,
Oak Street Weather Station,2021-06-13 12:00:00.325378,47,1.5,2.2,358.0
Oak Street Weather Station,2021-12-14 12:00:00.132011,112,2.7,3.6,357.0
Oak Street Weather Station,2021-11-25 19:59:59.214373,357,2.0,3.4,357.0
Foster Weather Station,2021-09-11 08:59:59.279878,0,3.3,0.0,
Foster Weather Station,2021-09-20 23:00:00.514921,0,3.3,0.0,
Foster Weather Station,2021-11-13 02:00:00.485239,0,3.3,0.0,
Oak Street Weather Station,2021-12-05 05:59:59.301800,121,2.2,5.0,357.0
63rd Street Weather Station,2021-08-19 02:00:00.242436,64,0.5,0.8,351.0
Foster Weather Station,2021-07-26 18:59:59.874813,0,3.3,0.0,
Foster Weather Station,2021-11-30 19:00:00.822959,0,3.3,0.0,
Foster Weather Station,2021-09-28 20:59:59.624859,0,3.3,0.0,
Oak Street Weather Station,2021-08-21 21:59:59.448240,42,0.4,0.7,358.0
Foster Weather Station,2021-10-17 04:59:59.514375,0,3.3,0.0,
63rd Street Weather Station,2021-09-30 09:59:59.728564,114,1.8,2.2,351.0
63rd Street Weather Station,2021-06-05 20:00:00.165288,247,2.7,5.3,351.0
63rd Street Weather Station,2021-05-27 02:59:59.172844,56,2.3,5.3,351.0
Oak Street Weather Station,2021-08-19 15:00:00.233409,64,1.0,1.7,358.0
Foster Weather Station,2021-09-11 16:59:59.257188,0,3.3,0.0,
Oak Street Weather Station,2021-12-14 01:59:59.157677,102,2.3,3.3,357.0
Oak Street Weather Station,2021-07-13 21:59:59.768655,242,0.8,1.5,358.0
Oak Street Weather Station,2021-06-20 13:00:00.458157,106,1.3,2.2,357.0
63rd Street Weather Station,2021-09-19 16:59:59.613005,0,0.4,1.0,351.0
Foster Weather Station,2021-11-05 13:59:59.118507,0,3.3,0.0,
Oak Street Weather Station,2021-07-20 20:00:00.705383,22,2.9,4.1,358.0
63rd Street Weather Station,2021-09-10 12:00:00.665723,166,1.5,3.7,351.0
Foster Weather Station,2021-11-12 23:59:59.723124,0,3.3,0.0,
Foster Weather Station,2021-06-03 06:59:59.581230,0,3.3,0.0,
Foster Weather Station,2021-10-11 10:59:59.827045,0,3.3,0.0,
Oak Street Weather Station,2021-11-01 20:59:59.189443,297,1.3,2.6,357.0
Foster Weather Station,2021-11-19 19:59:59.668258,0,3.3,0.0,
Oak Street Weather Station,2021-06-13 12:59:59.524762,86,1.6,2.1,358.0
Oak Street Weather Station,2021-10-01 02:59:59.188077,124,2.3,4.0,358.0
Foster Weather Station,2021-06-19 11:59:59.446683,0,3.3,0.0,
Foster Weather Station,2021-08-22 00:59:59.191810,0,3.3,0.0,
63rd Street Weather Station,2021-08-03 19:59:59.268131,123,0.6,1.1,351.0
63rd Street Weather Station,2021-09-19 03:00:00.827354,161,1.2,2.6,351.0
Oak Street Weather Station,2021-08-08 20:59:59.493768,255,1.1,2.9,358.0
Oak Street Weather Station,2021-06-08 07:00:00.665166,56,0.4,0.9,358.0
63rd Street Weather Station,2021-10-13 22:00:00.735479,204,3.1,6.9,352.0
63rd Street Weather Station,2021-11-22 07:00:00.025764,287,3.9,6.9,350.0
Foster Weather Station,2021-07-28 20:59:59.772004,0,3.3,0.0,
Foster Weather Station,2021-10-15 07:59:59.692633,0,3.3,0.0,
Oak Street Weather Station,2021-06-15 16:00:00.601140,26,3.4,4.3,357.0
63rd Street Weather Station,2021-10-19 05:00:00.146366,253,2.8,4.5,351.0
Foster Weather Station,2021-06-12 16:00:00.043296,0,3.3,0.0,
Foster Weather Station,2021-06-16 09:00:00.297525,0,3.3,0.0,
Foster Weather Station,2021-10-22 07:59:59.171895,0,3.3,0.0,
Oak Street Weather Station,2021-07-31 19:00:00.290815,122,0.8,1.9,357.0
Oak Street Weather Station,2021-05-21 01:00:00.586730,0,0.6,1.1,358.0
63rd Street Weather Station,2021-09-02 21:00:00.872983,126,1.4,2.2,351.0
63rd Street Weather Station,2021-10-31 02:00:00.220392,277,2.2,3.9,351.0
63rd Street Weather Station,2021-06-16 03:00:00.092027,18,5.5,8.2,351.0
Oak Street Weather Station,2021-11-29 11:59:59.861594,4,1.2,2.2,357.0
Foster Weather Station,2021-05-24 20:00:00.578462,0,3.3,0.0,
63rd Street Weather Station,2021-10-12 03:59:59.750115,212,3.3,5.7,351.0
Oak Street Weather Station,2021-08-23 16:59:59.511386,108,1.4,2.0,357.0
Oak Street Weather Station,2021-12-12 05:00:00.820255,273,2.7,6.8,357.0
Oak Street Weather Station,2021-09-22 10:00:00.020886,346,2.8,5.2,357.0
Oak Street Weather Station,2021-07-25 17:00:00.740324,116,1.4,2.7,358.0
63rd Street Weather Station,2021-07-23 17:59:59.332120,81,5.1,6.6,351.0
Foster Weather Station,2021-08-28 00:59:59.651912,0,3.3,0.0,
Foster Weather Station,2021-05-20 14:00:00.645756,0,3.3,0.0,
Oak Street Weather Station,2021-09-12 11:59:59.134099,53,0.9,1.6,358.0
Foster Weather Station,2021-07-02 13:59:59.663047,0,3.3,0.0,
Oak Street Weather Station,2021-05-31 03:59:59.339403,0,0.0,2.1,357.0
Foster Weather Station,2021-05-21 15:59:59.713461,0,3.3,0.0,
Oak Street Weather Station,2021-10-09 16:00:00.066497,199,1.0,1.9,357.0
Oak Street Weather Station,2021-10-14 14:00:00.354710,275,1.4,3.6,358.0
Foster Weather Station,2021-12-06 01:59:59.163572,0,3.3,0.0,
Foster Weather Station,2021-07-13 07:00:00.289858,0,3.3,0.0,
63rd Street Weather Station,2021-10-26 04:59:59.590266,47,4.0,8.9,351.0
Oak Street Weather Station,2021-07-28 12:59:59.708735,350,1.9,3.3,358.0
Foster Weather Station,2021-06-25 19:59:59.736443,0,3.3,0.0,
63rd Street Weather Station,2021-11-12 00:59:59.842743,221,2.4,6.4,350.0
Oak Street Weather Station,2021-08-18 10:59:59.632293,101,1.6,2.1,358.0
Oak Street Weather Station,2021-09-27 21:00:00.861712,9,2.6,4.8,357.0
Foster Weather Station,2021-12-16 11:59:59.539439,0,3.3,0.0,
Oak Street Weather Station,2021-05-19 04:00:00.509760,126,2.1,3.9,357.0
Foster Weather Station,2021-09-08 13:59:59.376018,0,3.3,0.0,
63rd Street Weather Station,2021-07-19 17:59:59.634510,108,1.9,3.3,350.0
63rd Street Weather Station,2021-11-11 09:59:59.210801,206,7.3,12.0,351.0
Oak Street Weather Station,2021-07-07 20:00:00.663890,24,3.2,4.1,357.0
63rd Street Weather Station,2021-11-25 16:59:59.269127,316,3.4,6.1,350.0
Oak Street Weather Station,2021-09-29 07:00:00.241569,273,0.6,1.6,357.0
Oak Street Weather Station,2021-07-17 17:00:00.403493,16,3.4,5.0,357.0
63rd Street Weather Station,2021-12-05 01:59:59.900175,105,5.7,7.2,350.0
Oak Street Weather Station,2021-12-01 22:00:00.668781,293,2.7,5.5,357.0
Foster Weather Station,2021-09-13 21:00:00.868916,0,3.3,0.0,
Oak Street Weather Station,2021-10-14 01:59:59.833366,324,0.8,1.7,357.0
Oak Street Weather Station,2021-09-20 23:59:59.439306,253,0.6,2.0,358.0
Foster Weather Station,2021-07-12 22:59:59.167655,0,3.3,0.0,
Foster Weather Station,2021-08-01 13:00:00.374335,0,3.3,0.0,
63rd Street Weather Station,2021-06-27 15:00:00.646421,257,3.1,5.7,351.0
Foster Weather Station,2021-09-30 14:00:00.352118,0,3.3,0.0,
63rd Street Weather Station,2021-07-21 19:59:59.292456,32,3.9,6.9,351.0
Oak Street Weather Station,2021-07-22 00:00:00.670642,90,1.3,2.9,358.0
63rd Street Weather Station,2021-09-19 11:59:59.706185,113,1.9,3.1,351.0
63rd Street Weather Station,2021-11-24 13:00:00.404823,228,5.3,9.6,350.0
Oak Street Weather Station,2021-07-28 02:00:00.899941,0,0.0,0.8,358.0
63rd Street Weather Station,2021-09-30 09:00:00.776499,133,1.0,1.6,351.0
63rd Street Weather Station,2021-10-25 22:59:59.844595,61,4.7,9.6,351.0
63rd Street Weather Station,2021-07-27 20:00:00.524755,251,3.1,5.7,351.0
63rd Street Weather Station,2021-07-11 01:59:59.864856,75,8.1,10.0,351.0
63rd Street Weather Station,2021-09-06 16:59:59.548875,106,3.1,4.7,350.0
Foster Weather Station,2021-11-18 05:59:59.617421,0,3.3,0.0,
63rd Street Weather Station,2021-06-19 10:59:59.861911,257,6.5,10.5,352.0
Foster Weather Station,2021-06-09 22:00:00.651570,0,3.3,0.0,
63rd Street Weather Station,2021-06-18 10:59:59.645919,257,3.6,5.6,352.0
63rd Street Weather Station,2021-09-24 20:00:00.186516,216,4.1,9.0,352.0
Foster Weather Station,2021-09-07 18:00:00.715148,0,3.3,0.0,
Foster Weather Station,2021-11-29 01:59:59.995755,0,3.3,0.0,
Foster Weather Station,2021-07-30 23:59:59.565810,0,3.3,0.0,
Foster Weather Station,2021-11-10 02:59:59.411534,0,3.3,0.0,
Foster Weather Station,2021-06-13 17:59:59.932933,0,3.3,0.0,
63rd Street Weather Station,2021-12-11 04:59:59.655370,271,15.7,25.5,350.0
Foster Weather Station,2021-09-11 19:59:59.194221,0,3.3,0.0,
Oak Street Weather Station,2021-11-08 07:00:00.893748,288,2.4,6.6,357.0
63rd Street Weather Station,2021-10-11 15:00:00.416603,243,1.2,2.3,352.0
63rd Street Weather Station,2021-06-11 04:59:59.366183,3,0.5,0.7,351.0
Foster Weather Station,2021-07-22 13:59:59.878379,0,3.3,0.0,
63rd Street Weather Station,2021-08-01 05:59:59.306091,14,5.5,10.0,350.0
Oak Street Weather Station,2021-08-24 01:59:59.958300,0,0.4,2.4,358.0
63rd Street Weather Station,2021-07-25 19:59:59.331162,176,2.0,2.2,351.0
Foster Weather Station,2021-05-24 10:00:00.388078,0,3.3,0.0,
63rd Street Weather Station,2021-08-12 04:00:00.826450,290,2.3,4.7,351.0
Foster Weather Station,2021-09-29 13:59:59.185866,0,3.3,0.0,
63rd Street Weather Station,2021-09-05 18:59:59.192337,284,2.6,6.9,351.0
Foster Weather Station,2021-07-10 01:59:59.743567,0,3.3,0.0,
63rd Street Weather Station,2021-08-31 09:59:59.665344,121,1.2,1.8,352.0
63rd Street Weather Station,2021-06-30 03:00:00.316963,280,1.7,3.2,351.0
63rd Street Weather Station,2021-10-08 20:59:59.746543,229,0.7,0.9,351.0
Oak Street Weather Station,2021-05-27 06:59:59.752371,75,4.5,6.0,357.0
Foster Weather Station,2021-11-29 09:59:59.575633,0,3.3,0.0,
Foster Weather Station,2021-08-06 14:59:59.348777,0,3.3,0.0,
Foster Weather Station,2021-12-03 05:00:00.427526,0,3.3,0.0,
63rd Street Weather Station,2021-05-18 13:59:59.877375,188,5.1,8.3,351.0
63rd Street Weather Station,2021-05-28 13:00:00.347422,55,6.1,11.2,351.0
63rd Street Weather Station,2021-09-16 05:00:00.570915,223,1.2,1.5,352.0
63rd Street Weather Station,2021-08-04 17:59:59.426435,83,3.4,4.2,351.0
Foster Weather Station,2021-12-12 20:00:00.746440,0,3.3,0.0,
Oak Street Weather Station,2021-07-16 04:00:00.401071,64,2.8,3.2,357.0
Foster Weather Station,2021-06-18 12:00:00.678980,0,3.3,0.0,
63rd Street Weather Station,2021-11-27 06:00:00.610788,209,4.1,5.9,350.0
63rd Street Weather Station,2021-11-02 02:00:00.418452,289,2.1,3.7,350.0
Oak Street Weather Station,2021-11-14 14:00:00.033927,342,5.6,9.1,357.0
