Station Name,Measurement Timestamp,Wind Direction,Wind Speed,Maximum Wind Speed,Heading
Oak Street Weather Station,2021-10-23 19:59:59.122250,102,1.2,2.1,357.0
Foster Weather Station,2021-05-29 19:59:59.628026,0,3.3,0.0,
63rd Street Weather Station,2021-11-03 16:59:59.466870,335,1.3,2.4,351.0
Oak Street Weather Station,2021-08-02 15:59:59.280710,90,2.3,3.4,357.0
63rd Street Weather Station,2021-08-06 14:00:00.186057,235,2.8,3.8,351.0
Foster Weather Station,2021-06-09 10:00:00.803476,0,3.3,0.0,
Foster Weather Station,2021-05-29 03:59:59.692670,0,3.3,0.0,
Foster Weather Station,2021-08-25 21:59:59.890026,0,3.3,0.0,
Oak Street Weather Station,2021-07-18 05:00:00.513853,0,0.0,0.5,358.0
Foster Weather Station,2021-08-20 22:59:59.700412,0,3.3,0.0,
Foster Weather Station,2021-12-03 06:59:59.363646,0,3.3,0.0,
Oak Street Weather Station,2021-06-04 18:59:59.696749,263,1.3,5.0,358.0
Oak Street Weather Station,2021-09-16 06:59:59.321304,84,1.1,1.9,357.0
Oak Street Weather Station,2021-06-10 18:00:00.727521,99,0.4,1.0,358.0
63rd Street Weather Station,2021-07-24 11:59:59.882539,252,5.2,10.9,351.0
Foster Weather Station,2021-10-06 01:59:59.151351,0,3.3,0.0,
Oak Street Weather Station,2021-06-06 01:59:59.193482,244,1.6,3.9,358.0
63rd Street Weather Station,2021-09-27 20:59:59.239016,24,5.1,8.2,351.0
Oak Street Weather Station,2021-11-27 02:00:00.873381,80,2.1,4.6,357.0
63rd Street Weather Station,2021-09-29 23:59:59.174364,117,0.8,1.3,351.0
Oak Street Weather Station,2021-10-04 15:59:59.784798,5,3.7,6.5,357.0
Oak Street Weather Station,2021-08-01 01:59:59.890688,245,0.7,2.3,358.0
Oak Street Weather Station,2021-08-30 16:00:00.659529,111,2.1,3.8,357.0
63rd Street Weather Station,2021-12-09 05:00:00.009927,167,4.8,7.3,350.0
63rd Street Weather Station,2021-06-07 01:00:00.239264,208,4.2,8.4,351.0
Foster Weather Station,2021-09-13 18:00:00.105010,0,3.3,0.0,
63rd Street Weather Station,2021-08-12 12:59:59.665694,249,5.2,9.2,351.0
Foster Weather Station,2021-10-09 10:59:59.784837,0,3.3,0.0,
63rd Street Weather Station,2021-12-06 12:59:59.491332,279,7.9,14.2,350.0
63rd Street Weather Station,2021-08-13 19:00:00.572258,131,0.4,0.8,350.0
Oak Street Weather Station,2021-08-29 06:00:00.820765,302,1.0,3.1,358.0
Foster Weather Station,2021-08-19 07:00:00.055100,0,3.3,0.0,
Oak Street Weather Station,2021-06-22 23:00:00.136364,120,0.8,2.1,358.0
Foster Weather Station,2021-09-25 13:59:59.163071,0,3.3,0.0,
Oak Street Weather Station,2021-07-12 23:59:59.508635,11,1.6,2.5,357.0
Foster Weather Station,2021-09-09 12:00:00.069025,0,3.3,0.0,
Oak Street Weather Station,2021-12-14 14:59:59.959322,104,1.2,2.7,357.0
Oak Street Weather Station,2021-05-28 10:00:00.570016,64,6.6,9.8,357.0
Oak Street Weather Station,2021-06-11 16:00:00.488627,124,0.8,2.1,357.0
Oak Street Weather Station,2021-07-29 08:59:59.934684,276,1.5,7.1,358.0
63rd Street Weather Station,2021-05-21 04:59:59.475924,204,1.5,3.6,352.0
Foster Weather Station,2021-06-29 10:59:59.593669,0,3.3,0.0,
63rd Street Weather Station,2021-07-28 01:00:00.152296,249,2.2,3.2,351.0
63rd Street Weather Station,2021-06-02 02:59:59.604290,207,0.7,0.9,351.0
63rd Street Weather Station,2021-06-21 15:00:00.605290,343,2.8,6.4,351.0
63rd Street Weather Station,2021-07-13 07:59:59.740741,246,2.4,4.1,351.0
63rd Street Weather Station,2021-06-06 06:59:59.261099,243,3.0,5.6,352.0
Oak Street Weather Station,2021-09-02 08:00:00.042575,109,1.8,3.6,358.0
Oak Street Weather Station,2021-10-01 20:00:00.816904,115,1.8,3.2,358.0
63rd Street Weather Station,2021-07-12 16:00:00.055752,67,1.7,4.5,351.0
Oak Street Weather Station,2021-11-20 22:59:59.850946,111,0.8,1.4,357.0
63rd Street Weather Station,2021-12-07 05:00:00.351384,302,1.5,2.6,350.0
Foster Weather Station,2021-06-29 12:59:59.313127,0,3.3,0.0,
Foster Weather Station,2021-06-29 14:00:00.832200,0,3.3,0.0,
63rd Street Weather Station,2021-11-02 02:59:59.427065,292,1.9,4.7,350.0
Oak Street Weather Station,2021-11-09 02:59:59.323386,35,0.7,1.4,357.0
Oak Street Weather Station,2021-07-05 11:00:00.285597,0,0.7,2.3,358.0
Foster Weather Station,2021-11-08 11:59:59.208163,0,3.3,0.0,
Foster Weather Station,2021-08-05 04:00:00.073623,0,3.3,0.0,
63rd Street Weather Station,2021-07-07 11:00:00.207682,266,3.7,4.6,351.0
63rd Street Weather Station,2021-06-10 13:00:00.256248,24,1.3,2.2,351.0
63rd Street Weather Station,2021-11-01 23:59:59.448795,298,1.2,3.4,351.0
Oak Street Weather Station,2021-11-30 19:59:59.980338,2,3.3,4.1,357.0
Foster Weather Station,2021-09-09 16:00:00.779013,0,3.3,0.0,
63rd Street Weather Station,2021-11-24 12:00:00.600051,209,5.2,10.6,351.0
Foster Weather Station,2021-10-26 17:59:59.522760,0,3.3,0.0,
Foster Weather Station,2021-11-20 04:00:00.146470,0,3.3,0.0,
Foster Weather Station,2021-11-29 12:00:00.169732,0,3.3,0.0,
Oak Street Weather Station,2021-11-17 19:59:59.462463,315,2.4,5.1,358.0
63rd Street Weather Station,2021-10-02 05:59:59.742176,237,2.1,3.9,351.0
63rd Street Weather Station,2021-10-13 04:00:00.086601,245,1.6,2.0,351.0
63rd Street Weather Station,2021-09-29 16:59:59.409555,25,2.1,3.2,350.0
63rd Street Weather Station,2021-06-09 00:59:59.626792,245,2.0,2.9,351.0
63rd Street Weather Station,2021-11-18 00:00:00.645112,289,5.7,9.6,351.0
Oak Street Weather Station,2021-06-25 10:59:59.502877,259,1.9,3.8,357.0
63rd Street Weather Station,2021-09-28 20:59:59.730707,66,1.6,3.2,351.0
Oak Street Weather Station,2021-07-18 23:00:00.686950,0,0.0,1.0,358.0
Oak Street Weather Station,2021-09-30 00:59:59.240266,109,1.9,3.4,357.0
63rd Street Weather Station,2021-08-16 14:00:00.781141,67,2.9,4.4,351.0
63rd Street Weather Station,2021-09-15 09:59:59.961628,34,2.4,4.1,352.0
63rd Street Weather Station,2021-09-22 19:59:59.864505,14,8.5,15.8,351.0
Foster Weather Station,2021-10-13 04:00:00.105374,0,3.3,0.0,
Oak Street Weather Station,2021-06-04 04:00:00.056767,301,1.4,4.1,357.0
Foster Weather Station,2021-08-28 04:59:59.173793,0,3.3,0.0,
Oak Street Weather Station,2021-07-14 08:59:59.444650,318,0.6,1.4,358.0
Oak Street Weather Station,2021-07-12 15:59:59.484719,54,3.1,3.2,358.0
Foster Weather Station,2021-07-11 06:00:00.488085,0,3.3,0.0,
63rd Street Weather Station,2021-10-27 04:59:59.634963,199,1.9,3.4,350.0
Foster Weather Station,2021-07-26 10:59:59.954736,0,3.3,0.0,
Oak Street Weather Station,2021-07-01 21:00:00.777738,22,5.1,7.5,357.0
Oak Street Weather Station,2021-06-20 16:59:59.864371,112,0.8,1.7,358.0
Oak Street Weather Station,2021-09-19 02:59:59.742377,110,1.5,3.2,357.0
Oak Street Weather Station,2021-09-15 16:00:00.742264,88,2.5,3.2,357.0
63rd Street Weather Station,2021-08-16 23:59:59.247426,109,1.6,3.0,351.0
63rd Street Weather Station,2021-09-12 17:59:59.437712,14,7.6,10.8,351.0
Oak Street Weather Station,2021-09-09 13:00:00.365341,58,2.9,3.8,357.0
Oak Street Weather Station,2021-06-05 17:59:59.957399,101,0.6,2.4,358.0
Oak Street Weather Station,2021-10-04 12:59:59.883607,359,4.7,7.2,357.0
63rd Street Weather Station,2021-11-19 21:59:59.783373,198,3.6,6.8,350.0
Foster Weather Station,2021-09-15 21:00:00.546457,0,3.3,0.0,
63rd Street Weather Station,2021-09-01 10:59:59.223661,69,4.2,6.8,351.0
Oak Street Weather Station,2021-11-12 14:59:59.117060,281,2.9,7.4,357.0
Foster Weather Station,2021-10-23 03:00:00.466575,0,3.3,0.0,
63rd Street Weather Station,2021-06-09 22:59:59.434655,15,1.2,2.2,351.0
Oak Street Weather Station,2021-07-16 19:59:59.764079,12,4.4,6.3,358.0
63rd Street Weather Station,2021-05-18 03:00:00.548615,90,0.8,1.4,351.0
63rd Street Weather Station,2021-07-04 08:00:00.554301,270,3.6,5.8,352.0
63rd Street Weather Station,2021-12-15 23:59:59.190384,220,9.9,16.6,351.0
63rd Street Weather Station,2021-09-10 09:00:00.653675,264,2.0,2.7,352.0
Foster Weather Station,2021-05-24 01:59:59.608649,0,3.3,0.0,
Foster Weather Station,2021-06-19 00:00:00.723636,0,3.3,0.0,
Foster Weather Station,2021-05-22 05:59:59.835192,0,3.3,0.0,
Oak Street Weather Station,2021-09-03 08:59:59.964056,118,1.6,3.7,358.0
Foster Weather Station,2021-11-21 12:59:59.719169,0,3.3,0.0,
Oak Street Weather Station,2021-07-07 02:00:00.046644,2,0.7,1.3,358.0
63rd Street Weather Station,2021-07-07 13:59:59.637680,56,1.7,3.3,351.0
63rd Street Weather Station,2021-11-15 00:00:00.509737,309,2.9,5.4,350.0
63rd Street Weather Station,2021-06-22 05:59:59.460025,255,2.5,4.4,351.0
63rd Street Weather Station,2021-07-24 00:59:59.178193,238,2.3,4.7,351.0
Foster Weather Station,2021-11-17 07:59:59.823614,0,3.3,0.0,
63rd Street Weather Station,2021-09-18 06:00:00.185050,42,2.6,7.5,351.0
Oak Street Weather Station,2021-05-28 01:00:00.523699,27,6.4,8.2,357.0
Oak Street Weather Station,2021-09-06 14:59:59.405242,108,2.2,3.6,357.0
Foster Weather Station,2021-09-22 00:59:59.310421,0,3.3,0.0,
63rd Street Weather Station,2021-11-06 21:59:59.129095,237,3.3,5.3,350.0
63rd Street Weather Station,2021-10-13 09:00:00.544415,207,2.0,4.0,351.0
Foster Weather Station,2021-09-12 20:59:59.492520,0,3.3,0.0,
63rd Street Weather Station,2021-06-04 14:00:00.057955,267,6.6,11.3,351.0
Foster Weather Station,2021-05-31 21:59:59.316275,0,3.3,0.0,
63rd Street Weather Station,2021-08-30 01:00:00.800242,336,1.4,3.0,351.0
Foster Weather Station,2021-06-16 04:59:59.715049,0,3.3,0.0,
63rd Street Weather Station,2021-09-04 01:00:00.363254,190,2.1,4.8,351.0
Foster Weather Station,2021-08-05 06:59:59.624571,0,3.3,0.0,
Oak Street Weather Station,2021-06-11 06:00:00.216122,30,0.8,0.9,358.0
Oak Street Weather Station,2021-07-01 09:59:59.473259,20,3.9,6.3,358.0
63rd Street Weather Station,2021-05-31 11:59:59.788309,233,2.2,4.7,351.0
63rd Street Weather Station,2021-08-18 23:59:59.474384,0,0.0,0.4,351.0
Oak Street Weather Station,2021-07-21 02:59:59.658824,9,4.1,6.9,358.0
63rd Street Weather Station,2021-06-20 21:59:59.997703,139,0.4,1.0,351.0
Oak Street Weather Station,2021-09-07 11:59:59.257737,249,1.0,3.0,358.0
Foster Weather Station,2021-09-25 18:59:59.375886,0,3.3,0.0,
Oak Street Weather Station,2021-10-22 03:00:00.486578,251,1.5,2.3,358.0
Oak Street Weather Station,2021-07-13 12:59:59.668470,4,1.5,3.3,358.0
63rd Street Weather Station,2021-07-16 01:59:59.777698,56,2.0,6.8,351.0
Foster Weather Station,2021-09-12 00:00:00.188683,0,3.3,0.0,
Foster Weather Station,2021-07-31 10:59:59.406030,0,3.3,0.0,
Foster Weather Station,2021-05-21 15:00:00.517858,0,3.3,0.0,
Foster Weather Station,2021-06-20 03:59:59.292440,0,3.3,0.0,
Foster Weather Station,2021-06-26 13:00:00.691026,0,3.3,0.0,
Oak Street Weather Station,2021-06-14 21:00:00.314775,12,1.4,2.1,358.0
63rd Street Weather Station,2021-11-18 03:59:59.498908,267,4.5,6.2,350.0
Oak Street Weather Station,2021-11-14 23:00:00.822397,348,2.6,3.8,357.0
Foster Weather Station,2021-09-21 02:00:00.543799,0,3.3,0.0,
Oak Street Weather Station,2021-09-17 12:00:00.768221,251,0.7,1.7,358.0
Oak Street Weather Station,2021-12-14 19:59:59.690242,108,2.3,3.9,357.0
Foster Weather Station,2021-10-11 11:59:59.882223,0,3.3,0.0,
Foster Weather Station,2021-06-22 23:59:59.604333,0,3.3,0.0,
Foster Weather Station,2021-11-24 23:00:00.667202,0,3.3,0.0,
Oak Street Weather Station,2021-07-12 13:00:00.199315,75,2.6,3.2,358.0
Foster Weather Station,2021-11-25 09:00:00.676798,0,3.3,0.0,
Foster Weather Station,2021-07-29 12:00:00.134038,0,3.3,0.0,
Oak Street Weather Station,2021-07-16 03:00:00.722304,90,2.0,3.2,357.0
63rd Street Weather Station,2021-05-31 13:00:00.876385,265,5.3,7.6,351.0
63rd Street Weather Station,2021-11-26 09:59:59.530680,282,2.8,3.6,350.0
Foster Weather Station,2021-10-02 19:59:59.490944,0,3.3,0.0,
Oak Street Weather Station,2021-08-02 10:59:59.173785,120,1.7,3.1,357.0
63rd Street Weather Station,2021-05-23 20:00:00.473459,21,4.7,7.4,351.0
Foster Weather Station,2021-12-04 04:59:59.979841,0,3.3,0.0,
63rd Street Weather Station,2021-07-31 01:00:00.877858,31,3.2,4.0,352.0
63rd Street Weather Station,2021-12-07 17:59:59.838055,180,3.4,6.3,351.0
Oak Street Weather Station,2021-09-30 13:00:00.596996,105,1.2,1.9,357.0
Oak Street Weather Station,2021-06-06 04:00:00.191749,241,0.6,2.3,358.0
Oak Street Weather Station,2021-06-04 02:00:00.096429,0,0.5,1.3,358.0
Oak Street Weather Station,2021-12-07 00:59:59.563696,352,2.0,2.8,357.0
Foster Weather Station,2021-06-13 09:00:00.037322,0,3.3,0.0,
Foster Weather Station,2021-08-12 13:00:00.227838,0,3.3,0.0,
63rd Street Weather Station,2021-08-28 17:59:59.552822,238,2.4,6.7,351.0
Oak Street Weather Station,2021-11-03 06:59:59.956789,314,1.0,1.8,357.0
Foster Weather Station,2021-06-18 23:00:00.855090,0,3.3,0.0,
63rd Street Weather Station,2021-10-04 08:00:00.088814,8,3.2,6.2,351.0
Oak Street Weather Station,2021-10-15 11:59:59.528014,344,3.3,7.0,357.0
Oak Street Weather Station,2021-09-28 00:59:59.965962,36,2.3,3.9,357.0
Oak Street Weather Station,2021-11-10 00:59:59.229232,81,1.1,2.0,358.0
Oak Street Weather Station,2021-05-27 12:59:59.282154,53,7.0,10.2,357.0
Foster Weather Station,2021-08-30 07:00:00.513497,0,3.3,0.0,
63rd Street Weather Station,2021-08-04 07:59:59.729409,247,0.6,1.3,352.0
Foster Weather Station,2021-10-26 00:59:59.647861,0,3.3,0.0,
Foster Weather Station,2021-10-19 13:00:00.393526,0,3.3,0.0,
Foster Weather Station,2021-10-02 16:59:59.886912,0,3.3,0.0,
Oak Street Weather Station,2021-06-24 12:59:59.483878,269,2.0,4.9,358.0
63rd Street Weather Station,2021-08-01 10:59:59.656280,13,7.0,10.7,351.0
Oak Street Weather Station,2021-07-20 16:00:00.642982,111,0.8,2.4,358.0
63rd Street Weather Station,2021-07-15 17:59:59.468180,72,1.4,1.9,351.0
63rd Street Weather Station,2021-11-08 19:00:00.379527,256,1.0,1.2,351.0
Foster Weather Station,2021-07-15 04:00:00.793932,0,3.3,0.0,
63rd Street Weather Station,2021-10-23 12:59:59.517908,36,4.2,6.0,350.0
63rd Street Weather Station,2021-12-10 09:00:00.260350,130,2.2,2.4,351.0
63rd Street Weather Station,2021-05-21 19:59:59.842716,18,2.8,3.4,351.0
Foster Weather Station,2021-09-25 15:59:59.570031,0,3.3,0.0,
Oak Street Weather Station,2021-09-20 12:00:00.599575,184,0.6,1.6,358.0
63rd Street Weather Station,2021-08-22 19:59:59.974597,74,4.3,5.7,351.0
Foster Weather Station,2021-07-18 11:00:00.596789,0,3.3,0.0,
63rd Street Weather Station,2021-11-20 10:00:00.647981,232,3.0,6.8,351.0
Oak Street Weather Station,2021-08-31 02:59:59.597146,220,0.0,0.7,357.0
Oak Street Weather Station,2021-10-20 09:59:59.226938,282,1.1,2.6,357.0
63rd Street Weather Station,2021-09-03 02:59:59.453119,167,2.6,5.5,351.0
Foster Weather Station,2021-09-15 13:00:00.305126,0,3.3,0.0,
Oak Street Weather Station,2021-08-29 03:59:59.176313,345,1.0,3.2,358.0
Foster Weather Station,2021-11-07 09:59:59.857256,0,3.3,0.0,
Oak Street Weather Station,2021-11-18 22:00:00.093913,347,3.0,4.6,357.0
Foster Weather Station,2021-11-12 00:59:59.144517,0,3.3,0.0,
63rd Street Weather Station,2021-12-07 05:59:59.428761,285,1.3,2.0,350.0
63rd Street Weather Station,2021-09-16 13:00:00.344476,116,2.8,3.9,351.0
Foster Weather Station,2021-11-08 13:00:00.111414,0,3.3,0.0,
63rd Street Weather Station,2021-11-28 02:59:59.303054,287,2.3,3.9,350.0
Oak Street Weather Station,2021-10-27 16:00:00.479993,110,3.3,6.1,357.0
63rd Street Weather Station,2021-05-30 05:59:59.655063,41,0.7,2.1,352.0
Oak Street Weather Station,2021-12-03 02:59:59.209183,123,0.5,0.9,357.0
Foster Weather Station,2021-07-29 23:59:59.171480,0,3.3,0.0,
Oak Street Weather Station,2021-10-26 18:00:00.656855,51,2.7,3.0,357.0
Oak Street Weather Station,2021-08-23 21:00:00.135102,134,0.6,1.2,358.0
63rd Street Weather Station,2021-10-26 18:00:00.680999,59,2.3,4.3,351.0
63rd Street Weather Station,2021-10-11 10:59:59.487863,197,2.9,8.0,351.0
Foster Weather Station,2021-05-18 00:59:59.877921,0,3.3,0.0,
Oak Street Weather Station,2021-09-06 22:00:00.306347,110,2.0,4.0,357.0
Foster Weather Station,2021-12-05 12:59:59.264527,0,3.3,0.0,
Oak Street Weather Station,2021-07-23 16:59:59.498793,98,1.1,1.9,358.0
Foster Weather Station,2021-07-24 16:59:59.156084,0,3.3,0.0,
63rd Street Weather Station,2021-07-18 18:59:59.514615,21,2.4,4.6,350.0
Foster Weather Station,2021-10-16 10:59:59.302395,0,3.3,0.0,
63rd Street Weather Station,2021-06-16 13:00:00.506361,30,5.2,7.7,351.0
Foster Weather Station,2021-10-15 18:59:59.573445,0,3.3,0.0,
Oak Street Weather Station,2021-09-07 15:00:00.288427,12,3.7,4.5,357.0
Oak Street Weather Station,2021-05-29 18:00:00.558526,16,4.8,6.3,358.0
Oak Street Weather Station,2021-08-29 14:59:59.813481,240,1.2,4.7,358.0
Foster Weather Station,2021-07-16 18:00:00.785860,0,3.3,0.0,
63rd Street Weather Station,2021-06-08 01:59:59.394620,148,0.0,0.7,351.0
63rd Street Weather Station,2021-07-10 15:00:00.329910,86,4.3,5.9,351.0
Foster Weather Station,2021-12-07 17:00:00.719448,0,3.3,0.0,
63rd Street Weather Station,2021-06-30 21:59:59.452640,280,0.9,1.0,351.0
Foster Weather Station,2021-07-22 19:00:00.453372,0,3.3,0.0,
Foster Weather Station,2021-08-05 00:59:59.794938,0,3.3,0.0,
Oak Street Weather Station,2021-05-23 00:00:00.379871,346,1.0,3.1,358.0
Foster Weather Station,2021-10-05 09:59:59.574769,0,3.3,0.0,
Oak Street Weather Station,2021-10-16 05:59:59.245938,301,0.9,2.7,357.0
Foster Weather Station,2021-07-29 14:59:59.344553,0,3.3,0.0,
Oak Street Weather Station,2021-09-27 10:59:59.384050,257,1.9,5.5,358.0
63rd Street Weather Station,2021-07-22 04:59:59.963286,243,0.7,1.0,351.0
63rd Street Weather Station,2021-07-09 09:59:59.399312,39,4.4,6.7,352.0
Foster Weather Station,2021-10-26 07:00:00.332513,0,3.3,0.0,
63rd Street Weather Station,2021-07-11 00:00:00.182849,88,4.6,7.3,351.0
Foster Weather Station,2021-10-19 06:00:00.613450,0,3.3,0.0,
63rd Street Weather Station,2021-05-18 21:59:59.785208,146,0.8,1.2,351.0
Foster Weather Station,2021-08-22 03:00:00.796921,0,3.3,0.0,
Oak Street Weather Station,2021-06-01 16:00:00.706676,100,1.3,2.0,357.0
63rd Street Weather Station,2021-10-15 06:00:00.464813,283,1.1,1.5,351.0
63rd Street Weather Station,2021-12-07 10:00:00.301677,272,2.8,4.8,350.0
Oak Street Weather Station,2021-09-03 02:00:00.271048,122,1.1,2.5,357.0
Oak Street Weather Station,2021-07-28 23:00:00.155782,42,1.0,2.0,358.0
63rd Street Weather Station,2021-05-22 10:00:00.850745,254,4.7,6.2,352.0
63rd Street Weather Station,2021-12-17 16:00:00.556415,65,5.2,7.4,351.0
Oak Street Weather Station,2021-11-08 09:00:00.255722,278,2.0,3.0,357.0
63rd Street Weather Station,2021-12-13 06:00:00.378464,241,4.6,6.5,351.0
Foster Weather Station,2021-09-27 05:00:00.124035,0,3.3,0.0,
Oak Street Weather Station,2021-10-31 08:00:00.223452,295,1.2,3.7,357.0
63rd Street Weather Station,2021-06-26 03:59:59.794972,229,2.7,5.8,351.0
Oak Street Weather Station,2021-09-01 09:59:59.176957,81,5.2,6.5,357.0
Foster Weather Station,2021-07-12 11:00:00.796594,0,3.3,0.0,
Foster Weather Station,2021-05-21 08:00:00.218005,0,3.3,0.0,
Foster Weather Station,2021-07-18 06:00:00.124515,0,3.3,0.0,
63rd Street Weather Station,2021-06-28 18:00:00.393448,0,0.0,1.6,351.0
Oak Street Weather Station,2021-06-08 03:00:00.427794,103,0.5,1.2,358.0
Foster Weather Station,2021-10-05 19:59:59.322702,0,3.3,0.0,
Oak Street Weather Station,2021-11-06 20:00:00.071389,284,2.0,4.8,357.0
Foster Weather Station,2021-09-20 01:59:59.427907,0,3.3,0.0,
63rd Street Weather Station,2021-05-30 02:59:59.420698,28,2.9,4.8,351.0
63rd Street Weather Station,2021-10-02 03:59:59.119081,221,2.0,3.9,350.0
Oak Street Weather Station,2021-07-30 22:59:59.808915,34,2.5,3.2,357.0
63rd Street Weather Station,2021-10-18 13:59:59.900413,256,2.4,4.7,351.0
63rd Street Weather Station,2021-12-17 22:00:00.473758,108,6.2,7.8,351.0
Foster Weather Station,2021-11-18 19:59:59.961665,0,3.3,0.0,
Foster Weather Station,2021-08-02 10:00:00.133710,0,3.3,0.0,
Oak Street Weather Station,2021-07-11 05:00:00.292097,91,3.8,4.7,357.0
Oak Street Weather Station,2021-05-22 21:59:59.683242,260,1.1,3.4,358.0
63rd Street Weather Station,2021-08-20 04:00:00.371835,343,0.6,0.7,351.0
Foster Weather Station,2021-12-11 10:59:59.685642,0,3.3,0.0,
Oak Street Weather Station,2021-07-03 03:00:00.818157,258,1.9,3.4,357.0
Foster Weather Station,2021-06-05 07:59:59.334517,0,3.3,0.0,
63rd Street Weather Station,2021-07-01 10:59:59.521403,15,6.3,10.1,352.0
Oak Street Weather Station,2021-08-26 00:00:00.677606,214,0.5,1.3,358.0
63rd Street Weather Station,2021-07-20 13:00:00.646110,134,0.5,1.0,351.0
63rd Street Weather Station,2021-10-26 16:00:00.843079,32,3.8,5.5,350.0
Foster Weather Station,2021-06-03 12:59:59.122393,0,3.3,0.0,
Foster Weather Station,2021-05-21 18:00:00.455059,0,3.3,0.0,
Oak Street Weather Station,2021-06-02 08:59:59.518473,17,1.1,1.4,358.0
63rd Street Weather Station,2021-05-20 05:00:00.385486,182,2.6,3.9,351.0
63rd Street Weather Station,2021-10-20 07:59:59.543786,241,3.3,4.9,351.0
63rd Street Weather Station,2021-09-29 12:59:59.768205,71,2.1,3.2,351.0
Foster Weather Station,2021-09-18 13:00:00.189058,0,3.3,0.0,
Foster Weather Station,2021-08-27 17:59:59.680503,0,3.3,0.0,
63rd Street Weather Station,2021-06-25 13:59:59.651960,245,4.4,8.0,351.0
Foster Weather Station,2021-10-26 08:00:00.891928,0,3.3,0.0,
Oak Street Weather Station,2021-08-01 23:00:00.045699,37,5.0,6.5,358.0
Foster Weather Station,2021-08-08 15:00:00.034164,0,3.3,0.0,
Oak Street Weather Station,2021-06-05 00:59:59.652537,307,1.6,5.1,358.0
63rd Street Weather Station,2021-08-27 23:00:00.256321,203,2.2,4.3,351.0
Oak Street Weather Station,2021-10-30 06:59:59.190700,21,6.4,8.6,357.0
Foster Weather Station,2021-11-23 08:00:00.454283,0,3.3,0.0,
Foster Weather Station,2021-07-03 04:59:59.793485,0,3.3,0.0,
63rd Street Weather Station,2021-10-04 13:00:00.020681,7,4.0,7.5,351.0
63rd Street Weather Station,2021-10-31 03:00:00.292855,271,2.0,3.4,351.0
Oak Street Weather Station,2021-12-17 03:59:59.439264,327,2.1,3.5,357.0
Oak Street Weather Station,2021-06-07 06:59:59.339579,254,1.1,2.8,358.0
63rd Street Weather Station,2021-12-02 00:00:00.506723,243,3.8,8.4,350.0
Oak Street Weather Station,2021-08-01 21:59:59.566293,28,5.4,6.7,358.0
Foster Weather Station,2021-09-17 06:00:00.764223,0,3.3,0.0,
Foster Weather Station,2021-09-23 13:59:59.876155,0,3.3,0.0,
63rd Street Weather Station,2021-06-01 03:00:00.510435,244,1.9,2.1,350.0
Oak Street Weather Station,2021-11-03 20:00:00.426411,20,2.2,3.5,357.0
Foster Weather Station,2021-11-21 22:59:59.193479,0,3.3,0.0,
Foster Weather Station,2021-07-08 11:59:59.469327,0,3.3,0.0,
Foster Weather Station,2021-09-01 08:59:59.562691,0,3.3,0.0,
Foster Weather Station,2021-07-26 09:00:00.809182,0,3.3,0.0,
63rd Street Weather Station,2021-06-24 10:59:59.433355,216,5.2,9.7,350.0
Oak Street Weather Station,2021-10-23 10:00:00.029232,346,1.8,2.9,357.0
63rd Street Weather Station,2021-10-19 06:00:00.060175,253,3.2,4.4,351.0
Oak Street Weather Station,2021-11-18 09:59:59.695748,278,2.6,6.9,357.0
Oak Street Weather Station,2021-08-20 06:59:59.941287,22,0.5,0.7,358.0
63rd Street Weather Station,2021-07-19 15:59:59.369816,70,2.5,4.6,350.0
Oak Street Weather Station,2021-07-30 02:59:59.155411,35,5.7,7.7,358.0
Foster Weather Station,2021-10-23 00:00:00.502229,0,3.3,0.0,
Foster Weather Station,2021-09-20 11:59:59.612757,0,3.3,0.0,
Foster Weather Station,2021-09-29 00:00:00.435750,0,3.3,0.0,
63rd Street Weather Station,2021-08-01 17:00:00.003707,31,7.4,10.8,350.0
63rd Street Weather Station,2021-12-04 16:59:59.881633,13,2.2,3.4,351.0
Oak Street Weather Station,2021-11-05 02:00:00.032034,328,1.4,4.3,357.0
Oak Street Weather Station,2021-08-29 13:59:59.625184,259,2.6,4.3,358.0
Oak Street Weather Station,2021-07-26 13:00:00.569042,96,1.5,2.2,358.0
63rd Street Weather Station,2021-10-20 06:00:00.380685,242,2.9,5.0,350.0
63rd Street Weather Station,2021-07-21 10:00:00.230324,40,3.5,7.1,351.0
Oak Street Weather Station,2021-11-09 11:59:59.690256,18,1.5,2.2,357.0
Oak Street Weather Station,2021-07-11 09:59:59.837089,79,4.9,6.3,357.0
63rd Street Weather Station,2021-08-11 04:59:59.724232,229,2.1,3.9,351.0
Oak Street Weather Station,2021-09-21 04:00:00.831538,275,2.2,4.8,357.0
Foster Weather Station,2021-11-02 11:59:59.802108,0,3.3,0.0,
63rd Street Weather Station,2021-10-29 01:59:59.915803,102,2.5,4.0,351.0
Foster Weather Station,2021-12-02 01:00:00.730184,0,3.3,0.0,
Oak Street Weather Station,2021-11-27 06:00:00.274268,334,0.7,2.3,357.0
Oak Street Weather Station,2021-07-20 12:00:00.437637,98,1.2,1.6,358.0
63rd Street Weather Station,2021-10-21 02:59:59.810735,264,5.4,8.9,351.0
Oak Street Weather Station,2021-10-19 03:59:59.336355,285,2.4,7.8,357.0
63rd Street Weather Station,2021-12-07 08:00:00.786556,256,2.3,2.8,350.0
Foster Weather Station,2021-08-26 22:59:59.314338,0,3.3,0.0,
