Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature
Foster Weather Station,2021-09-05 17:59:59.239113,27.06,
Foster Weather Station,2021-07-02 10:59:59.744188,17.56,
Foster Weather Station,2021-06-01 00:00:00.358518,9.89,
Oak Street Weather Station,2021-10-11 02:00:00.548079,23.6,19.5
Foster Weather Station,2021-12-14 17:59:59.685270,7.67,
Foster Weather Station,2021-08-27 11:00:00.281432,24.89,
63rd Street Weather Station,2021-10-21 11:59:59.440301,10.1,8.5
Oak Street Weather Station,2021-11-26 10:59:59.100884,-3.0,-5.8
Foster Weather Station,2021-06-01 03:59:59.383955,8.0,
Oak Street Weather Station,2021-05-24 02:00:00.559189,12.9,12.5
63rd Street Weather Station,2021-11-22 22:00:00.567616,-0.4,-3.7
Foster Weather Station,2021-11-09 00:59:59.328557,13.67,
Oak Street Weather Station,2021-12-18 03:59:59.783824,3.6,2.7
Foster Weather Station,2021-12-01 23:59:59.941488,10.56,
63rd Street Weather Station,2021-10-08 23:00:00.130243,18.5,18.1
Foster Weather Station,2021-10-15 19:59:59.375149,13.0,
63rd Street Weather Station,2021-09-16 12:59:59.304088,23.2,19.1
Oak Street Weather Station,2021-11-25 07:59:59.231675,7.6,5.8
63rd Street Weather Station,2021-11-21 01:00:00.766169,5.4,3.6
63rd Street Weather Station,2021-07-10 00:00:00.599281,19.8,16.7
Oak Street Weather Station,2021-07-25 09:00:00.151987,26.0,21.9
Oak Street Weather Station,2021-10-13 06:00:00.807133,17.3,15.0
Foster Weather Station,2021-07-25 05:00:00.458888,23.78,
Oak Street Weather Station,2021-10-14 03:59:59.337529,22.1,20.4
63rd Street Weather Station,2021-12-06 19:59:59.907841,-5.8,-8.4
Oak Street Weather Station,2021-11-17 15:00:00.052644,10.5,8.6
63rd Street Weather Station,2021-12-09 07:00:00.011004,1.2,-0.6
Oak Street Weather Station,2021-07-28 07:00:00.733076,25.1,22.4
Foster Weather Station,2021-07-02 05:59:59.382876,17.06,
Foster Weather Station,2021-08-18 08:59:59.151933,24.89,
63rd Street Weather Station,2021-10-05 22:00:00.449190,19.6,19.4
Foster Weather Station,2021-07-04 13:59:59.315487,25.56,
Oak Street Weather Station,2021-08-03 05:59:59.494687,21.0,15.6
63rd Street Weather Station,2021-08-03 01:00:00.562727,21.0,17.4
Foster Weather Station,2021-11-01 23:00:00.793192,5.06,
63rd Street Weather Station,2021-09-01 06:00:00.773322,22.1,18.2
63rd Street Weather Station,2021-12-06 19:00:00.342082,-4.4,-7.1
Foster Weather Station,2021-08-31 21:00:00.631648,23.17,
Oak Street Weather Station,2021-11-14 00:59:59.391498,2.3,1.0
63rd Street Weather Station,2021-11-04 08:59:59.506183,4.0,1.2
Oak Street Weather Station,2021-11-26 15:59:59.316637,-0.1,-3.6
Oak Street Weather Station,2021-11-27 10:00:00.802666,2.8,0.2
63rd Street Weather Station,2021-07-16 15:00:00.377923,20.7,20.1
Foster Weather Station,2021-07-27 14:00:00.650634,29.0,
63rd Street Weather Station,2021-08-25 20:59:59.668380,24.4,23.6
Foster Weather Station,2021-05-25 06:59:59.551782,16.89,
Foster Weather Station,2021-08-05 20:59:59.188630,26.17,
Oak Street Weather Station,2021-12-17 03:59:59.211980,0.3,-2.2
Foster Weather Station,2021-10-26 09:59:59.426103,9.39,
63rd Street Weather Station,2021-07-09 04:00:00.679338,16.5,14.8
Oak Street Weather Station,2021-11-19 10:59:59.453930,3.0,-0.7
Foster Weather Station,2021-09-30 18:59:59.517733,19.0,
Foster Weather Station,2021-11-02 03:59:59.101207,2.56,
Foster Weather Station,2021-08-12 18:59:59.644581,25.89,
63rd Street Weather Station,2021-06-09 13:59:59.949230,23.8,22.5
63rd Street Weather Station,2021-07-03 12:00:00.742038,26.4,19.4
63rd Street Weather Station,2021-11-19 23:00:00.589745,2.9,0.4
Foster Weather Station,2021-10-26 01:59:59.153862,11.17,
63rd Street Weather Station,2021-07-09 21:00:00.715075,20.0,16.3
Foster Weather Station,2021-05-23 12:59:59.555639,13.67,
Oak Street Weather Station,2021-10-29 13:59:59.207201,13.6,12.5
Foster Weather Station,2021-10-13 21:00:00.158934,19.06,
63rd Street Weather Station,2021-06-05 05:59:59.816881,22.1,17.5
63rd Street Weather Station,2021-10-03 09:59:59.176852,21.8,20.7
Oak Street Weather Station,2021-08-31 07:59:59.705707,24.1,18.7
Oak Street Weather Station,2021-09-24 03:00:00.109406,15.3,11.0
Foster Weather Station,2021-07-31 09:00:00.630362,21.56,
Foster Weather Station,2021-09-23 18:59:59.432137,15.5,
Oak Street Weather Station,2021-12-07 06:00:00.189944,-8.8,-10.6
63rd Street Weather Station,2021-06-20 07:59:59.523491,20.2,19.3
63rd Street Weather Station,2021-09-04 03:59:59.479061,21.1,17.2
Oak Street Weather Station,2021-06-07 18:00:00.029383,23.8,21.2
63rd Street Weather Station,2021-06-09 19:00:00.762062,21.9,21.3
Oak Street Weather Station,2021-08-09 04:00:00.752057,24.4,20.8
Oak Street Weather Station,2021-08-30 04:59:59.600330,23.6,19.2
63rd Street Weather Station,2021-12-04 18:00:00.838720,5.0,-0.8
Oak Street Weather Station,2021-08-05 12:00:00.608089,27.0,19.4
Foster Weather Station,2021-09-23 03:59:59.974153,12.78,
Oak Street Weather Station,2021-08-08 22:00:00.839847,23.8,20.8
Foster Weather Station,2021-11-23 15:59:59.913960,5.28,
63rd Street Weather Station,2021-07-24 12:00:00.664363,30.8,25.4
63rd Street Weather Station,2021-07-04 16:59:59.640615,25.7,21.8
63rd Street Weather Station,2021-12-15 03:59:59.902525,12.4,11.1
Oak Street Weather Station,2021-12-08 14:59:59.596442,0.2,-1.9
Oak Street Weather Station,2021-11-15 06:59:59.197575,0.9,-1.5
Oak Street Weather Station,2021-09-26 22:00:00.600280,24.1,15.7
63rd Street Weather Station,2021-07-27 19:00:00.332514,30.2,23.1
Oak Street Weather Station,2021-09-26 09:59:59.361507,20.3,13.0
Foster Weather Station,2021-08-20 04:59:59.885155,23.0,
63rd Street Weather Station,2021-08-29 06:59:59.642664,25.4,23.5
63rd Street Weather Station,2021-09-27 02:59:59.549080,21.1,16.5
Foster Weather Station,2021-09-20 01:00:00.146693,25.56,
63rd Street Weather Station,2021-09-16 11:00:00.076410,24.3,16.6
Foster Weather Station,2021-06-21 17:59:59.369486,19.89,
63rd Street Weather Station,2021-11-16 03:00:00.644442,1.5,0.8
63rd Street Weather Station,2021-06-30 14:00:00.060400,22.1,22.1
Foster Weather Station,2021-10-18 18:00:00.075992,20.39,
Oak Street Weather Station,2021-09-28 16:00:00.420969,18.6,15.3
63rd Street Weather Station,2021-10-17 20:00:00.805751,15.6,9.6
Foster Weather Station,2021-11-17 20:00:00.083634,7.78,
63rd Street Weather Station,2021-10-28 20:00:00.404203,13.7,13.2
Foster Weather Station,2021-07-04 21:59:59.947459,27.89,
63rd Street Weather Station,2021-11-06 23:00:00.594875,10.7,6.9
Foster Weather Station,2021-07-03 22:59:59.652449,26.06,
63rd Street Weather Station,2021-07-27 06:59:59.955790,24.5,21.3
63rd Street Weather Station,2021-08-14 00:00:00.653387,22.6,17.8
Oak Street Weather Station,2021-08-27 18:00:00.030493,29.1,24.7
Oak Street Weather Station,2021-08-12 03:00:00.631280,28.5,23.8
Oak Street Weather Station,2021-10-26 20:59:59.238460,11.6,8.6
Foster Weather Station,2021-08-03 20:59:59.527311,22.56,
Foster Weather Station,2021-06-10 03:00:00.723395,13.5,
63rd Street Weather Station,2021-05-20 18:59:59.658565,28.2,20.6
63rd Street Weather Station,2021-06-05 06:59:59.720734,22.8,18.2
63rd Street Weather Station,2021-05-24 10:00:00.882369,16.8,15.7
Foster Weather Station,2021-10-27 08:00:00.481121,9.5,
Foster Weather Station,2021-08-05 01:59:59.738733,23.17,
Oak Street Weather Station,2021-05-19 00:59:59.861693,18.9,16.1
63rd Street Weather Station,2021-10-16 22:59:59.758804,11.3,7.3
Oak Street Weather Station,2021-11-26 06:59:59.928739,-5.6,-7.5
63rd Street Weather Station,2021-09-11 16:00:00.313204,30.0,23.4
Oak Street Weather Station,2021-08-14 02:00:00.415126,22.8,19.1
63rd Street Weather Station,2021-06-13 01:00:00.041976,22.9,21.6
Foster Weather Station,2021-09-15 01:00:00.276318,19.56,
63rd Street Weather Station,2021-06-10 12:00:00.195744,21.9,21.2
63rd Street Weather Station,2021-10-30 03:59:59.393421,13.3,12.2
Foster Weather Station,2021-11-27 04:00:00.206839,-0.17,
63rd Street Weather Station,2021-06-30 21:59:59.906987,23.2,22.3
63rd Street Weather Station,2021-07-08 12:59:59.617013,18.2,16.9
63rd Street Weather Station,2021-08-24 07:00:00.306397,25.3,23.5
Foster Weather Station,2021-10-08 00:00:00.154650,19.56,
Foster Weather Station,2021-09-15 05:00:00.622344,17.28,
63rd Street Weather Station,2021-09-26 08:59:59.392366,17.7,11.9
Foster Weather Station,2021-09-16 03:59:59.206994,20.0,
Oak Street Weather Station,2021-06-11 20:00:00.898059,25.9,22.1
63rd Street Weather Station,2021-09-21 21:59:59.274741,19.5,15.6
Foster Weather Station,2021-06-25 13:59:59.346795,23.39,
Foster Weather Station,2021-06-21 11:59:59.400037,20.28,
63rd Street Weather Station,2021-12-05 01:59:59.773093,5.0,1.6
63rd Street Weather Station,2021-12-04 07:59:59.355220,1.5,0.6
Foster Weather Station,2021-07-06 20:59:59.462122,28.78,
63rd Street Weather Station,2021-07-09 00:00:00.029297,18.1,14.6
Foster Weather Station,2021-08-20 16:00:00.030852,26.5,
Oak Street Weather Station,2021-06-05 10:59:59.236046,28.2,20.4
Oak Street Weather Station,2021-08-23 19:00:00.843744,29.7,23.4
Foster Weather Station,2021-11-26 04:00:00.534400,-6.78,
63rd Street Weather Station,2021-08-23 03:59:59.219718,21.6,20.8
Foster Weather Station,2021-11-01 15:00:00.716816,8.5,
63rd Street Weather Station,2021-11-23 10:00:00.095605,1.9,-1.9
63rd Street Weather Station,2021-08-06 01:00:00.275199,24.6,18.8
Oak Street Weather Station,2021-07-08 03:00:00.620944,18.6,17.6
Oak Street Weather Station,2021-06-14 19:59:59.704601,20.9,15.8
Foster Weather Station,2021-05-30 18:59:59.796416,9.17,
Oak Street Weather Station,2021-05-23 12:00:00.517051,25.5,20.9
Foster Weather Station,2021-09-06 01:00:00.379467,22.89,
Oak Street Weather Station,2021-11-02 14:00:00.541264,8.0,3.2
Oak Street Weather Station,2021-05-25 10:00:00.160187,27.4,20.0
Oak Street Weather Station,2021-11-12 21:00:00.637204,3.1,1.8
Oak Street Weather Station,2021-06-26 23:59:59.690201,24.1,22.3
Oak Street Weather Station,2021-10-08 01:59:59.675970,19.7,18.6
Oak Street Weather Station,2021-10-30 04:59:59.911703,13.3,11.7
Foster Weather Station,2021-07-11 02:59:59.676699,19.56,
63rd Street Weather Station,2021-09-25 00:00:00.766967,15.6,14.7
Oak Street Weather Station,2021-11-25 22:59:59.970305,-2.3,-4.8
Foster Weather Station,2021-11-20 15:00:00.114746,9.56,
Oak Street Weather Station,2021-10-17 19:59:59.935798,17.1,9.7
63rd Street Weather Station,2021-12-07 21:59:59.544860,-3.8,-6.5
Foster Weather Station,2021-12-08 22:00:00.826321,-0.56,
Oak Street Weather Station,2021-08-03 13:59:59.126656,23.8,18.2
Foster Weather Station,2021-11-26 08:59:59.355808,-6.17,
Foster Weather Station,2021-07-11 08:00:00.782184,19.89,
63rd Street Weather Station,2021-11-05 10:59:59.931514,8.9,4.7
Foster Weather Station,2021-07-18 22:59:59.738107,20.56,
63rd Street Weather Station,2021-11-29 09:00:00.644684,1.7,-1.6
63rd Street Weather Station,2021-11-28 07:59:59.887751,0.4,-1.2
63rd Street Weather Station,2021-06-22 06:59:59.276560,15.0,12.9
63rd Street Weather Station,2021-06-02 17:00:00.578117,17.2,15.1
63rd Street Weather Station,2021-10-10 06:59:59.831784,22.6,19.9
63rd Street Weather Station,2021-05-23 21:59:59.714545,13.6,13.3
63rd Street Weather Station,2021-08-17 17:59:59.776146,24.1,22.6
Foster Weather Station,2021-05-31 19:00:00.868772,13.67,
63rd Street Weather Station,2021-12-07 20:00:00.496493,-4.1,-6.6
Foster Weather Station,2021-10-08 19:59:59.404797,18.67,
Foster Weather Station,2021-08-27 11:59:59.351145,25.28,
Foster Weather Station,2021-11-08 00:59:59.663909,12.28,
Foster Weather Station,2021-07-16 09:59:59.116385,20.0,
Foster Weather Station,2021-11-16 22:00:00.265965,11.78,
63rd Street Weather Station,2021-07-18 23:00:00.887362,21.6,20.6
Foster Weather Station,2021-11-10 02:00:00.789620,11.0,
63rd Street Weather Station,2021-12-04 13:00:00.784907,6.5,0.5
Foster Weather Station,2021-11-21 05:59:59.320182,5.67,
63rd Street Weather Station,2021-11-22 16:00:00.819937,2.4,-2.3
63rd Street Weather Station,2021-05-20 13:00:00.326547,27.4,20.9
Oak Street Weather Station,2021-09-28 16:59:59.180221,18.6,15.7
63rd Street Weather Station,2021-07-07 20:00:00.129401,21.9,21.3
Foster Weather Station,2021-06-11 05:59:59.736439,15.17,
Foster Weather Station,2021-05-27 05:00:00.414890,7.5,
63rd Street Weather Station,2021-11-19 10:59:59.371791,2.6,-0.7
Oak Street Weather Station,2021-06-04 16:59:59.689529,32.0,18.1
Oak Street Weather Station,2021-06-18 06:59:59.175974,19.3,18.2
63rd Street Weather Station,2021-08-24 09:59:59.490553,29.2,24.5
Foster Weather Station,2021-10-10 16:00:00.036535,26.39,
Oak Street Weather Station,2021-08-27 17:00:00.516072,28.5,24.6
63rd Street Weather Station,2021-11-13 09:00:00.706468,4.1,2.7
Oak Street Weather Station,2021-09-19 12:59:59.213945,22.9,20.3
Oak Street Weather Station,2021-10-13 06:59:59.220804,17.5,15.3
Foster Weather Station,2021-06-21 10:59:59.461672,19.5,
63rd Street Weather Station,2021-09-22 20:00:00.316831,17.1,13.6
Foster Weather Station,2021-06-27 06:00:00.849341,23.17,
Oak Street Weather Station,2021-06-02 02:00:00.107169,19.2,13.1
63rd Street Weather Station,2021-06-08 17:59:59.628355,22.2,21.6
Foster Weather Station,2021-10-12 09:00:00.498791,17.0,
Oak Street Weather Station,2021-11-18 02:59:59.883204,4.2,0.6
Oak Street Weather Station,2021-12-12 17:59:59.290509,7.6,3.9
63rd Street Weather Station,2021-10-16 05:00:00.709758,8.9,6.4
Foster Weather Station,2021-08-09 12:59:59.535149,25.67,
Oak Street Weather Station,2021-07-27 06:00:00.862825,26.1,20.2
Oak Street Weather Station,2021-11-27 10:59:59.372859,3.7,0.9
Oak Street Weather Station,2021-10-01 09:00:00.563797,21.1,16.2
Foster Weather Station,2021-09-21 08:59:59.426542,17.0,
Foster Weather Station,2021-06-13 17:00:00.343286,24.17,
63rd Street Weather Station,2021-09-13 09:59:59.637549,24.3,21.2
Oak Street Weather Station,2021-05-21 13:00:00.881578,29.1,19.3
Foster Weather Station,2021-11-21 20:00:00.222356,3.39,
Foster Weather Station,2021-11-04 14:00:00.548743,8.0,
63rd Street Weather Station,2021-09-17 00:59:59.470766,21.3,16.7
Foster Weather Station,2021-07-09 12:59:59.394365,18.67,
Oak Street Weather Station,2021-05-23 03:00:00.822847,23.6,20.1
Foster Weather Station,2021-10-25 21:59:59.410194,12.0,
Foster Weather Station,2021-11-02 09:59:59.898469,4.28,
63rd Street Weather Station,2021-12-08 19:00:00.528303,0.7,-1.4
Foster Weather Station,2021-07-05 14:00:00.275298,32.06,
Oak Street Weather Station,2021-07-07 08:00:00.459574,27.1,22.4
63rd Street Weather Station,2021-08-19 23:00:00.770861,24.8,24.2
Foster Weather Station,2021-08-16 22:00:00.066642,21.39,
63rd Street Weather Station,2021-09-14 00:00:00.210276,24.9,20.3
Oak Street Weather Station,2021-11-26 17:59:59.877537,-0.1,-3.5
Foster Weather Station,2021-07-31 22:59:59.855092,23.17,
Foster Weather Station,2021-09-01 22:00:00.402897,21.67,
Oak Street Weather Station,2021-07-28 21:00:00.870844,29.7,25.4
63rd Street Weather Station,2021-09-15 21:59:59.902692,21.5,17.0
63rd Street Weather Station,2021-06-06 10:00:00.787824,28.2,20.6
63rd Street Weather Station,2021-06-12 21:59:59.179105,23.5,22.6
63rd Street Weather Station,2021-07-01 11:59:59.648696,20.0,18.9
63rd Street Weather Station,2021-11-20 22:00:00.065725,6.9,4.3
63rd Street Weather Station,2021-07-16 13:59:59.530144,20.8,20.3
Foster Weather Station,2021-12-08 21:00:00.299702,-0.28,
Oak Street Weather Station,2021-06-16 07:59:59.972946,17.9,14.4
63rd Street Weather Station,2021-10-30 02:00:00.415023,13.2,12.4
63rd Street Weather Station,2021-06-28 14:00:00.143412,19.8,19.6
63rd Street Weather Station,2021-08-26 22:00:00.535656,27.0,24.6
Oak Street Weather Station,2021-05-18 19:00:00.689733,19.8,17.4
Foster Weather Station,2021-07-13 11:59:59.157561,21.89,
Oak Street Weather Station,2021-08-01 10:00:00.041169,21.4,18.5
Oak Street Weather Station,2021-07-17 22:59:59.724877,21.1,18.8
Oak Street Weather Station,2021-09-04 11:00:00.043774,22.3,18.4
Foster Weather Station,2021-08-06 02:59:59.156635,24.0,
Foster Weather Station,2021-08-09 00:59:59.433283,22.89,
Oak Street Weather Station,2021-11-22 14:59:59.357296,2.8,-2.1
Foster Weather Station,2021-05-31 09:59:59.947166,12.17,
Oak Street Weather Station,2021-11-13 10:00:00.572288,4.0,2.4
Oak Street Weather Station,2021-12-17 05:59:59.855991,-0.4,-2.7
63rd Street Weather Station,2021-08-30 03:00:00.372844,24.3,20.3
Foster Weather Station,2021-11-04 12:00:00.323963,6.17,
Oak Street Weather Station,2021-11-19 22:00:00.075439,3.8,0.7
Foster Weather Station,2021-07-22 01:00:00.000816,19.67,
Oak Street Weather Station,2021-12-11 00:59:59.522235,14.8,13.0
63rd Street Weather Station,2021-06-10 07:00:00.325724,20.7,20.1
Oak Street Weather Station,2021-09-12 22:59:59.912534,21.4,20.1
63rd Street Weather Station,2021-11-04 09:59:59.672703,5.1,1.6
Foster Weather Station,2021-07-28 15:59:59.586442,26.39,
Oak Street Weather Station,2021-10-06 00:59:59.234225,19.2,18.1
63rd Street Weather Station,2021-05-23 19:59:59.757884,13.4,13.2
63rd Street Weather Station,2021-06-18 00:00:00.385108,27.6,19.3
Oak Street Weather Station,2021-06-14 16:00:00.267371,22.0,17.1
63rd Street Weather Station,2021-10-09 13:59:59.818317,21.6,20.1
Oak Street Weather Station,2021-09-10 07:00:00.589926,19.7,14.8
63rd Street Weather Station,2021-07-28 17:59:59.806066,31.4,25.9
Oak Street Weather Station,2021-12-03 16:00:00.275735,7.0,5.6
Foster Weather Station,2021-06-02 20:59:59.809091,14.78,
63rd Street Weather Station,2021-05-29 14:59:59.355213,12.0,8.8
Foster Weather Station,2021-07-23 22:00:00.627344,23.56,
Oak Street Weather Station,2021-08-13 18:59:59.362030,23.8,18.6
Oak Street Weather Station,2021-05-23 09:00:00.687638,23.7,20.4
63rd Street Weather Station,2021-08-03 18:59:59.108971,24.0,18.6
Foster Weather Station,2021-05-24 07:59:59.360839,8.67,
63rd Street Weather Station,2021-05-28 11:00:00.173273,8.9,7.7
Oak Street Weather Station,2021-10-09 00:59:59.889046,20.0,17.8
Oak Street Weather Station,2021-10-05 06:59:59.563028,18.9,17.4
Foster Weather Station,2021-12-15 09:59:59.202409,15.17,
Foster Weather Station,2021-09-07 17:00:00.074180,22.67,
Foster Weather Station,2021-08-28 15:00:00.745898,33.39,
Oak Street Weather Station,2021-12-01 21:59:59.747577,10.0,8.0
Foster Weather Station,2021-11-18 21:59:59.909697,0.39,
63rd Street Weather Station,2021-07-24 03:00:00.299504,26.2,23.5
Foster Weather Station,2021-09-30 03:59:59.809813,17.39,
Oak Street Weather Station,2021-07-03 19:00:00.712730,29.8,21.1
Oak Street Weather Station,2021-11-24 11:59:59.749928,9.8,5.2
63rd Street Weather Station,2021-08-21 22:00:00.217923,26.5,24.2
Foster Weather Station,2021-10-28 00:00:00.080334,10.5,
Oak Street Weather Station,2021-12-12 12:00:00.341811,8.2,2.9
Foster Weather Station,2021-06-06 00:00:00.768402,21.89,
Oak Street Weather Station,2021-06-12 13:59:59.256526,23.1,21.5
Foster Weather Station,2021-11-29 16:59:59.414043,4.89,
Oak Street Weather Station,2021-12-05 13:00:00.100923,2.6,1.6
Oak Street Weather Station,2021-10-04 04:59:59.335335,19.2,17.8
63rd Street Weather Station,2021-07-10 17:00:00.356919,21.7,20.3
63rd Street Weather Station,2021-06-02 19:00:00.718844,16.2,14.6
Foster Weather Station,2021-06-13 04:59:59.265384,21.17,
Oak Street Weather Station,2021-07-20 17:00:00.406356,24.4,22.0
Oak Street Weather Station,2021-10-21 23:00:00.501269,11.1,8.4
63rd Street Weather Station,2021-10-12 00:59:59.232055,17.3,17.0
Foster Weather Station,2021-08-10 03:59:59.530705,23.5,
63rd Street Weather Station,2021-11-27 09:00:00.233412,1.5,-0.5
Oak Street Weather Station,2021-05-25 14:00:00.094569,29.4,20.1
63rd Street Weather Station,2021-05-28 05:59:59.836041,7.6,6.8
Oak Street Weather Station,2021-06-22 01:00:00.803110,16.2,12.2
Oak Street Weather Station,2021-09-14 17:59:59.244364,27.4,19.7
63rd Street Weather Station,2021-06-08 03:59:59.640187,21.8,21.5
Foster Weather Station,2021-12-10 07:59:59.961789,5.0,
Oak Street Weather Station,2021-11-24 04:00:00.346085,5.2,1.4
Foster Weather Station,2021-11-02 17:59:59.412877,6.89,
Oak Street Weather Station,2021-05-27 11:59:59.449965,11.7,9.1
63rd Street Weather Station,2021-09-15 08:00:00.296203,18.6,16.0
Oak Street Weather Station,2021-09-19 15:00:00.300698,24.0,20.8
Oak Street Weather Station,2021-11-27 15:59:59.601478,5.8,3.2
Oak Street Weather Station,2021-05-29 07:59:59.754011,10.1,6.8
Oak Street Weather Station,2021-11-10 05:00:00.343141,11.4,8.9
Oak Street Weather Station,2021-07-06 18:00:00.063250,31.3,23.0
Foster Weather Station,2021-11-19 04:59:59.107339,-1.0,
Foster Weather Station,2021-06-13 03:00:00.802421,22.56,
Foster Weather Station,2021-10-28 23:59:59.684470,12.78,
Foster Weather Station,2021-12-08 02:00:00.400904,-4.28,
Oak Street Weather Station,2021-09-30 13:00:00.840375,19.8,16.6
Oak Street Weather Station,2021-08-13 21:59:59.946702,24.7,17.7
Oak Street Weather Station,2021-11-07 03:00:00.516674,10.1,7.0
63rd Street Weather Station,2021-11-02 16:59:59.397803,7.8,3.0
Oak Street Weather Station,2021-11-23 10:59:59.341973,4.2,-0.7
Oak Street Weather Station,2021-10-10 05:00:00.586661,23.8,19.8
Oak Street Weather Station,2021-08-11 18:00:00.694077,31.1,25.0
Foster Weather Station,2021-10-03 15:59:59.168100,20.89,
Oak Street Weather Station,2021-11-10 11:59:59.325152,12.2,9.8
Foster Weather Station,2021-11-13 20:00:00.837775,2.5,
63rd Street Weather Station,2021-10-25 16:00:00.445817,12.0,10.0
63rd Street Weather Station,2021-09-21 11:00:00.249071,18.9,17.0
Foster Weather Station,2021-10-16 18:00:00.800710,13.78,
Oak Street Weather Station,2021-08-16 22:59:59.325923,22.6,18.7
Oak Street Weather Station,2021-09-19 10:00:00.897632,22.8,19.3
Oak Street Weather Station,2021-11-21 06:59:59.716371,7.7,5.3
Foster Weather Station,2021-11-04 03:59:59.918784,1.39,
Foster Weather Station,2021-10-12 19:00:00.873009,16.89,
63rd Street Weather Station,2021-07-29 23:00:00.670630,22.9,20.4
Foster Weather Station,2021-10-23 00:59:59.886604,8.78,
63rd Street Weather Station,2021-07-07 11:00:00.403327,29.2,23.7
63rd Street Weather Station,2021-06-08 14:59:59.172992,23.2,22.2
Oak Street Weather Station,2021-05-23 01:00:00.349468,25.0,20.3
63rd Street Weather Station,2021-10-20 19:00:00.030146,21.2,15.3
Oak Street Weather Station,2021-09-24 02:00:00.450498,15.7,10.9
Oak Street Weather Station,2021-11-13 08:59:59.163732,4.2,2.6
Foster Weather Station,2021-10-09 02:59:59.707248,18.06,
Foster Weather Station,2021-10-13 20:00:00.538914,19.39,
Oak Street Weather Station,2021-11-18 16:59:59.710506,2.1,-1.1
Foster Weather Station,2021-10-09 22:00:00.102452,20.78,
Foster Weather Station,2021-11-10 16:59:59.743696,12.39,
Oak Street Weather Station,2021-11-20 17:59:59.401028,10.3,5.6
63rd Street Weather Station,2021-12-12 09:00:00.545343,3.5,0.7
Oak Street Weather Station,2021-11-17 11:00:00.511095,17.0,15.0
Oak Street Weather Station,2021-11-18 01:00:00.590169,5.6,1.8
Foster Weather Station,2021-05-28 14:00:00.664744,3.17,
Foster Weather Station,2021-08-24 20:59:59.227374,22.56,
63rd Street Weather Station,2021-08-27 21:59:59.729796,29.1,25.8
Oak Street Weather Station,2021-09-07 08:00:00.698986,23.9,19.6
63rd Street Weather Station,2021-11-06 20:00:00.843334,12.3,7.9
Oak Street Weather Station,2021-06-30 21:59:59.459006,22.1,20.5
63rd Street Weather Station,2021-09-15 02:59:59.330087,20.0,16.4
Oak Street Weather Station,2021-10-04 21:00:00.085084,18.9,17.5
63rd Street Weather Station,2021-08-05 05:00:00.408116,20.8,18.3
Foster Weather Station,2021-06-10 14:00:00.483184,15.56,
63rd Street Weather Station,2021-08-04 18:59:59.206468,24.3,20.2
Foster Weather Station,2021-07-03 08:00:00.404198,19.67,
Foster Weather Station,2021-12-16 13:00:00.116220,4.06,
Oak Street Weather Station,2021-10-14 18:59:59.810511,19.8,14.3
Foster Weather Station,2021-10-03 19:00:00.716761,21.0,
63rd Street Weather Station,2021-09-26 16:59:59.626099,27.5,16.3
Foster Weather Station,2021-08-28 05:00:00.850498,25.56,
Oak Street Weather Station,2021-08-13 12:00:00.491555,22.1,18.2
63rd Street Weather Station,2021-10-13 16:00:00.456827,17.3,16.5
63rd Street Weather Station,2021-12-08 05:00:00.543121,-2.8,-4.3
Oak Street Weather Station,2021-09-10 20:59:59.992143,24.4,16.9
Foster Weather Station,2021-12-14 09:00:00.059905,4.67,
Foster Weather Station,2021-08-22 21:59:59.964109,22.0,
Oak Street Weather Station,2021-06-28 01:59:59.311733,20.4,17.8
Oak Street Weather Station,2021-10-26 04:59:59.947364,11.6,8.2
Foster Weather Station,2021-10-31 16:59:59.364904,11.06,
Oak Street Weather Station,2021-11-07 01:00:00.830457,11.1,7.0
63rd Street Weather Station,2021-07-28 00:59:59.503629,26.6,22.7
Foster Weather Station,2021-08-26 23:59:59.766712,26.0,
Foster Weather Station,2021-05-31 04:00:00.368145,9.28,
Oak Street Weather Station,2021-11-21 16:59:59.846619,10.4,4.4
Foster Weather Station,2021-09-29 03:59:59.574649,16.78,
Oak Street Weather Station,2021-05-20 13:59:59.681498,28.0,19.9
Foster Weather Station,2021-10-20 03:00:00.029885,14.5,
Foster Weather Station,2021-10-27 01:59:59.532560,11.06,
63rd Street Weather Station,2021-05-23 04:59:59.998013,22.4,20.3
63rd Street Weather Station,2021-08-04 07:00:00.826360,20.1,16.9
Oak Street Weather Station,2021-11-16 23:00:00.764417,14.1,12.1
63rd Street Weather Station,2021-06-21 21:00:00.858904,17.3,14.7
63rd Street Weather Station,2021-06-30 23:00:00.637786,23.0,21.3
Foster Weather Station,2021-11-28 07:00:00.350481,-0.5,
63rd Street Weather Station,2021-07-14 19:59:59.605903,27.0,23.5
63rd Street Weather Station,2021-12-02 02:00:00.099620,11.3,7.8
Oak Street Weather Station,2021-11-14 23:00:00.440960,2.4,0.0
Foster Weather Station,2021-10-15 17:59:59.277328,15.17,
Foster Weather Station,2021-11-21 19:00:00.126384,5.06,
Foster Weather Station,2021-12-09 10:00:00.092923,2.67,
Foster Weather Station,2021-08-22 11:00:00.669582,21.78,
63rd Street Weather Station,2021-07-24 12:59:59.299095,31.4,25.6
63rd Street Weather Station,2021-06-04 17:59:59.948514,31.4,18.6
