Station Name,Measurement Timestamp,Air Temperature,Wet Bulb Temperature
Oak Street Weather Station,2021-09-17 17:00:00.524074,30.5,20.0
Foster Weather Station,2021-06-04 23:00:00.694533,20.56,
Foster Weather Station,2021-07-29 14:59:59.668942,24.56,
63rd Street Weather Station,2021-10-26 21:00:00.164209,11.4,9.0
Oak Street Weather Station,2021-06-02 06:59:59.937376,15.3,13.2
Oak Street Weather Station,2021-09-06 08:59:59.678491,21.8,18.2
Foster Weather Station,2021-10-30 22:59:59.886329,10.39,
Foster Weather Station,2021-08-25 15:59:59.457054,27.67,
Oak Street Weather Station,2021-08-06 01:59:59.362146,25.2,19.0
Foster Weather Station,2021-07-13 22:59:59.888239,23.89,
Foster Weather Station,2021-06-20 09:59:59.682738,20.56,
63rd Street Weather Station,2021-06-17 11:59:59.437659,27.6,17.1
Oak Street Weather Station,2021-11-07 05:59:59.772025,10.2,7.3
Oak Street Weather Station,2021-09-28 13:59:59.520583,19.0,16.2
Foster Weather Station,2021-10-04 21:00:00.353446,18.28,
Oak Street Weather Station,2021-10-10 08:59:59.580382,23.1,19.5
Foster Weather Station,2021-07-17 00:59:59.922822,20.06,
Oak Street Weather Station,2021-08-05 20:59:59.727894,26.6,18.4
Foster Weather Station,2021-06-05 18:00:00.476086,25.0,
Oak Street Weather Station,2021-10-11 09:00:00.527594,23.2,20.0
Oak Street Weather Station,2021-10-21 02:59:59.310372,17.4,14.5
Foster Weather Station,2021-10-17 01:00:00.098084,10.39,
Foster Weather Station,2021-06-12 21:59:59.915834,16.5,
63rd Street Weather Station,2021-06-24 12:59:59.285871,20.7,19.7
Oak Street Weather Station,2021-05-17 18:00:00.699605,16.0,13.5
63rd Street Weather Station,2021-09-11 22:00:00.340082,27.1,21.8
Foster Weather Station,2021-06-19 06:59:59.405818,23.0,
63rd Street Weather Station,2021-10-02 10:59:59.117360,23.8,20.6
Oak Street Weather Station,2021-08-24 09:00:00.178175,28.8,24.0
Oak Street Weather Station,2021-06-30 13:00:00.583950,22.6,21.3
63rd Street Weather Station,2021-08-02 15:59:59.499655,22.0,17.3
Foster Weather Station,2021-07-10 23:00:00.250973,20.28,
63rd Street Weather Station,2021-09-30 15:59:59.761068,21.1,18.8
Foster Weather Station,2021-11-03 08:59:59.446118,2.78,
63rd Street Weather Station,2021-10-12 14:59:59.833590,18.9,16.9
Foster Weather Station,2021-09-30 08:59:59.617257,18.5,
63rd Street Weather Station,2021-05-22 16:00:00.298639,29.9,21.0
63rd Street Weather Station,2021-06-23 19:59:59.361636,25.0,17.7
63rd Street Weather Station,2021-05-25 15:59:59.862287,29.2,20.8
Oak Street Weather Station,2021-12-05 09:00:00.577133,4.1,0.2
Oak Street Weather Station,2021-08-31 23:00:00.409787,24.5,20.3
Oak Street Weather Station,2021-06-13 06:00:00.885053,21.7,19.8
Oak Street Weather Station,2021-05-18 16:59:59.317595,21.3,17.2
Foster Weather Station,2021-07-02 21:59:59.946779,17.39,
Oak Street Weather Station,2021-09-27 08:59:59.314812,22.8,17.2
Foster Weather Station,2021-06-08 15:59:59.134820,17.0,
Oak Street Weather Station,2021-07-12 22:00:00.466322,20.9,20.0
Foster Weather Station,2021-10-06 23:00:00.829167,19.0,
Oak Street Weather Station,2021-08-14 05:59:59.257354,21.7,18.1
63rd Street Weather Station,2021-12-06 17:00:00.758886,-2.7,-5.9
Oak Street Weather Station,2021-07-29 07:59:59.885706,27.0,21.9
Oak Street Weather Station,2021-09-02 17:59:59.931227,22.6,17.5
Foster Weather Station,2021-05-24 18:00:00.214784,16.28,
Foster Weather Station,2021-07-02 02:59:59.304519,17.17,
Foster Weather Station,2021-09-21 18:00:00.180844,17.89,
Oak Street Weather Station,2021-06-20 15:59:59.843618,21.8,20.5
Oak Street Weather Station,2021-12-16 09:59:59.183064,5.4,2.7
63rd Street Weather Station,2021-07-17 20:00:00.040918,20.9,19.5
Foster Weather Station,2021-08-01 08:00:00.886569,21.06,
63rd Street Weather Station,2021-06-25 20:59:59.788709,22.8,22.1
Oak Street Weather Station,2021-10-21 17:00:00.231044,13.2,10.6
Oak Street Weather Station,2021-09-11 01:59:59.376345,22.9,17.0
63rd Street Weather Station,2021-06-08 23:00:00.661609,21.0,20.8
Oak Street Weather Station,2021-11-07 17:00:00.278030,17.5,12.0
Oak Street Weather Station,2021-05-30 02:00:00.472719,11.4,8.4
Foster Weather Station,2021-06-12 02:00:00.344379,15.28,
63rd Street Weather Station,2021-08-01 01:00:00.372205,22.6,19.7
63rd Street Weather Station,2021-10-10 19:00:00.314706,21.5,19.9
Oak Street Weather Station,2021-08-20 10:59:59.494043,26.6,23.2
Oak Street Weather Station,2021-08-20 00:00:00.733412,25.1,22.9
63rd Street Weather Station,2021-07-10 05:59:59.896767,19.8,18.0
Oak Street Weather Station,2021-12-05 15:59:59.272868,4.5,3.7
Foster Weather Station,2021-09-08 02:59:59.833144,18.78,
63rd Street Weather Station,2021-09-08 03:00:00.433032,18.4,15.7
Foster Weather Station,2021-11-17 02:59:59.195755,15.06,
Oak Street Weather Station,2021-07-14 11:59:59.444093,28.5,22.1
Foster Weather Station,2021-10-07 08:59:59.202896,18.89,
Oak Street Weather Station,2021-08-01 15:00:00.148424,21.3,17.7
Foster Weather Station,2021-06-06 22:00:00.419436,21.0,
Oak Street Weather Station,2021-07-28 09:59:59.917229,30.0,23.9
63rd Street Weather Station,2021-09-28 03:59:59.791992,18.2,17.3
63rd Street Weather Station,2021-11-19 06:00:00.379386,-1.0,-3.0
Oak Street Weather Station,2021-11-27 16:59:59.515345,5.9,3.4
Foster Weather Station,2021-08-10 23:59:59.810330,22.5,
63rd Street Weather Station,2021-12-02 17:00:00.128346,11.7,5.0
Foster Weather Station,2021-09-03 04:00:00.188316,21.39,
63rd Street Weather Station,2021-10-20 02:59:59.337198,14.1,11.0
Oak Street Weather Station,2021-08-09 08:00:00.089484,24.0,21.2
Oak Street Weather Station,2021-06-13 21:59:59.910689,25.8,15.7
Oak Street Weather Station,2021-06-21 19:00:00.877021,18.0,14.2
63rd Street Weather Station,2021-08-05 12:00:00.378228,27.7,18.3
Oak Street Weather Station,2021-12-10 11:00:00.741280,6.2,4.8
63rd Street Weather Station,2021-08-11 11:59:59.849482,24.4,20.8
Oak Street Weather Station,2021-11-23 06:59:59.636262,0.1,-3.1
63rd Street Weather Station,2021-08-10 08:59:59.608765,27.7,25.6
Foster Weather Station,2021-12-15 14:59:59.598646,17.17,
Oak Street Weather Station,2021-12-13 12:59:59.979810,8.9,4.6
Foster Weather Station,2021-11-26 00:59:59.329983,-5.17,
Foster Weather Station,2021-10-23 20:00:00.382139,10.06,
Foster Weather Station,2021-11-27 22:00:00.793672,1.5,
63rd Street Weather Station,2021-09-30 11:00:00.114341,19.8,16.4
Oak Street Weather Station,2021-07-31 21:00:00.711427,24.9,19.3
Oak Street Weather Station,2021-09-25 12:59:59.239744,19.8,11.3
Foster Weather Station,2021-10-07 20:00:00.397850,19.5,
63rd Street Weather Station,2021-09-03 17:59:59.839126,22.6,18.9
Foster Weather Station,2021-05-19 03:59:59.235676,11.39,
63rd Street Weather Station,2021-09-15 00:00:00.337564,20.6,16.6
Oak Street Weather Station,2021-11-23 16:00:00.381288,6.2,0.8
63rd Street Weather Station,2021-09-13 04:00:00.731463,21.6,21.6
Foster Weather Station,2021-09-16 16:00:00.120788,24.17,
Oak Street Weather Station,2021-07-11 03:00:00.703830,20.6,19.2
Foster Weather Station,2021-06-27 13:59:59.279236,27.28,
Foster Weather Station,2021-08-22 20:59:59.961306,22.0,
Oak Street Weather Station,2021-08-21 09:00:00.364714,27.0,23.4
63rd Street Weather Station,2021-10-19 10:59:59.747002,19.7,14.2
Oak Street Weather Station,2021-10-04 12:00:00.635039,19.9,18.2
Oak Street Weather Station,2021-08-03 20:00:00.741434,23.6,18.4
Foster Weather Station,2021-10-22 12:00:00.617892,10.28,
Oak Street Weather Station,2021-05-23 10:00:00.673805,24.9,20.7
Oak Street Weather Station,2021-10-13 03:59:59.435380,16.8,14.8
Foster Weather Station,2021-11-22 00:59:59.213766,-1.17,
Oak Street Weather Station,2021-08-24 02:59:59.207420,27.1,24.1
63rd Street Weather Station,2021-09-21 07:59:59.651295,19.9,19.7
Oak Street Weather Station,2021-11-15 10:00:00.268356,2.0,-0.6
63rd Street Weather Station,2021-10-29 11:59:59.471890,13.4,12.8
Foster Weather Station,2021-07-29 21:00:00.353318,21.89,
Foster Weather Station,2021-11-05 01:00:00.642848,4.17,
Foster Weather Station,2021-07-13 03:59:59.832964,20.39,
Foster Weather Station,2021-06-18 23:59:59.402918,26.67,
63rd Street Weather Station,2021-08-09 14:00:00.699133,27.3,23.2
Oak Street Weather Station,2021-08-12 08:00:00.895028,24.3,20.5
Oak Street Weather Station,2021-11-28 06:59:59.354987,0.6,-1.5
Oak Street Weather Station,2021-12-14 12:59:59.807792,8.7,5.7
63rd Street Weather Station,2021-07-02 08:59:59.451287,18.4,17.0
Oak Street Weather Station,2021-09-23 20:59:59.684667,17.6,11.6
63rd Street Weather Station,2021-06-30 17:59:59.255793,24.8,22.8
63rd Street Weather Station,2021-06-19 12:59:59.294786,28.1,22.7
Foster Weather Station,2021-12-05 03:59:59.257989,4.67,
63rd Street Weather Station,2021-12-11 09:00:00.422515,2.5,1.1
Oak Street Weather Station,2021-11-05 20:00:00.807890,10.0,5.3
Foster Weather Station,2021-11-25 04:59:59.244245,8.39,
Oak Street Weather Station,2021-10-06 06:00:00.456003,18.5,17.3
Foster Weather Station,2021-10-05 06:00:00.825392,18.28,
Foster Weather Station,2021-06-18 10:00:00.698243,25.78,
63rd Street Weather Station,2021-08-03 09:59:59.749276,23.2,18.0
63rd Street Weather Station,2021-12-08 15:59:59.909788,0.4,-1.5
Oak Street Weather Station,2021-10-31 02:59:59.480157,10.1,8.1
Foster Weather Station,2021-10-21 06:00:00.307185,12.17,
63rd Street Weather Station,2021-05-31 14:59:59.710272,20.6,13.9
63rd Street Weather Station,2021-07-18 03:00:00.270890,21.2,20.4
Oak Street Weather Station,2021-09-30 15:00:00.127846,20.8,17.0
Oak Street Weather Station,2021-09-06 17:00:00.783839,23.4,17.8
Foster Weather Station,2021-08-01 11:59:59.976496,20.56,
Foster Weather Station,2021-06-14 05:00:00.259072,23.78,
Oak Street Weather Station,2021-06-17 08:00:00.572278,21.3,15.9
Foster Weather Station,2021-07-19 08:59:59.151136,21.39,
63rd Street Weather Station,2021-06-21 12:00:00.168807,21.1,15.7
63rd Street Weather Station,2021-05-22 11:00:00.468528,27.2,20.2
Foster Weather Station,2021-09-01 12:59:59.558951,22.17,
Oak Street Weather Station,2021-06-27 05:59:59.952194,23.7,21.9
Foster Weather Station,2021-07-14 08:59:59.454213,25.17,
63rd Street Weather Station,2021-07-19 13:00:00.533268,22.5,21.6
Foster Weather Station,2021-07-23 00:59:59.353898,25.78,
63rd Street Weather Station,2021-08-18 08:59:59.773035,24.5,23.7
Oak Street Weather Station,2021-06-08 08:59:59.191661,21.2,19.5
Oak Street Weather Station,2021-07-23 12:59:59.551255,26.8,23.7
Oak Street Weather Station,2021-08-09 17:59:59.249348,27.7,24.0
63rd Street Weather Station,2021-06-29 21:59:59.746274,23.7,22.6
63rd Street Weather Station,2021-09-25 13:59:59.611264,19.5,11.4
Foster Weather Station,2021-05-22 00:00:00.503018,13.67,
Oak Street Weather Station,2021-07-04 00:00:00.002687,26.3,20.6
Foster Weather Station,2021-09-14 20:00:00.865659,20.67,
Oak Street Weather Station,2021-08-26 13:59:59.381107,26.7,23.1
63rd Street Weather Station,2021-11-22 20:00:00.875080,0.4,-3.6
Foster Weather Station,2021-09-01 21:00:00.086186,21.78,
Oak Street Weather Station,2021-07-01 11:59:59.606765,19.5,17.7
63rd Street Weather Station,2021-10-13 18:00:00.287356,18.8,17.6
Foster Weather Station,2021-07-18 13:00:00.709886,22.5,
Oak Street Weather Station,2021-07-06 07:00:00.613425,26.9,22.2
63rd Street Weather Station,2021-06-08 19:00:00.588810,21.6,21.6
Oak Street Weather Station,2021-07-26 20:59:59.137578,29.6,19.5
Oak Street Weather Station,2021-05-18 12:00:00.807262,18.9,15.8
63rd Street Weather Station,2021-10-05 17:00:00.695229,19.2,18.7
Oak Street Weather Station,2021-09-27 14:00:00.812419,29.2,19.3
Foster Weather Station,2021-06-07 13:00:00.228966,17.17,
Foster Weather Station,2021-11-30 09:59:59.250248,4.89,
Oak Street Weather Station,2021-12-12 06:59:59.960439,2.6,-0.1
Foster Weather Station,2021-08-17 19:00:00.518305,23.39,
Foster Weather Station,2021-09-16 22:59:59.826988,21.67,
Foster Weather Station,2021-11-03 12:00:00.645492,5.39,
63rd Street Weather Station,2021-10-05 03:00:00.804626,19.4,18.9
63rd Street Weather Station,2021-07-14 17:59:59.721878,27.5,23.2
Foster Weather Station,2021-10-17 13:00:00.576863,17.28,
63rd Street Weather Station,2021-06-21 03:59:59.279987,20.9,20.1
63rd Street Weather Station,2021-08-25 12:00:00.836887,30.9,25.8
Oak Street Weather Station,2021-08-29 00:00:00.152616,29.1,24.0
Oak Street Weather Station,2021-11-23 11:59:59.826939,4.6,-0.7
63rd Street Weather Station,2021-07-22 11:59:59.964785,26.1,22.4
63rd Street Weather Station,2021-05-27 06:59:59.438257,13.1,11.3
Oak Street Weather Station,2021-08-24 05:00:00.005209,26.6,23.9
63rd Street Weather Station,2021-09-20 10:59:59.213814,23.5,22.0
Foster Weather Station,2021-10-18 09:59:59.229784,16.67,
Oak Street Weather Station,2021-08-23 10:59:59.535804,27.6,22.0
63rd Street Weather Station,2021-06-14 23:00:00.247276,21.8,16.7
63rd Street Weather Station,2021-12-17 14:59:59.316294,2.7,1.2
Oak Street Weather Station,2021-11-19 00:59:59.356371,1.2,-2.0
Oak Street Weather Station,2021-10-06 17:00:00.031226,19.2,18.2
Oak Street Weather Station,2021-11-05 15:00:00.514681,10.9,5.4
63rd Street Weather Station,2021-05-25 11:00:00.305143,27.6,20.7
63rd Street Weather Station,2021-07-27 06:00:00.237266,23.7,20.8
Foster Weather Station,2021-12-04 22:59:59.455603,3.39,
Oak Street Weather Station,2021-07-26 16:59:59.150334,30.5,18.1
63rd Street Weather Station,2021-11-08 21:59:59.314563,14.1,11.5
63rd Street Weather Station,2021-09-25 11:00:00.050512,17.5,12.9
63rd Street Weather Station,2021-11-13 11:00:00.684758,4.1,2.7
Foster Weather Station,2021-07-15 18:00:00.778697,20.56,
Foster Weather Station,2021-09-12 02:59:59.946637,23.39,
Oak Street Weather Station,2021-08-04 01:00:00.667584,23.5,17.8
Oak Street Weather Station,2021-08-04 19:00:00.005887,24.6,19.2
Oak Street Weather Station,2021-06-06 01:00:00.828144,26.8,18.6
Oak Street Weather Station,2021-07-19 14:00:00.056903,23.0,20.6
63rd Street Weather Station,2021-08-30 15:59:59.792347,25.1,20.5
Foster Weather Station,2021-06-16 19:59:59.602551,17.67,
Oak Street Weather Station,2021-05-20 15:59:59.927089,28.9,20.0
Foster Weather Station,2021-05-19 14:59:59.414424,15.56,
63rd Street Weather Station,2021-07-01 15:00:00.353311,19.7,18.4
Foster Weather Station,2021-11-05 01:59:59.639105,4.0,
Foster Weather Station,2021-10-28 19:59:59.670836,13.28,
Foster Weather Station,2021-05-23 02:00:00.379456,17.06,
63rd Street Weather Station,2021-10-06 23:59:59.303273,19.6,19.4
Oak Street Weather Station,2021-12-08 01:59:59.726880,-2.8,-5.4
Oak Street Weather Station,2021-09-02 08:00:00.526173,21.7,17.6
63rd Street Weather Station,2021-06-19 18:00:00.634434,22.7,20.8
63rd Street Weather Station,2021-11-28 23:59:59.776123,-0.2,-3.0
63rd Street Weather Station,2021-06-11 21:00:00.835485,24.6,23.1
Oak Street Weather Station,2021-09-23 02:59:59.282005,14.3,10.6
63rd Street Weather Station,2021-08-03 15:59:59.421152,23.8,18.7
63rd Street Weather Station,2021-09-29 13:59:59.637033,20.5,18.3
63rd Street Weather Station,2021-08-05 17:00:00.181433,28.4,19.2
Foster Weather Station,2021-10-15 10:00:00.573691,16.78,
Foster Weather Station,2021-12-05 20:00:00.175639,5.17,
Oak Street Weather Station,2021-06-26 08:59:59.921901,23.1,21.9
63rd Street Weather Station,2021-09-09 10:00:00.762911,19.2,17.1
Foster Weather Station,2021-07-22 12:59:59.320519,23.5,
Oak Street Weather Station,2021-12-08 17:00:00.372315,0.4,-1.8
Foster Weather Station,2021-10-27 12:00:00.552451,10.17,
63rd Street Weather Station,2021-11-21 09:00:00.754627,5.5,4.3
63rd Street Weather Station,2021-11-20 11:00:00.212041,6.0,3.1
Foster Weather Station,2021-08-31 06:00:00.199010,21.06,
63rd Street Weather Station,2021-05-23 12:59:59.181336,25.5,21.2
Foster Weather Station,2021-09-06 17:59:59.754762,22.28,
63rd Street Weather Station,2021-12-16 18:59:59.845184,4.1,0.9
63rd Street Weather Station,2021-08-23 00:59:59.319221,22.8,21.0
Oak Street Weather Station,2021-09-25 07:00:00.819926,12.3,10.4
Foster Weather Station,2021-08-26 20:59:59.845259,25.28,
Foster Weather Station,2021-12-09 01:59:59.570147,-0.28,
63rd Street Weather Station,2021-07-01 19:59:59.601990,18.7,16.1
Foster Weather Station,2021-11-09 17:59:59.419419,11.0,
Oak Street Weather Station,2021-11-04 04:59:59.856197,3.7,0.2
Oak Street Weather Station,2021-10-10 17:00:00.751188,22.6,19.8
Foster Weather Station,2021-07-15 16:00:00.239104,22.5,
Foster Weather Station,2021-09-14 16:00:00.892078,29.06,
63rd Street Weather Station,2021-06-21 23:59:59.765567,16.1,12.6
Foster Weather Station,2021-06-02 02:59:59.709445,9.89,
63rd Street Weather Station,2021-12-17 13:00:00.496568,2.0,0.3
Foster Weather Station,2021-11-11 22:00:00.606779,7.06,
63rd Street Weather Station,2021-08-25 21:59:59.595026,23.3,22.4
Oak Street Weather Station,2021-08-11 09:59:59.634379,28.2,24.7
Foster Weather Station,2021-07-06 05:59:59.757445,25.78,
63rd Street Weather Station,2021-09-12 11:59:59.248468,27.5,21.6
Oak Street Weather Station,2021-09-18 05:00:00.811999,21.8,18.3
Oak Street Weather Station,2021-10-04 13:00:00.144169,19.6,18.2
63rd Street Weather Station,2021-05-30 15:59:59.838237,14.8,11.6
Oak Street Weather Station,2021-06-27 11:59:59.352173,26.9,21.7
Foster Weather Station,2021-10-26 12:00:00.816201,11.5,
Foster Weather Station,2021-06-17 07:59:59.612718,21.0,
63rd Street Weather Station,2021-07-25 09:00:00.190174,26.4,23.9
Oak Street Weather Station,2021-11-30 13:59:59.158050,11.1,5.4
Foster Weather Station,2021-07-23 10:00:00.839877,28.0,
63rd Street Weather Station,2021-11-02 16:00:00.172515,8.5,3.4
63rd Street Weather Station,2021-07-29 22:00:00.025122,22.6,20.8
Oak Street Weather Station,2021-11-11 13:59:59.375861,11.1,8.1
Oak Street Weather Station,2021-05-24 19:00:00.315019,26.7,19.3
63rd Street Weather Station,2021-07-23 17:00:00.138662,25.7,23.3
63rd Street Weather Station,2021-05-24 18:00:00.887372,22.1,18.8
Oak Street Weather Station,2021-08-11 08:00:00.000337,26.9,24.3
63rd Street Weather Station,2021-06-25 11:59:59.671460,22.6,22.0
Foster Weather Station,2021-09-11 13:00:00.600135,27.56,
63rd Street Weather Station,2021-07-10 10:00:00.267257,20.7,18.6
Foster Weather Station,2021-10-07 13:59:59.517002,19.67,
63rd Street Weather Station,2021-09-04 00:59:59.790173,22.0,17.0
Oak Street Weather Station,2021-08-08 14:00:00.501114,31.7,24.2
Foster Weather Station,2021-09-13 14:00:00.641117,22.67,
Oak Street Weather Station,2021-08-12 00:59:59.434914,29.0,25.6
Oak Street Weather Station,2021-07-02 04:59:59.703981,17.9,16.1
63rd Street Weather Station,2021-06-02 07:59:59.977135,15.5,14.4
Foster Weather Station,2021-05-31 15:00:00.671034,14.56,
Foster Weather Station,2021-06-17 14:00:00.501792,23.06,
Oak Street Weather Station,2021-07-20 09:00:00.093774,26.7,20.1
63rd Street Weather Station,2021-12-12 23:59:59.195748,5.2,2.3
Oak Street Weather Station,2021-07-21 22:00:00.884098,20.1,18.3
Oak Street Weather Station,2021-08-13 18:00:00.153016,23.5,18.6
Foster Weather Station,2021-09-09 15:00:00.319810,20.39,
63rd Street Weather Station,2021-12-17 07:59:59.120945,-0.8,-2.8
63rd Street Weather Station,2021-10-25 21:00:00.088803,12.8,9.8
63rd Street Weather Station,2021-10-15 04:00:00.790381,15.3,14.0
63rd Street Weather Station,2021-08-10 19:59:59.478853,25.8,22.9
63rd Street Weather Station,2021-12-13 12:00:00.146451,8.8,4.7
Foster Weather Station,2021-11-06 02:59:59.127060,5.0,
63rd Street Weather Station,2021-10-30 08:59:59.451507,13.1,11.7
Oak Street Weather Station,2021-08-05 06:59:59.892362,24.1,19.2
Foster Weather Station,2021-11-23 22:59:59.953253,3.28,
Oak Street Weather Station,2021-09-13 01:59:59.547002,21.8,20.3
63rd Street Weather Station,2021-11-05 06:00:00.663671,2.6,0.8
Foster Weather Station,2021-09-26 23:59:59.293045,21.78,
Oak Street Weather Station,2021-07-26 04:59:59.883850,24.8,18.6
Oak Street Weather Station,2021-06-12 14:59:59.231442,23.1,22.1
Foster Weather Station,2021-09-08 13:59:59.384223,25.06,
Oak Street Weather Station,2021-08-09 22:00:00.367399,26.4,24.0
Oak Street Weather Station,2021-09-01 19:59:59.402098,22.4,17.9
63rd Street Weather Station,2021-08-01 23:00:00.438615,20.7,17.9
Oak Street Weather Station,2021-09-13 21:00:00.236527,22.4,21.5
Oak Street Weather Station,2021-09-17 14:59:59.416282,30.7,19.7
63rd Street Weather Station,2021-08-04 02:59:59.408472,20.8,16.6
Oak Street Weather Station,2021-10-21 23:59:59.157444,10.6,7.7
Oak Street Weather Station,2021-09-29 16:59:59.716241,20.6,17.4
63rd Street Weather Station,2021-05-29 16:59:59.341099,12.3,7.9
Oak Street Weather Station,2021-06-03 15:59:59.268633,25.8,16.6
Foster Weather Station,2021-05-26 02:00:00.534058,13.89,
63rd Street Weather Station,2021-10-08 02:59:59.509538,19.3,19.2
63rd Street Weather Station,2021-06-17 18:59:59.693829,30.6,19.2
Oak Street Weather Station,2021-06-07 19:59:59.128401,23.6,21.1
Foster Weather Station,2021-09-05 01:00:00.424280,18.17,
Foster Weather Station,2021-11-20 13:00:00.361490,7.67,
63rd Street Weather Station,2021-11-26 20:59:59.357692,-1.4,-3.8
63rd Street Weather Station,2021-05-28 20:00:00.006587,8.9,8.4
Oak Street Weather Station,2021-10-12 16:00:00.138066,17.5,15.5
Oak Street Weather Station,2021-10-12 20:59:59.633684,17.8,15.3
63rd Street Weather Station,2021-08-24 17:00:00.530517,33.7,26.6
63rd Street Weather Station,2021-10-12 15:59:59.931934,17.4,15.8
Oak Street Weather Station,2021-12-02 15:00:00.692475,12.9,5.4
63rd Street Weather Station,2021-11-21 18:59:59.706461,6.1,1.2
Foster Weather Station,2021-10-16 16:59:59.403104,14.78,
Oak Street Weather Station,2021-11-24 00:59:59.367774,4.6,0.9
Foster Weather Station,2021-12-10 10:00:00.476655,5.06,
Oak Street Weather Station,2021-10-27 16:59:59.195460,12.7,9.4
63rd Street Weather Station,2021-07-28 20:59:59.303007,29.5,25.9
Foster Weather Station,2021-06-23 19:59:59.534975,25.0,
Foster Weather Station,2021-11-11 04:00:00.455480,11.89,
Oak Street Weather Station,2021-10-23 05:59:59.508872,7.6,4.5
Foster Weather Station,2021-09-27 15:59:59.546145,21.67,
63rd Street Weather Station,2021-09-29 07:00:00.321674,16.5,13.4
Foster Weather Station,2021-08-21 14:00:00.144639,30.5,
63rd Street Weather Station,2021-11-21 04:59:59.889683,5.2,3.7
63rd Street Weather Station,2021-06-28 10:59:59.335319,18.8,18.6
Foster Weather Station,2021-06-14 09:59:59.403062,18.17,
Foster Weather Station,2021-06-26 06:00:00.447879,21.56,
63rd Street Weather Station,2021-12-10 22:59:59.209270,16.0,14.6
63rd Street Weather Station,2021-10-29 21:00:00.073206,13.3,13.0
63rd Street Weather Station,2021-12-10 14:59:59.364815,5.5,5.4
Foster Weather Station,2021-09-12 08:00:00.662567,23.28,
Oak Street Weather Station,2021-11-04 18:59:59.861651,8.2,3.8
63rd Street Weather Station,2021-06-24 05:59:59.931593,20.5,16.1
Foster Weather Station,2021-05-24 05:00:00.393664,7.06,
63rd Street Weather Station,2021-06-30 07:59:59.703970,23.0,22.4
63rd Street Weather Station,2021-05-24 01:59:59.134441,13.5,13.5
Oak Street Weather Station,2021-05-28 01:00:00.415506,10.5,9.3
Foster Weather Station,2021-08-31 22:00:00.029991,23.56,
Foster Weather Station,2021-07-08 15:59:59.567777,17.89,
Foster Weather Station,2021-08-19 16:00:00.470910,25.67,
63rd Street Weather Station,2021-07-10 11:00:00.678408,21.3,19.2
63rd Street Weather Station,2021-05-18 19:00:00.683113,20.8,18.2
Oak Street Weather Station,2021-08-10 01:00:00.599598,26.4,24.2
Oak Street Weather Station,2021-05-24 08:59:59.168109,16.0,15.5
Foster Weather Station,2021-11-20 18:00:00.171878,8.78,
Foster Weather Station,2021-07-22 05:59:59.883622,19.28,
Oak Street Weather Station,2021-07-06 15:00:00.677465,33.1,22.9
63rd Street Weather Station,2021-08-12 15:00:00.847764,26.0,23.3
Oak Street Weather Station,2021-07-30 15:59:59.775563,20.0,16.4
Oak Street Weather Station,2021-12-14 18:59:59.588053,11.2,7.6
Foster Weather Station,2021-06-29 20:59:59.293316,26.5,
63rd Street Weather Station,2021-09-10 14:00:00.322039,26.2,17.8
63rd Street Weather Station,2021-10-19 13:59:59.162309,21.6,13.8
63rd Street Weather Station,2021-08-05 19:00:00.252780,27.4,19.1
Foster Weather Station,2021-08-19 22:59:59.653770,23.89,
63rd Street Weather Station,2021-10-27 01:59:59.789729,11.6,9.2
63rd Street Weather Station,2021-07-24 18:00:00.183925,25.3,24.2
63rd Street Weather Station,2021-10-06 06:59:59.329793,18.6,18.0
63rd Street Weather Station,2021-06-17 00:00:00.897872,18.0,15.0
Oak Street Weather Station,2021-12-09 04:00:00.283549,0.7,-1.4
63rd Street Weather Station,2021-09-03 16:00:00.583197,22.9,18.5
Foster Weather Station,2021-06-28 18:00:00.768927,19.5,
Oak Street Weather Station,2021-07-07 03:00:00.843096,21.8,20.7
Foster Weather Station,2021-09-11 10:59:59.431981,24.78,
Oak Street Weather Station,2021-09-16 22:00:00.070096,23.6,19.1
Oak Street Weather Station,2021-05-29 09:59:59.306959,10.4,7.1
63rd Street Weather Station,2021-07-30 08:00:00.394192,20.0,17.0
Foster Weather Station,2021-09-11 04:00:00.498666,20.5,
63rd Street Weather Station,2021-09-04 20:59:59.598713,21.9,19.4
Foster Weather Station,2021-11-25 19:59:59.611944,-2.0,
63rd Street Weather Station,2021-11-05 21:59:59.588389,6.6,3.8
Foster Weather Station,2021-06-20 01:59:59.257575,18.56,
Oak Street Weather Station,2021-05-30 09:00:00.536623,12.6,9.8
63rd Street Weather Station,2021-07-31 23:59:59.208881,23.1,19.7
Oak Street Weather Station,2021-08-13 11:00:00.750558,22.3,18.2
Foster Weather Station,2021-11-23 03:59:59.760005,-2.5,
63rd Street Weather Station,2021-06-25 01:59:59.492794,21.7,21.1
Oak Street Weather Station,2021-11-16 11:59:59.387033,5.4,3.7
Foster Weather Station,2021-07-03 16:00:00.429595,29.89,
Oak Street Weather Station,2021-12-03 17:00:00.799243,6.9,5.5
Foster Weather Station,2021-10-29 03:59:59.533413,12.89,
Oak Street Weather Station,2021-08-01 16:59:59.305980,21.3,17.5
Foster Weather Station,2021-07-01 08:00:00.643728,18.67,
63rd Street Weather Station,2021-09-11 16:59:59.579638,29.8,23.1
Oak Street Weather Station,2021-07-11 10:59:59.954708,19.8,18.4
63rd Street Weather Station,2021-07-19 18:59:59.573701,22.9,20.1
