Station Name,Measurement Timestamp,Humidity
Oak Street Weather Station,2021-10-31 16:59:59.352895,47
Foster Weather Station,2021-06-29 16:00:00.640046,51
63rd Street Weather Station,2021-08-27 14:59:59.573606,88
Oak Street Weather Station,2021-09-02 13:00:00.855349,58
63rd Street Weather Station,2021-07-08 15:59:59.673253,89
63rd Street Weather Station,2021-10-06 13:00:00.584300,96
63rd Street Weather Station,2021-07-13 02:00:00.287202,100
Foster Weather Station,2021-06-12 08:00:00.780875,80
Foster Weather Station,2021-11-26 18:00:00.421853,34
Foster Weather Station,2021-07-01 01:59:59.581623,82
Oak Street Weather Station,2021-09-10 04:59:59.462506,54
Oak Street Weather Station,2021-05-27 07:59:59.219491,75
Oak Street Weather Station,2021-08-03 09:00:00.856278,53
Oak Street Weather Station,2021-08-03 16:00:00.676048,54
Foster Weather Station,2021-11-11 00:00:00.453359,80
63rd Street Weather Station,2021-09-20 09:00:00.136676,97
Oak Street Weather Station,2021-06-16 00:00:00.793314,64
63rd Street Weather Station,2021-11-15 20:59:59.138297,78
Oak Street Weather Station,2021-06-22 07:00:00.609562,69
63rd Street Weather Station,2021-07-29 01:59:59.831730,87
Foster Weather Station,2021-07-19 01:00:00.607135,79
Oak Street Weather Station,2021-09-20 14:59:59.673867,64
63rd Street Weather Station,2021-10-26 07:00:00.291969,65
63rd Street Weather Station,2021-08-21 09:00:00.497941,76
Oak Street Weather Station,2021-09-25 08:59:59.834358,67
Foster Weather Station,2021-08-01 04:59:59.677825,79
Oak Street Weather Station,2021-06-26 17:59:59.634801,88
Foster Weather Station,2021-09-22 09:59:59.660260,75
63rd Street Weather Station,2021-10-09 23:00:00.288954,75
63rd Street Weather Station,2021-05-20 20:59:59.907610,53
63rd Street Weather Station,2021-06-13 22:00:00.287067,49
Foster Weather Station,2021-10-09 07:00:00.774199,88
Foster Weather Station,2021-11-13 13:59:59.900675,55
Oak Street Weather Station,2021-11-06 12:00:00.399156,42
Oak Street Weather Station,2021-07-20 14:59:59.668941,56
Foster Weather Station,2021-06-06 19:59:59.554055,44
63rd Street Weather Station,2021-05-26 13:59:59.932241,38
Foster Weather Station,2021-10-03 06:59:59.239032,86
Foster Weather Station,2021-09-14 13:00:00.171636,50
Foster Weather Station,2021-08-03 03:59:59.857701,62
Foster Weather Station,2021-12-05 06:59:59.902967,42
Foster Weather Station,2021-08-03 06:00:00.021607,67
63rd Street Weather Station,2021-07-17 01:00:00.061660,95
63rd Street Weather Station,2021-09-25 12:00:00.221483,43
63rd Street Weather Station,2021-08-18 13:59:59.622892,94
63rd Street Weather Station,2021-05-19 05:59:59.635476,76
Foster Weather Station,2021-07-08 01:00:00.707808,84
63rd Street Weather Station,2021-06-25 15:59:59.772970,84
Foster Weather Station,2021-12-05 12:59:59.145713,82
63rd Street Weather Station,2021-08-23 09:59:59.198070,75
Foster Weather Station,2021-07-23 23:59:59.189613,67
Oak Street Weather Station,2021-05-27 04:59:59.656951,79
Oak Street Weather Station,2021-08-17 16:00:00.568662,79
Foster Weather Station,2021-06-30 15:59:59.633615,78
Oak Street Weather Station,2021-06-04 06:59:59.548922,51
Foster Weather Station,2021-06-06 22:59:59.168924,54
63rd Street Weather Station,2021-05-20 19:59:59.306878,52
Foster Weather Station,2021-12-06 07:00:00.261201,53
Oak Street Weather Station,2021-09-22 14:59:59.725151,69
63rd Street Weather Station,2021-08-28 19:59:59.182892,68
Oak Street Weather Station,2021-09-21 22:59:59.979408,67
63rd Street Weather Station,2021-09-07 04:59:59.819430,79
Oak Street Weather Station,2021-09-06 00:59:59.991678,48
Foster Weather Station,2021-10-21 10:59:59.910995,71
Oak Street Weather Station,2021-08-30 11:59:59.617708,69
Foster Weather Station,2021-06-23 20:00:00.360908,40
63rd Street Weather Station,2021-11-21 07:00:00.482174,77
Oak Street Weather Station,2021-07-16 12:59:59.708579,91
Foster Weather Station,2021-09-14 21:00:00.365770,57
63rd Street Weather Station,2021-07-31 06:00:00.790932,67
Foster Weather Station,2021-11-16 13:59:59.570827,72
Foster Weather Station,2021-06-07 10:59:59.461728,76
63rd Street Weather Station,2021-12-15 03:59:59.587289,86
63rd Street Weather Station,2021-11-12 18:59:59.746252,86
Foster Weather Station,2021-11-15 06:59:59.434000,55
Oak Street Weather Station,2021-10-08 04:00:00.856906,92
63rd Street Weather Station,2021-10-07 01:00:00.854140,100
Foster Weather Station,2021-09-16 16:59:59.362563,61
63rd Street Weather Station,2021-11-10 05:00:00.843568,75
63rd Street Weather Station,2021-11-10 05:59:59.201973,79
Foster Weather Station,2021-07-19 19:00:00.359996,62
Oak Street Weather Station,2021-08-04 06:59:59.732463,61
Oak Street Weather Station,2021-12-12 13:59:59.348698,35
Foster Weather Station,2021-09-04 01:59:59.616655,57
Oak Street Weather Station,2021-06-08 21:59:59.174013,92
Oak Street Weather Station,2021-08-17 23:59:59.449642,84
Oak Street Weather Station,2021-06-18 10:59:59.769531,66
63rd Street Weather Station,2021-09-15 15:59:59.707296,70
Oak Street Weather Station,2021-08-21 16:59:59.757781,84
Oak Street Weather Station,2021-09-22 04:00:00.158178,84
Foster Weather Station,2021-10-10 14:00:00.574408,63
Oak Street Weather Station,2021-08-22 12:00:00.230175,82
Oak Street Weather Station,2021-07-01 11:59:59.662282,84
Foster Weather Station,2021-10-13 13:00:00.135018,70
Oak Street Weather Station,2021-05-24 22:00:00.779681,43
Oak Street Weather Station,2021-09-24 11:59:59.244049,38
Oak Street Weather Station,2021-06-02 06:59:59.260251,79
Oak Street Weather Station,2021-10-21 05:59:59.181951,71
63rd Street Weather Station,2021-12-16 03:59:59.860541,61
Oak Street Weather Station,2021-10-18 16:00:00.218747,36
Foster Weather Station,2021-10-07 12:00:00.796864,88
Foster Weather Station,2021-10-11 11:00:00.633053,63
63rd Street Weather Station,2021-09-28 05:00:00.447587,95
63rd Street Weather Station,2021-05-31 07:00:00.245188,61
Foster Weather Station,2021-07-22 17:00:00.546770,74
Foster Weather Station,2021-06-10 21:00:00.720349,82
Oak Street Weather Station,2021-08-17 07:00:00.408281,81
Oak Street Weather Station,2021-10-14 12:59:59.756606,49
Foster Weather Station,2021-05-21 12:59:59.123266,37
Foster Weather Station,2021-09-30 05:00:00.133637,88
Foster Weather Station,2021-08-21 12:00:00.261022,49
Foster Weather Station,2021-08-02 13:00:00.002881,51
Oak Street Weather Station,2021-07-23 09:59:59.965485,62
Foster Weather Station,2021-10-07 20:00:00.509414,86
Oak Street Weather Station,2021-07-09 13:59:59.236111,72
63rd Street Weather Station,2021-06-03 11:59:59.250214,71
Oak Street Weather Station,2021-11-21 18:59:59.547207,30
Oak Street Weather Station,2021-07-17 18:00:00.626782,87
Oak Street Weather Station,2021-06-17 16:59:59.521849,46
Oak Street Weather Station,2021-12-13 01:59:59.301317,59
Foster Weather Station,2021-09-14 01:00:00.104139,57
63rd Street Weather Station,2021-08-28 07:59:59.532627,85
63rd Street Weather Station,2021-09-17 13:00:00.298322,43
Oak Street Weather Station,2021-06-06 07:59:59.719622,52
Foster Weather Station,2021-05-18 19:59:59.798238,79
63rd Street Weather Station,2021-07-13 05:00:00.401883,100
Oak Street Weather Station,2021-09-29 23:59:59.817426,76
Oak Street Weather Station,2021-10-19 02:00:00.139094,55
Oak Street Weather Station,2021-10-13 00:59:59.583525,76
Foster Weather Station,2021-12-07 11:59:59.981698,30
63rd Street Weather Station,2021-11-04 11:00:00.399169,47
Foster Weather Station,2021-07-14 07:59:59.467025,71
63rd Street Weather Station,2021-12-11 15:00:00.128777,48
Oak Street Weather Station,2021-06-27 04:00:00.360488,86
63rd Street Weather Station,2021-11-17 11:00:00.833188,88
Foster Weather Station,2021-07-09 01:00:00.230029,72
63rd Street Weather Station,2021-07-09 23:00:00.844215,69
Oak Street Weather Station,2021-09-02 04:00:00.209663,64
Oak Street Weather Station,2021-09-28 05:59:59.796645,87
63rd Street Weather Station,2021-09-01 22:59:59.803655,70
63rd Street Weather Station,2021-06-27 21:00:00.213921,93
63rd Street Weather Station,2021-10-21 13:59:59.958066,86
Oak Street Weather Station,2021-11-18 01:00:00.701740,50
63rd Street Weather Station,2021-10-05 12:00:00.808603,95
63rd Street Weather Station,2021-11-15 11:59:59.354220,68
Foster Weather Station,2021-09-01 13:59:59.856342,57
63rd Street Weather Station,2021-08-18 21:00:00.552150,98
Oak Street Weather Station,2021-09-09 07:59:59.902246,68
63rd Street Weather Station,2021-06-15 01:00:00.655020,58
Foster Weather Station,2021-11-01 07:00:00.774918,66
Foster Weather Station,2021-09-01 02:59:59.778893,61
63rd Street Weather Station,2021-11-14 19:00:00.358827,71
Foster Weather Station,2021-12-12 16:59:59.140083,45
Foster Weather Station,2021-11-21 03:00:00.577865,63
63rd Street Weather Station,2021-06-05 12:59:59.463548,46
63rd Street Weather Station,2021-05-18 18:59:59.751516,78
63rd Street Weather Station,2021-09-26 19:00:00.745289,37
Foster Weather Station,2021-07-23 19:00:00.813359,77
Foster Weather Station,2021-06-24 05:00:00.502809,52
Foster Weather Station,2021-08-04 14:59:59.748203,47
63rd Street Weather Station,2021-07-20 23:00:00.871730,88
Foster Weather Station,2021-11-29 08:59:59.983327,38
63rd Street Weather Station,2021-08-05 21:59:59.246315,55
Oak Street Weather Station,2021-07-15 15:00:00.879085,72
Oak Street Weather Station,2021-12-15 13:59:59.171436,81
Foster Weather Station,2021-08-26 17:00:00.897034,74
Foster Weather Station,2021-06-21 18:59:59.499629,45
Foster Weather Station,2021-06-20 19:59:59.320219,86
Foster Weather Station,2021-05-19 15:59:59.659865,63
Oak Street Weather Station,2021-07-09 06:00:00.887376,78
Foster Weather Station,2021-05-20 10:00:00.355308,65
Foster Weather Station,2021-07-19 01:59:59.895955,80
Foster Weather Station,2021-10-07 23:00:00.311784,86
Foster Weather Station,2021-07-26 20:59:59.371907,42
Oak Street Weather Station,2021-08-23 18:59:59.924614,59
Oak Street Weather Station,2021-08-25 12:00:00.641291,60
Foster Weather Station,2021-07-22 07:59:59.136673,78
Foster Weather Station,2021-05-18 18:59:59.478014,78
Foster Weather Station,2021-10-05 10:00:00.354261,81
Foster Weather Station,2021-11-18 14:00:00.223132,46
Foster Weather Station,2021-06-11 22:00:00.815868,73
Foster Weather Station,2021-05-28 05:00:00.701731,79
63rd Street Weather Station,2021-06-12 08:00:00.343454,96
Foster Weather Station,2021-05-19 09:59:59.870506,76
Foster Weather Station,2021-10-06 10:59:59.441289,84
63rd Street Weather Station,2021-05-28 10:59:59.989574,86
Foster Weather Station,2021-07-04 05:59:59.431846,65
Foster Weather Station,2021-10-06 06:00:00.740759,85
63rd Street Weather Station,2021-10-18 21:59:59.687908,56
63rd Street Weather Station,2021-07-11 01:00:00.100391,93
63rd Street Weather Station,2021-11-26 16:59:59.526973,43
Foster Weather Station,2021-11-12 07:59:59.409518,66
Oak Street Weather Station,2021-10-17 19:00:00.063736,35
Oak Street Weather Station,2021-10-27 13:00:00.864231,65
Foster Weather Station,2021-07-17 14:00:00.805747,77
Foster Weather Station,2021-09-17 21:00:00.869336,75
Oak Street Weather Station,2021-07-31 23:00:00.843620,65
Foster Weather Station,2021-08-18 14:59:59.646124,78
Foster Weather Station,2021-06-10 11:00:00.578490,79
Oak Street Weather Station,2021-05-18 10:59:59.610251,74
Foster Weather Station,2021-09-02 07:00:00.470658,64
63rd Street Weather Station,2021-08-10 01:59:59.882944,87
Foster Weather Station,2021-10-24 01:00:00.012313,54
Oak Street Weather Station,2021-09-29 14:59:59.262066,76
Oak Street Weather Station,2021-10-06 00:00:00.533872,91
Foster Weather Station,2021-11-28 05:00:00.021923,61
Oak Street Weather Station,2021-10-30 09:59:59.807334,79
63rd Street Weather Station,2021-08-17 09:59:59.798535,88
Foster Weather Station,2021-05-19 14:59:59.175004,63
Foster Weather Station,2021-10-12 22:59:59.716619,80
63rd Street Weather Station,2021-09-11 18:00:00.359321,57
Oak Street Weather Station,2021-08-20 19:00:00.411359,77
63rd Street Weather Station,2021-11-10 16:59:59.944535,74
Foster Weather Station,2021-06-25 15:00:00.199916,77
Foster Weather Station,2021-11-27 21:00:00.779962,59
63rd Street Weather Station,2021-08-02 10:00:00.190743,58
63rd Street Weather Station,2021-10-18 14:00:00.809821,38
Foster Weather Station,2021-11-15 18:59:59.715733,65
63rd Street Weather Station,2021-07-15 02:59:59.766320,77
Oak Street Weather Station,2021-07-13 08:59:59.167602,87
Foster Weather Station,2021-10-25 22:00:00.887369,63
Foster Weather Station,2021-07-25 11:00:00.084600,54
Oak Street Weather Station,2021-10-07 14:00:00.541214,92
Oak Street Weather Station,2021-06-02 10:00:00.540700,83
63rd Street Weather Station,2021-11-24 13:59:59.567740,54
Foster Weather Station,2021-07-01 12:00:00.637448,79
Oak Street Weather Station,2021-11-17 22:59:59.795517,52
Oak Street Weather Station,2021-07-05 09:00:00.378896,61
63rd Street Weather Station,2021-09-14 02:00:00.339796,71
63rd Street Weather Station,2021-10-20 12:59:59.215749,56
Foster Weather Station,2021-11-11 04:00:00.398645,73
Foster Weather Station,2021-12-13 03:59:59.356820,58
63rd Street Weather Station,2021-07-16 17:59:59.904682,84
63rd Street Weather Station,2021-10-19 22:59:59.801047,61
Oak Street Weather Station,2021-11-02 17:59:59.826111,40
Foster Weather Station,2021-10-22 02:59:59.420129,63
Foster Weather Station,2021-08-29 16:59:59.797432,64
Foster Weather Station,2021-08-22 19:00:00.172909,72
Foster Weather Station,2021-10-18 20:00:00.668615,37
63rd Street Weather Station,2021-07-02 12:00:00.114260,85
Foster Weather Station,2021-11-28 08:00:00.239708,62
Foster Weather Station,2021-11-01 10:00:00.065739,54
Oak Street Weather Station,2021-11-08 23:59:59.984806,62
Foster Weather Station,2021-09-03 00:59:59.682327,62
Oak Street Weather Station,2021-08-26 21:00:00.306824,79
63rd Street Weather Station,2021-05-21 17:00:00.022767,42
Foster Weather Station,2021-11-13 01:00:00.364153,73
63rd Street Weather Station,2021-07-25 19:59:59.327090,35
Foster Weather Station,2021-09-16 09:00:00.005003,55
Oak Street Weather Station,2021-07-22 22:59:59.273242,75
63rd Street Weather Station,2021-11-10 12:00:00.552379,83
63rd Street Weather Station,2021-07-05 19:59:59.905416,60
Oak Street Weather Station,2021-11-18 15:59:59.635875,52
Foster Weather Station,2021-10-20 00:59:59.614455,55
Oak Street Weather Station,2021-10-21 03:00:00.306194,73
Oak Street Weather Station,2021-10-18 03:59:59.480992,45
Foster Weather Station,2021-07-30 10:59:59.126978,61
Oak Street Weather Station,2021-11-26 02:59:59.758977,55
63rd Street Weather Station,2021-11-14 05:59:59.366285,89
Foster Weather Station,2021-10-19 19:59:59.890194,40
Foster Weather Station,2021-06-21 23:00:00.645734,66
Foster Weather Station,2021-09-27 01:00:00.000676,50
Oak Street Weather Station,2021-10-15 11:00:00.585693,79
Foster Weather Station,2021-07-22 19:59:59.172870,76
Foster Weather Station,2021-07-04 17:59:59.305139,65
Oak Street Weather Station,2021-08-11 04:59:59.735025,83
Foster Weather Station,2021-06-05 19:59:59.633902,34
Foster Weather Station,2021-05-19 01:00:00.164629,77
63rd Street Weather Station,2021-07-24 07:00:00.859600,85
63rd Street Weather Station,2021-09-28 19:00:00.337519,83
Oak Street Weather Station,2021-08-24 21:00:00.877978,89
63rd Street Weather Station,2021-12-17 22:59:59.954618,62
Foster Weather Station,2021-11-07 14:59:59.754782,41
Oak Street Weather Station,2021-11-15 01:00:00.876166,58
Oak Street Weather Station,2021-11-27 19:00:00.504758,67
Oak Street Weather Station,2021-10-20 00:59:59.504822,54
Oak Street Weather Station,2021-09-09 16:59:59.805425,58
Oak Street Weather Station,2021-10-10 11:00:00.690221,67
Oak Street Weather Station,2021-12-02 19:59:59.774237,36
Oak Street Weather Station,2021-09-18 07:00:00.629087,81
Oak Street Weather Station,2021-11-22 02:59:59.214424,45
63rd Street Weather Station,2021-07-23 11:00:00.488462,64
Oak Street Weather Station,2021-11-18 16:59:59.193047,50
63rd Street Weather Station,2021-08-03 03:59:59.277306,74
63rd Street Weather Station,2021-05-19 20:00:00.778663,73
Oak Street Weather Station,2021-12-18 05:00:00.581663,90
Foster Weather Station,2021-05-20 06:00:00.116620,77
Foster Weather Station,2021-11-21 13:00:00.284950,44
Oak Street Weather Station,2021-10-14 03:00:00.336211,85
Foster Weather Station,2021-12-14 11:00:00.197059,68
Oak Street Weather Station,2021-07-27 13:59:59.831109,45
63rd Street Weather Station,2021-06-16 21:00:00.786904,68
63rd Street Weather Station,2021-10-26 13:59:59.659863,74
Oak Street Weather Station,2021-08-14 03:59:59.570842,66
Oak Street Weather Station,2021-11-26 14:59:59.617112,38
Foster Weather Station,2021-12-11 09:59:59.632588,64
Oak Street Weather Station,2021-05-23 11:00:00.599047,69
Foster Weather Station,2021-09-15 04:59:59.388367,73
Foster Weather Station,2021-05-19 22:00:00.408575,77
Foster Weather Station,2021-10-07 23:59:59.460686,84
Oak Street Weather Station,2021-09-26 16:00:00.797214,31
Foster Weather Station,2021-12-17 13:00:00.562261,66
63rd Street Weather Station,2021-10-23 22:59:59.893504,58
63rd Street Weather Station,2021-06-03 08:00:00.455362,64
63rd Street Weather Station,2021-05-27 02:00:00.437367,84
Foster Weather Station,2021-07-01 19:59:59.644047,70
Foster Weather Station,2021-07-16 17:00:00.877062,78
Foster Weather Station,2021-07-20 02:59:59.265435,62
63rd Street Weather Station,2021-12-14 09:00:00.236558,74
Foster Weather Station,2021-06-03 23:59:59.632414,52
63rd Street Weather Station,2021-05-25 15:59:59.848102,47
Foster Weather Station,2021-12-05 10:00:00.304760,59
Foster Weather Station,2021-05-24 01:59:59.775509,88
63rd Street Weather Station,2021-10-01 10:00:00.798188,63
63rd Street Weather Station,2021-11-12 12:00:00.018546,81
Foster Weather Station,2021-06-28 04:59:59.760090,89
63rd Street Weather Station,2021-11-22 12:00:00.075468,37
Foster Weather Station,2021-12-07 03:00:00.137069,45
Oak Street Weather Station,2021-08-12 16:59:59.988111,69
Oak Street Weather Station,2021-12-07 10:00:00.382443,41
Foster Weather Station,2021-10-19 05:59:59.207308,64
63rd Street Weather Station,2021-07-10 17:59:59.159830,91
Oak Street Weather Station,2021-09-03 07:00:00.870937,53
Foster Weather Station,2021-05-19 06:00:00.357990,79
Oak Street Weather Station,2021-10-03 16:00:00.063043,86
Oak Street Weather Station,2021-10-30 01:59:59.674083,89
Oak Street Weather Station,2021-10-16 15:00:00.333024,38
63rd Street Weather Station,2021-07-18 16:59:59.264104,86
63rd Street Weather Station,2021-10-20 11:00:00.213203,60
63rd Street Weather Station,2021-08-24 11:00:00.752134,67
Oak Street Weather Station,2021-11-30 01:59:59.542482,60
Oak Street Weather Station,2021-06-27 19:00:00.499547,70
Oak Street Weather Station,2021-07-14 04:59:59.281232,81
Foster Weather Station,2021-09-20 05:59:59.618184,75
Foster Weather Station,2021-10-05 01:00:00.284906,86
Oak Street Weather Station,2021-06-12 15:00:00.145260,92
63rd Street Weather Station,2021-10-30 21:59:59.459469,83
Foster Weather Station,2021-10-02 15:00:00.439771,60
Foster Weather Station,2021-08-12 21:59:59.573328,73
Foster Weather Station,2021-11-27 18:00:00.149455,65
Foster Weather Station,2021-09-06 13:59:59.170045,58
Foster Weather Station,2021-07-25 15:00:00.591960,53
63rd Street Weather Station,2021-08-02 16:59:59.558198,64
Foster Weather Station,2021-07-08 04:59:59.505232,83
Oak Street Weather Station,2021-10-30 01:00:00.043947,91
Foster Weather Station,2021-09-22 21:59:59.474689,58
63rd Street Weather Station,2021-12-04 13:59:59.743894,20
63rd Street Weather Station,2021-10-13 12:00:00.443764,54
63rd Street Weather Station,2021-09-14 12:00:00.894463,59
Foster Weather Station,2021-06-09 09:59:59.521784,77
Oak Street Weather Station,2021-05-29 10:00:00.498542,63
Foster Weather Station,2021-09-17 22:59:59.727107,77
Oak Street Weather Station,2021-10-09 20:00:00.772737,81
Oak Street Weather Station,2021-05-18 10:00:00.455336,79
Foster Weather Station,2021-07-22 03:59:59.823400,81
Foster Weather Station,2021-09-24 06:59:59.214567,60
Foster Weather Station,2021-09-06 15:59:59.531091,53
Oak Street Weather Station,2021-08-19 23:59:59.680528,83
63rd Street Weather Station,2021-12-02 16:59:59.451385,32
Foster Weather Station,2021-10-13 21:59:59.483070,83
Foster Weather Station,2021-12-05 08:59:59.844617,44
63rd Street Weather Station,2021-11-21 19:59:59.694412,31
63rd Street Weather Station,2021-06-29 03:00:00.057463,100
Foster Weather Station,2021-08-28 02:59:59.794993,72
63rd Street Weather Station,2021-11-23 13:59:59.184055,33
Oak Street Weather Station,2021-10-13 19:00:00.630053,83
Foster Weather Station,2021-10-02 05:59:59.627676,61
63rd Street Weather Station,2021-12-08 07:00:00.712172,75
Oak Street Weather Station,2021-07-27 00:59:59.571642,56
Oak Street Weather Station,2021-05-18 20:00:00.185264,78
Foster Weather Station,2021-08-19 00:00:00.488369,86
Foster Weather Station,2021-05-30 14:59:59.250361,55
63rd Street Weather Station,2021-10-23 19:00:00.641992,59
Oak Street Weather Station,2021-12-09 05:59:59.518232,64
Oak Street Weather Station,2021-11-22 01:00:00.072849,39
Oak Street Weather Station,2021-08-25 03:59:59.842509,84
63rd Street Weather Station,2021-12-16 23:59:59.285255,57
Oak Street Weather Station,2021-12-12 20:59:59.213511,51
Foster Weather Station,2021-08-05 10:00:00.099816,48
63rd Street Weather Station,2021-07-21 00:00:00.730336,87
Foster Weather Station,2021-10-31 07:59:59.849750,77
63rd Street Weather Station,2021-07-27 19:00:00.704917,55
Oak Street Weather Station,2021-08-23 04:00:00.522586,82
63rd Street Weather Station,2021-07-12 03:00:00.149776,95
Foster Weather Station,2021-05-20 22:00:00.841420,46
Oak Street Weather Station,2021-11-21 18:00:00.602569,42
63rd Street Weather Station,2021-08-25 03:00:00.342147,94
63rd Street Weather Station,2021-11-18 07:59:59.888090,61
Foster Weather Station,2021-10-26 08:00:00.817800,74
Foster Weather Station,2021-05-22 11:00:00.203887,40
Oak Street Weather Station,2021-10-13 20:59:59.681810,84
Foster Weather Station,2021-11-02 02:00:00.166542,50
63rd Street Weather Station,2021-05-24 14:00:00.094054,78
Foster Weather Station,2021-12-15 01:00:00.206987,81
Oak Street Weather Station,2021-12-04 20:59:59.423216,25
Foster Weather Station,2021-06-01 10:59:59.245235,70
Foster Weather Station,2021-10-12 02:00:00.891594,83
Foster Weather Station,2021-09-11 13:59:59.602661,50
Foster Weather Station,2021-07-28 15:00:00.073652,75
63rd Street Weather Station,2021-09-05 09:00:00.418183,69
Foster Weather Station,2021-06-25 10:59:59.420019,88
Foster Weather Station,2021-06-05 18:00:00.601153,31
Foster Weather Station,2021-09-24 02:59:59.639121,57
63rd Street Weather Station,2021-06-24 04:00:00.701915,63
Oak Street Weather Station,2021-09-20 22:59:59.300933,77
Oak Street Weather Station,2021-07-01 02:59:59.873661,83
Oak Street Weather Station,2021-06-15 11:59:59.511302,75
Oak Street Weather Station,2021-06-19 10:59:59.287926,57
63rd Street Weather Station,2021-10-13 13:00:00.255559,52
Oak Street Weather Station,2021-08-25 05:59:59.697113,77
Foster Weather Station,2021-07-13 06:00:00.407991,90
Foster Weather Station,2021-06-24 13:59:59.516098,76
Oak Street Weather Station,2021-09-12 07:59:59.478675,69
Foster Weather Station,2021-10-03 09:00:00.442096,78
63rd Street Weather Station,2021-12-04 03:00:00.690776,95
Foster Weather Station,2021-06-19 06:59:59.880494,67
63rd Street Weather Station,2021-06-01 13:59:59.957669,80
Oak Street Weather Station,2021-10-13 03:00:00.697911,76
63rd Street Weather Station,2021-10-27 23:00:00.396456,81
63rd Street Weather Station,2021-07-09 19:59:59.546247,72
Foster Weather Station,2021-12-01 22:59:59.321359,69
Foster Weather Station,2021-05-28 22:59:59.641039,58
63rd Street Weather Station,2021-07-14 01:59:59.376942,89
Foster Weather Station,2021-08-03 12:00:00.829203,50
63rd Street Weather Station,2021-09-26 01:00:00.318709,46
Oak Street Weather Station,2021-11-28 12:59:59.874930,39
Oak Street Weather Station,2021-12-06 13:00:00.814978,45
Foster Weather Station,2021-10-16 17:59:59.623448,36
63rd Street Weather Station,2021-11-05 21:00:00.073439,59
Oak Street Weather Station,2021-08-20 10:00:00.103968,78
Foster Weather Station,2021-11-19 17:00:00.380202,45
Foster Weather Station,2021-08-25 07:00:00.639070,81
63rd Street Weather Station,2021-09-29 03:59:59.473389,87
63rd Street Weather Station,2021-06-28 19:59:59.920304,96
63rd Street Weather Station,2021-11-16 02:00:00.022294,86
63rd Street Weather Station,2021-11-24 09:59:59.304313,52
Oak Street Weather Station,2021-05-20 12:59:59.125683,60
63rd Street Weather Station,2021-09-25 23:59:59.233145,43
Oak Street Weather Station,2021-08-02 21:59:59.993274,60
63rd Street Weather Station,2021-10-21 18:00:00.089182,87
63rd Street Weather Station,2021-10-22 21:00:00.016249,59
63rd Street Weather Station,2021-07-20 19:00:00.504542,89
Oak Street Weather Station,2021-07-05 00:00:00.622895,64
Foster Weather Station,2021-05-29 09:00:00.783206,55
Foster Weather Station,2021-06-20 15:00:00.896593,80
Oak Street Weather Station,2021-06-20 00:00:00.043443,86
Oak Street Weather Station,2021-12-10 18:00:00.750057,93
Foster Weather Station,2021-11-22 08:59:59.754204,45
Foster Weather Station,2021-10-06 07:00:00.455826,84
63rd Street Weather Station,2021-05-29 12:59:59.834707,68
63rd Street Weather Station,2021-05-20 16:00:00.139141,48
Foster Weather Station,2021-09-28 01:59:59.248701,76
Foster Weather Station,2021-12-13 20:59:59.454400,63
Foster Weather Station,2021-12-10 14:59:59.408498,82
Oak Street Weather Station,2021-11-16 08:00:00.188305,78
63rd Street Weather Station,2021-07-31 01:00:00.601223,71
Oak Street Weather Station,2021-11-21 10:00:00.873707,71
63rd Street Weather Station,2021-07-24 02:00:00.051601,79
Oak Street Weather Station,2021-07-29 13:59:59.213353,73
Foster Weather Station,2021-10-28 09:59:59.993226,79
Foster Weather Station,2021-10-18 14:00:00.667419,49
63rd Street Weather Station,2021-06-09 22:59:59.450917,89
63rd Street Weather Station,2021-10-13 06:00:00.557986,99
Foster Weather Station,2021-11-13 15:59:59.805987,55
Foster Weather Station,2021-11-08 18:59:59.281998,57
63rd Street Weather Station,2021-07-28 00:59:59.386755,72
Oak Street Weather Station,2021-08-06 06:59:59.484746,57
Foster Weather Station,2021-06-06 10:00:00.174665,40
Oak Street Weather Station,2021-08-31 17:59:59.361194,57
Oak Street Weather Station,2021-11-11 15:59:59.108377,64
Oak Street Weather Station,2021-07-01 11:00:00.853342,84
63rd Street Weather Station,2021-09-26 10:00:00.188337,48
63rd Street Weather Station,2021-11-04 02:59:59.367330,71
Foster Weather Station,2021-11-01 07:59:59.139383,62
Oak Street Weather Station,2021-07-29 07:59:59.948995,64
Foster Weather Station,2021-12-07 01:59:59.386504,42
Oak Street Weather Station,2021-06-10 19:59:59.305245,85
Foster Weather Station,2021-06-26 18:59:59.938625,85
Oak Street Weather Station,2021-09-10 17:59:59.554142,41
Oak Street Weather Station,2021-09-10 06:59:59.154637,59
Oak Street Weather Station,2021-06-09 17:00:00.107806,87
Foster Weather Station,2021-09-26 04:00:00.670570,43
Oak Street Weather Station,2021-08-04 08:00:00.380609,63
63rd Street Weather Station,2021-11-12 13:00:00.486217,82
63rd Street Weather Station,2021-10-23 09:59:59.246209,52
Oak Street Weather Station,2021-10-09 00:59:59.627426,81
Oak Street Weather Station,2021-08-24 12:00:00.893719,58
63rd Street Weather Station,2021-09-01 12:00:00.047557,64
Foster Weather Station,2021-06-19 15:59:59.363864,43
Oak Street Weather Station,2021-12-12 19:59:59.941565,49
63rd Street Weather Station,2021-07-31 00:00:00.378448,71
63rd Street Weather Station,2021-09-02 18:59:59.900346,54
63rd Street Weather Station,2021-11-23 20:59:59.141889,49
Oak Street Weather Station,2021-06-22 09:00:00.202930,42
63rd Street Weather Station,2021-08-21 02:00:00.408603,81
