Station Name,Measurement Timestamp,Humidity
Oak Street Weather Station,2021-07-11 20:59:59.418302,87
Foster Weather Station,2021-12-05 22:59:59.822062,78
Foster Weather Station,2021-06-28 08:00:00.700704,85
Oak Street Weather Station,2021-07-07 00:59:59.709765,66
Foster Weather Station,2021-12-17 03:00:00.365783,52
Oak Street Weather Station,2021-06-26 13:00:00.512660,96
Foster Weather Station,2021-07-23 02:59:59.104609,77
63rd Street Weather Station,2021-11-27 10:59:59.412194,67
Foster Weather Station,2021-06-20 12:59:59.694746,80
Foster Weather Station,2021-05-20 01:00:00.741423,82
Foster Weather Station,2021-09-11 04:00:00.450636,59
63rd Street Weather Station,2021-08-11 12:00:00.808049,72
Oak Street Weather Station,2021-10-05 16:59:59.763377,89
Foster Weather Station,2021-09-27 22:59:59.421498,78
63rd Street Weather Station,2021-11-10 08:00:00.278291,81
Oak Street Weather Station,2021-10-29 04:59:59.730052,90
Foster Weather Station,2021-11-22 18:59:59.574381,30
Foster Weather Station,2021-10-05 21:59:59.868873,84
63rd Street Weather Station,2021-07-27 00:00:00.726296,52
Oak Street Weather Station,2021-11-03 16:59:59.561558,45
Oak Street Weather Station,2021-07-23 19:00:00.600726,70
63rd Street Weather Station,2021-12-14 16:59:59.426279,61
63rd Street Weather Station,2021-11-11 18:00:00.236860,62
Foster Weather Station,2021-12-04 05:00:00.459806,80
63rd Street Weather Station,2021-06-14 06:59:59.896871,79
63rd Street Weather Station,2021-11-21 08:59:59.127826,84
Foster Weather Station,2021-07-13 10:59:59.755971,88
Oak Street Weather Station,2021-06-01 03:59:59.808758,71
63rd Street Weather Station,2021-05-27 03:59:59.532349,85
Foster Weather Station,2021-09-10 13:59:59.349012,42
63rd Street Weather Station,2021-08-02 01:59:59.743911,76
Foster Weather Station,2021-08-24 16:59:59.924185,46
Foster Weather Station,2021-06-04 09:59:59.690190,39
63rd Street Weather Station,2021-08-10 20:59:59.813761,100
Oak Street Weather Station,2021-10-18 06:59:59.800970,43
63rd Street Weather Station,2021-10-25 13:59:59.141796,92
63rd Street Weather Station,2021-08-19 07:59:59.191454,90
Foster Weather Station,2021-10-14 18:00:00.407645,48
63rd Street Weather Station,2021-06-29 15:00:00.205208,66
Oak Street Weather Station,2021-11-27 07:00:00.275489,58
Oak Street Weather Station,2021-10-12 19:59:59.317095,78
Oak Street Weather Station,2021-10-01 11:59:59.921098,66
Foster Weather Station,2021-07-31 03:59:59.287291,71
Foster Weather Station,2021-11-10 03:59:59.287272,68
63rd Street Weather Station,2021-05-25 00:00:00.263138,51
Foster Weather Station,2021-10-01 21:00:00.236583,71
63rd Street Weather Station,2021-12-08 14:00:00.423178,68
Oak Street Weather Station,2021-08-19 04:59:59.493194,93
Foster Weather Station,2021-11-10 21:00:00.434211,74
63rd Street Weather Station,2021-06-19 06:00:00.760041,77
Oak Street Weather Station,2021-06-16 09:00:00.708496,70
63rd Street Weather Station,2021-11-01 01:00:00.788021,67
Oak Street Weather Station,2021-09-20 20:59:59.347500,77
Foster Weather Station,2021-06-12 13:00:00.834629,74
Oak Street Weather Station,2021-05-30 11:00:00.071582,70
Foster Weather Station,2021-11-03 03:00:00.548300,55
63rd Street Weather Station,2021-09-12 21:00:00.013383,95
63rd Street Weather Station,2021-09-14 17:59:59.164730,52
Foster Weather Station,2021-11-29 21:00:00.379816,52
63rd Street Weather Station,2021-06-23 12:00:00.216008,61
Foster Weather Station,2021-10-27 22:59:59.328698,71
Foster Weather Station,2021-08-04 17:00:00.711423,49
Oak Street Weather Station,2021-09-20 13:00:00.876189,74
63rd Street Weather Station,2021-09-17 07:59:59.815662,85
Oak Street Weather Station,2021-08-03 21:59:59.970279,59
Oak Street Weather Station,2021-06-21 03:00:00.041402,86
Foster Weather Station,2021-11-11 19:59:59.198141,55
63rd Street Weather Station,2021-05-25 12:59:59.909224,51
63rd Street Weather Station,2021-08-04 14:59:59.545881,56
Foster Weather Station,2021-05-23 22:00:00.692348,87
63rd Street Weather Station,2021-05-26 22:00:00.892388,91
Foster Weather Station,2021-09-07 10:59:59.852191,47
Oak Street Weather Station,2021-09-17 00:00:00.353020,52
Foster Weather Station,2021-08-02 20:59:59.727036,60
Oak Street Weather Station,2021-05-24 05:00:00.773788,96
63rd Street Weather Station,2021-11-27 01:00:00.205511,61
Oak Street Weather Station,2021-07-10 06:00:00.162537,81
63rd Street Weather Station,2021-08-13 07:00:00.426961,71
Foster Weather Station,2021-10-01 13:00:00.013520,68
63rd Street Weather Station,2021-07-25 21:00:00.147605,45
Foster Weather Station,2021-06-23 18:59:59.917136,38
Foster Weather Station,2021-10-15 20:00:00.406691,61
Foster Weather Station,2021-11-21 16:00:00.440898,41
Foster Weather Station,2021-07-21 05:59:59.388613,78
Foster Weather Station,2021-07-17 22:59:59.368051,78
63rd Street Weather Station,2021-10-28 14:59:59.397662,88
Oak Street Weather Station,2021-12-02 09:59:59.897168,57
63rd Street Weather Station,2021-12-01 19:00:00.019212,91
Foster Weather Station,2021-06-04 16:59:59.946525,21
Oak Street Weather Station,2021-12-12 23:59:59.130646,55
Foster Weather Station,2021-07-28 19:59:59.818046,63
63rd Street Weather Station,2021-06-28 23:00:00.585030,98
Foster Weather Station,2021-10-23 06:59:59.775130,61
63rd Street Weather Station,2021-11-02 22:00:00.484666,60
Foster Weather Station,2021-11-23 20:59:59.450194,40
Foster Weather Station,2021-11-04 13:00:00.007151,35
Foster Weather Station,2021-08-02 14:59:59.667290,54
63rd Street Weather Station,2021-10-29 08:00:00.756366,96
Foster Weather Station,2021-11-13 02:59:59.532566,75
Foster Weather Station,2021-08-18 02:00:00.081834,83
63rd Street Weather Station,2021-10-06 06:00:00.268854,94
Foster Weather Station,2021-07-05 17:00:00.473547,40
63rd Street Weather Station,2021-07-16 04:00:00.593661,96
Foster Weather Station,2021-11-20 13:00:00.520941,47
Foster Weather Station,2021-08-31 08:59:59.648885,64
63rd Street Weather Station,2021-10-07 22:59:59.868039,89
Foster Weather Station,2021-10-08 12:00:00.435950,79
Foster Weather Station,2021-07-24 16:00:00.077586,51
Oak Street Weather Station,2021-07-23 00:00:00.303788,75
Oak Street Weather Station,2021-07-10 12:59:59.480034,77
Foster Weather Station,2021-11-22 06:00:00.712427,49
Foster Weather Station,2021-06-20 23:59:59.426533,89
Foster Weather Station,2021-09-19 15:00:00.680235,70
Foster Weather Station,2021-10-30 09:59:59.650936,73
63rd Street Weather Station,2021-06-12 11:59:59.958257,92
63rd Street Weather Station,2021-06-25 20:00:00.070040,85
Foster Weather Station,2021-06-07 04:00:00.269431,71
63rd Street Weather Station,2021-09-10 22:59:59.602450,63
Oak Street Weather Station,2021-08-19 22:00:00.167736,88
Oak Street Weather Station,2021-09-20 21:59:59.512446,77
Foster Weather Station,2021-09-04 17:00:00.734274,70
Oak Street Weather Station,2021-07-07 19:59:59.176740,92
Oak Street Weather Station,2021-11-09 06:00:00.428622,83
63rd Street Weather Station,2021-11-20 22:00:00.784174,66
63rd Street Weather Station,2021-11-22 12:59:59.364375,32
Oak Street Weather Station,2021-06-11 08:00:00.258583,89
63rd Street Weather Station,2021-08-19 20:59:59.771977,100
Oak Street Weather Station,2021-09-07 19:59:59.800499,71
63rd Street Weather Station,2021-11-12 23:59:59.663173,86
Foster Weather Station,2021-11-08 16:00:00.664881,48
Foster Weather Station,2021-07-03 17:59:59.924025,41
Foster Weather Station,2021-08-19 15:59:59.533212,78
63rd Street Weather Station,2021-11-22 15:59:59.102092,29
Foster Weather Station,2021-07-14 07:00:00.181305,77
Foster Weather Station,2021-08-30 20:59:59.296751,61
63rd Street Weather Station,2021-07-17 07:00:00.677114,95
63rd Street Weather Station,2021-09-28 23:00:00.476408,91
Oak Street Weather Station,2021-05-21 10:00:00.407693,49
Foster Weather Station,2021-08-13 17:59:59.168517,61
Foster Weather Station,2021-07-22 10:59:59.502180,75
63rd Street Weather Station,2021-05-26 11:59:59.348824,55
63rd Street Weather Station,2021-10-13 02:59:59.342553,95
63rd Street Weather Station,2021-11-23 05:59:59.781535,62
Oak Street Weather Station,2021-12-05 18:59:59.181699,89
63rd Street Weather Station,2021-12-12 05:59:59.233586,68
63rd Street Weather Station,2021-11-16 19:59:59.833656,70
Oak Street Weather Station,2021-05-31 18:00:00.398813,42
Foster Weather Station,2021-06-28 06:59:59.954982,88
Foster Weather Station,2021-05-20 16:00:00.612081,52
Foster Weather Station,2021-09-03 11:59:59.128976,55
Oak Street Weather Station,2021-12-04 12:00:00.793084,29
Oak Street Weather Station,2021-11-22 11:00:00.864908,38
Oak Street Weather Station,2021-09-19 22:00:00.009845,67
Oak Street Weather Station,2021-11-25 03:59:59.252919,87
Foster Weather Station,2021-07-01 17:59:59.900332,71
Foster Weather Station,2021-09-20 22:59:59.996140,73
Oak Street Weather Station,2021-05-28 14:59:59.483310,83
63rd Street Weather Station,2021-07-23 01:59:59.643118,85
63rd Street Weather Station,2021-06-22 04:00:00.357925,80
63rd Street Weather Station,2021-06-28 01:59:59.483876,93
Foster Weather Station,2021-08-16 11:59:59.139179,56
63rd Street Weather Station,2021-12-06 13:59:59.243062,54
Oak Street Weather Station,2021-07-23 12:59:59.317037,77
Oak Street Weather Station,2021-10-17 23:00:00.188760,44
Foster Weather Station,2021-11-07 06:00:00.452816,67
Foster Weather Station,2021-06-12 00:59:59.764840,86
Foster Weather Station,2021-06-26 08:59:59.123615,86
Foster Weather Station,2021-06-19 23:59:59.760948,80
Foster Weather Station,2021-06-16 01:59:59.922409,63
Oak Street Weather Station,2021-11-20 14:59:59.876330,48
Foster Weather Station,2021-06-21 02:00:00.327812,88
Oak Street Weather Station,2021-10-07 06:00:00.532055,94
63rd Street Weather Station,2021-12-16 11:00:00.287186,67
Foster Weather Station,2021-09-30 04:00:00.199835,88
Oak Street Weather Station,2021-06-20 12:59:59.552615,87
63rd Street Weather Station,2021-11-07 02:00:00.305506,64
Oak Street Weather Station,2021-08-28 19:00:00.173002,59
Foster Weather Station,2021-10-28 11:00:00.208584,76
63rd Street Weather Station,2021-10-05 10:59:59.337868,93
63rd Street Weather Station,2021-11-16 04:00:00.208447,88
Foster Weather Station,2021-09-30 00:59:59.355771,83
Oak Street Weather Station,2021-10-22 23:00:00.127599,55
Oak Street Weather Station,2021-11-09 12:00:00.879127,83
Foster Weather Station,2021-10-01 08:00:00.698753,66
Oak Street Weather Station,2021-11-19 06:59:59.770120,60
63rd Street Weather Station,2021-07-15 00:00:00.318284,77
Oak Street Weather Station,2021-08-30 03:59:59.776110,64
63rd Street Weather Station,2021-11-16 16:00:00.515495,68
Oak Street Weather Station,2021-12-01 21:59:59.911295,77
Foster Weather Station,2021-10-22 16:00:00.254741,50
63rd Street Weather Station,2021-06-11 10:59:59.605520,93
63rd Street Weather Station,2021-07-18 03:59:59.291407,93
Foster Weather Station,2021-05-23 17:59:59.562966,85
63rd Street Weather Station,2021-08-21 10:00:00.067885,67
Oak Street Weather Station,2021-09-17 22:00:00.516720,68
Oak Street Weather Station,2021-07-20 07:00:00.587927,66
Oak Street Weather Station,2021-11-07 12:59:59.428709,45
Oak Street Weather Station,2021-10-14 20:00:00.503845,53
63rd Street Weather Station,2021-08-16 17:00:00.362244,63
Oak Street Weather Station,2021-10-09 08:59:59.711400,81
Oak Street Weather Station,2021-09-14 09:59:59.328060,66
Oak Street Weather Station,2021-09-08 21:00:00.740063,49
Oak Street Weather Station,2021-09-01 15:00:00.748054,59
Oak Street Weather Station,2021-05-18 13:00:00.810593,67
Foster Weather Station,2021-09-29 12:00:00.050112,64
Oak Street Weather Station,2021-12-03 00:59:59.192215,58
63rd Street Weather Station,2021-06-11 03:00:00.411050,100
Foster Weather Station,2021-11-19 22:59:59.385582,50
63rd Street Weather Station,2021-07-10 18:59:59.119885,92
Oak Street Weather Station,2021-08-27 01:59:59.813844,77
Oak Street Weather Station,2021-05-25 15:59:59.175522,45
Oak Street Weather Station,2021-11-01 07:59:59.657031,63
63rd Street Weather Station,2021-05-22 20:00:00.575016,47
63rd Street Weather Station,2021-06-01 20:59:59.980707,82
63rd Street Weather Station,2021-11-17 05:59:59.952710,87
63rd Street Weather Station,2021-09-10 18:00:00.244912,45
Oak Street Weather Station,2021-05-19 05:00:00.249632,80
Foster Weather Station,2021-12-04 23:59:59.250239,36
Foster Weather Station,2021-09-10 15:00:00.857111,36
Foster Weather Station,2021-09-03 13:00:00.807939,59
Oak Street Weather Station,2021-12-08 21:00:00.897637,61
63rd Street Weather Station,2021-07-04 22:00:00.353044,66
Foster Weather Station,2021-07-21 12:00:00.738385,74
Oak Street Weather Station,2021-06-08 21:00:00.065502,81
63rd Street Weather Station,2021-05-25 23:59:59.633351,72
63rd Street Weather Station,2021-11-24 12:59:59.948250,54
Oak Street Weather Station,2021-08-30 20:59:59.247874,60
Oak Street Weather Station,2021-06-29 21:59:59.151950,72
Foster Weather Station,2021-12-13 14:59:59.715995,44
63rd Street Weather Station,2021-10-29 22:00:00.749133,96
Foster Weather Station,2021-11-09 03:00:00.818883,79
Foster Weather Station,2021-10-26 13:00:00.329037,67
Foster Weather Station,2021-06-05 10:00:00.742812,43
Oak Street Weather Station,2021-05-19 19:00:00.090801,73
Oak Street Weather Station,2021-07-29 15:00:00.610814,81
63rd Street Weather Station,2021-09-28 16:59:59.673284,76
Oak Street Weather Station,2021-11-18 12:00:00.015526,46
Foster Weather Station,2021-07-22 17:59:59.222598,75
63rd Street Weather Station,2021-09-07 18:59:59.534016,94
Oak Street Weather Station,2021-10-18 22:59:59.775543,47
63rd Street Weather Station,2021-06-16 14:00:00.333634,76
63rd Street Weather Station,2021-06-07 01:00:00.340146,74
Oak Street Weather Station,2021-12-07 14:59:59.519145,35
Foster Weather Station,2021-08-03 14:00:00.533956,50
Oak Street Weather Station,2021-10-27 02:59:59.495856,66
Oak Street Weather Station,2021-08-02 00:00:00.124107,73
Oak Street Weather Station,2021-10-12 14:00:00.061096,83
63rd Street Weather Station,2021-05-22 10:00:00.383836,53
63rd Street Weather Station,2021-06-11 10:00:00.174259,94
63rd Street Weather Station,2021-12-12 10:00:00.754458,51
Foster Weather Station,2021-07-13 04:59:59.600296,90
63rd Street Weather Station,2021-11-24 16:59:59.837725,59
Foster Weather Station,2021-07-18 08:59:59.468624,78
Oak Street Weather Station,2021-09-12 09:59:59.285190,60
Foster Weather Station,2021-11-28 13:59:59.541567,34
Foster Weather Station,2021-08-24 08:00:00.669772,71
Foster Weather Station,2021-08-18 12:00:00.502666,83
Oak Street Weather Station,2021-11-02 05:00:00.852199,59
Oak Street Weather Station,2021-06-17 12:00:00.437715,42
Foster Weather Station,2021-06-23 08:59:59.752431,62
Oak Street Weather Station,2021-07-02 12:59:59.791495,81
63rd Street Weather Station,2021-10-17 15:59:59.267716,36
Oak Street Weather Station,2021-06-24 07:59:59.258682,55
Oak Street Weather Station,2021-08-18 21:00:00.835319,86
63rd Street Weather Station,2021-07-09 16:59:59.919490,76
Oak Street Weather Station,2021-11-18 08:00:00.678718,59
Foster Weather Station,2021-09-22 02:59:59.324797,66
Oak Street Weather Station,2021-10-07 21:59:59.881934,80
63rd Street Weather Station,2021-07-27 11:59:59.835378,72
Oak Street Weather Station,2021-08-25 01:00:00.770935,81
Foster Weather Station,2021-05-31 03:00:00.706746,41
Oak Street Weather Station,2021-07-26 20:59:59.299899,38
63rd Street Weather Station,2021-09-14 13:59:59.231289,60
Oak Street Weather Station,2021-11-04 14:59:59.403116,41
Oak Street Weather Station,2021-10-23 16:00:00.217427,54
Oak Street Weather Station,2021-09-09 19:00:00.786337,59
Foster Weather Station,2021-09-03 03:59:59.923193,62
63rd Street Weather Station,2021-10-16 12:00:00.854339,53
Oak Street Weather Station,2021-08-02 03:59:59.884157,70
Foster Weather Station,2021-07-11 02:59:59.825685,83
Foster Weather Station,2021-10-19 07:00:00.425831,66
Foster Weather Station,2021-06-11 03:00:00.180907,87
Foster Weather Station,2021-07-26 17:00:00.087710,49
Foster Weather Station,2021-09-11 09:00:00.779155,64
63rd Street Weather Station,2021-08-22 05:00:00.345838,83
63rd Street Weather Station,2021-11-18 23:00:00.044012,55
63rd Street Weather Station,2021-07-30 03:00:00.464871,75
Foster Weather Station,2021-11-12 16:59:59.179385,74
Oak Street Weather Station,2021-08-05 01:00:00.513953,56
63rd Street Weather Station,2021-11-09 07:00:00.327793,90
Foster Weather Station,2021-08-22 13:59:59.501718,74
63rd Street Weather Station,2021-11-27 01:59:59.784446,62
Oak Street Weather Station,2021-08-19 16:59:59.266633,84
Oak Street Weather Station,2021-09-29 14:00:00.719819,75
Foster Weather Station,2021-09-16 20:59:59.266582,75
63rd Street Weather Station,2021-08-09 05:59:59.672063,88
Oak Street Weather Station,2021-07-30 21:00:00.017834,69
Foster Weather Station,2021-10-17 08:59:59.903843,51
Foster Weather Station,2021-07-05 08:59:59.579335,60
Oak Street Weather Station,2021-07-16 12:00:00.758429,91
63rd Street Weather Station,2021-10-05 07:59:59.268146,93
Foster Weather Station,2021-09-19 01:59:59.105530,85
63rd Street Weather Station,2021-09-08 22:00:00.157680,54
Foster Weather Station,2021-11-05 17:00:00.266595,40
63rd Street Weather Station,2021-11-26 07:00:00.377050,61
Oak Street Weather Station,2021-07-27 10:59:59.281887,68
63rd Street Weather Station,2021-07-27 10:00:00.759291,80
63rd Street Weather Station,2021-09-28 02:00:00.873308,90
Oak Street Weather Station,2021-07-13 15:59:59.121911,87
Oak Street Weather Station,2021-12-04 11:00:00.101778,35
Oak Street Weather Station,2021-06-30 19:59:59.817451,91
Oak Street Weather Station,2021-09-10 13:00:00.748827,61
Foster Weather Station,2021-08-28 12:00:00.765782,56
Foster Weather Station,2021-10-10 10:59:59.282031,63
63rd Street Weather Station,2021-09-23 03:00:00.780517,67
Foster Weather Station,2021-08-17 03:59:59.179710,83
Oak Street Weather Station,2021-11-20 11:00:00.345183,56
Foster Weather Station,2021-08-06 07:00:00.410231,53
Oak Street Weather Station,2021-10-26 22:00:00.712557,69
Foster Weather Station,2021-07-16 13:59:59.132517,83
63rd Street Weather Station,2021-12-02 13:00:00.239137,32
Oak Street Weather Station,2021-10-04 19:00:00.032776,88
63rd Street Weather Station,2021-11-01 18:59:59.970935,52
Oak Street Weather Station,2021-07-11 21:59:59.946476,88
Oak Street Weather Station,2021-11-26 11:59:59.865717,40
Foster Weather Station,2021-12-07 03:59:59.553399,46
Oak Street Weather Station,2021-06-05 21:00:00.314319,40
Oak Street Weather Station,2021-11-22 23:59:59.458130,41
Foster Weather Station,2021-10-23 04:59:59.291744,58
Oak Street Weather Station,2021-06-15 14:00:00.852947,75
63rd Street Weather Station,2021-07-03 23:59:59.438804,67
Foster Weather Station,2021-12-09 10:59:59.305232,54
63rd Street Weather Station,2021-10-20 05:59:59.155989,74
63rd Street Weather Station,2021-07-01 05:59:59.481727,99
Foster Weather Station,2021-09-21 16:00:00.135111,64
63rd Street Weather Station,2021-08-13 04:59:59.100354,91
Oak Street Weather Station,2021-07-28 05:59:59.566997,71
63rd Street Weather Station,2021-06-27 13:59:59.163157,66
Oak Street Weather Station,2021-05-23 07:00:00.848294,75
Foster Weather Station,2021-05-31 14:59:59.557637,34
Foster Weather Station,2021-06-01 14:59:59.187773,61
Oak Street Weather Station,2021-12-04 12:59:59.221190,24
Oak Street Weather Station,2021-11-14 04:59:59.353252,77
Oak Street Weather Station,2021-07-02 21:00:00.887513,73
63rd Street Weather Station,2021-08-09 19:59:59.907695,88
Foster Weather Station,2021-08-20 09:00:00.548648,77
Oak Street Weather Station,2021-06-26 08:00:00.126866,91
Foster Weather Station,2021-11-15 08:00:00.286483,55
63rd Street Weather Station,2021-10-20 19:59:59.400025,57
63rd Street Weather Station,2021-10-25 23:59:59.385808,69
Oak Street Weather Station,2021-07-24 14:00:00.516661,53
Oak Street Weather Station,2021-06-04 14:00:00.573635,27
Oak Street Weather Station,2021-12-07 20:59:59.364842,36
Foster Weather Station,2021-07-29 04:59:59.982019,57
Foster Weather Station,2021-05-31 21:59:59.837620,48
Foster Weather Station,2021-10-30 16:00:00.882445,71
Foster Weather Station,2021-10-22 00:59:59.743858,67
Foster Weather Station,2021-10-12 11:59:59.409992,83
63rd Street Weather Station,2021-09-15 14:59:59.132043,77
63rd Street Weather Station,2021-09-22 07:59:59.974014,68
Oak Street Weather Station,2021-10-26 09:00:00.326671,74
63rd Street Weather Station,2021-06-16 06:59:59.302093,71
Oak Street Weather Station,2021-11-21 20:59:59.991438,33
63rd Street Weather Station,2021-11-20 21:00:00.698508,62
Oak Street Weather Station,2021-12-08 12:00:00.238253,62
63rd Street Weather Station,2021-07-02 18:00:00.352979,73
Foster Weather Station,2021-11-27 07:59:59.162784,56
63rd Street Weather Station,2021-10-09 05:00:00.409179,96
Foster Weather Station,2021-09-22 23:59:59.484970,52
63rd Street Weather Station,2021-09-09 21:00:00.753506,68
Foster Weather Station,2021-09-20 08:59:59.260829,87
Oak Street Weather Station,2021-10-03 12:59:59.382267,85
Oak Street Weather Station,2021-06-01 10:00:00.169195,70
63rd Street Weather Station,2021-09-03 04:00:00.807313,71
63rd Street Weather Station,2021-05-24 15:59:59.722574,77
63rd Street Weather Station,2021-12-03 21:59:59.917725,90
63rd Street Weather Station,2021-05-17 15:00:00.889681,83
Foster Weather Station,2021-12-07 18:00:00.837142,38
Foster Weather Station,2021-08-21 07:00:00.409242,70
Foster Weather Station,2021-07-15 08:00:00.217894,77
Oak Street Weather Station,2021-09-21 10:59:59.946869,77
Foster Weather Station,2021-05-31 18:00:00.556979,38
Foster Weather Station,2021-06-24 23:00:00.896053,83
63rd Street Weather Station,2021-06-09 11:00:00.489501,88
Foster Weather Station,2021-07-10 21:59:59.815464,82
Oak Street Weather Station,2021-10-28 16:59:59.774795,87
63rd Street Weather Station,2021-10-04 03:59:59.279918,99
Oak Street Weather Station,2021-08-22 22:59:59.214264,82
Foster Weather Station,2021-07-27 14:59:59.210520,45
63rd Street Weather Station,2021-12-16 20:00:00.897882,54
Oak Street Weather Station,2021-12-17 14:00:00.479871,70
Oak Street Weather Station,2021-07-26 00:59:59.358232,52
Foster Weather Station,2021-07-31 13:00:00.232997,61
Oak Street Weather Station,2021-12-02 00:00:00.021578,66
Foster Weather Station,2021-10-07 21:59:59.165683,86
Foster Weather Station,2021-10-11 16:00:00.187437,82
63rd Street Weather Station,2021-08-31 09:00:00.450445,61
Oak Street Weather Station,2021-08-04 16:59:59.344648,54
63rd Street Weather Station,2021-08-06 10:00:00.790018,70
Oak Street Weather Station,2021-05-28 20:59:59.528418,79
63rd Street Weather Station,2021-11-27 19:00:00.836798,74
63rd Street Weather Station,2021-07-25 19:00:00.518415,40
63rd Street Weather Station,2021-07-11 14:00:00.300614,93
63rd Street Weather Station,2021-11-27 09:00:00.116412,68
Foster Weather Station,2021-06-22 19:00:00.629549,49
Oak Street Weather Station,2021-10-15 19:00:00.761572,56
Foster Weather Station,2021-09-13 19:00:00.025867,86
Foster Weather Station,2021-08-09 16:59:59.593762,68
63rd Street Weather Station,2021-10-22 15:59:59.312052,49
63rd Street Weather Station,2021-05-22 12:00:00.598205,51
63rd Street Weather Station,2021-09-05 01:00:00.486005,80
63rd Street Weather Station,2021-12-13 23:00:00.139884,77
63rd Street Weather Station,2021-07-13 16:00:00.502728,94
Foster Weather Station,2021-10-15 08:00:00.205600,76
Oak Street Weather Station,2021-07-21 23:59:59.357848,83
Foster Weather Station,2021-11-21 21:59:59.358877,33
63rd Street Weather Station,2021-09-04 07:59:59.672777,75
63rd Street Weather Station,2021-11-26 22:59:59.728350,62
63rd Street Weather Station,2021-11-19 01:59:59.473243,54
63rd Street Weather Station,2021-08-03 02:59:59.942334,73
Foster Weather Station,2021-10-26 05:59:59.404633,62
Oak Street Weather Station,2021-08-22 17:00:00.259994,82
Oak Street Weather Station,2021-05-22 11:59:59.479355,47
63rd Street Weather Station,2021-11-15 19:59:59.488837,76
63rd Street Weather Station,2021-07-30 14:00:00.485570,71
Foster Weather Station,2021-10-09 10:59:59.270088,76
Foster Weather Station,2021-08-28 19:59:59.622638,58
Foster Weather Station,2021-08-02 12:00:00.656086,53
Oak Street Weather Station,2021-07-15 01:00:00.240858,70
63rd Street Weather Station,2021-07-21 21:59:59.863853,88
Foster Weather Station,2021-07-11 13:59:59.306350,80
63rd Street Weather Station,2021-10-16 19:00:00.521035,45
Oak Street Weather Station,2021-06-14 05:59:59.832739,50
Oak Street Weather Station,2021-07-09 20:00:00.113214,61
Oak Street Weather Station,2021-10-27 06:00:00.321307,74
Oak Street Weather Station,2021-10-26 04:59:59.670554,64
Foster Weather Station,2021-11-09 23:59:59.620468,71
Foster Weather Station,2021-10-26 02:59:59.355229,59
63rd Street Weather Station,2021-09-08 14:59:59.235576,35
63rd Street Weather Station,2021-10-29 12:59:59.609393,92
63rd Street Weather Station,2021-08-23 18:59:59.706350,64
Oak Street Weather Station,2021-07-15 19:00:00.551071,93
Oak Street Weather Station,2021-06-10 17:59:59.738661,85
Foster Weather Station,2021-07-05 01:59:59.745915,66
63rd Street Weather Station,2021-09-07 05:59:59.135320,82
Foster Weather Station,2021-07-02 06:00:00.688961,77
63rd Street Weather Station,2021-05-28 22:59:59.301456,59
Foster Weather Station,2021-08-04 22:00:00.586413,68
63rd Street Weather Station,2021-06-10 01:59:59.789814,95
Oak Street Weather Station,2021-08-08 20:00:00.387042,63
Oak Street Weather Station,2021-06-13 03:59:59.279774,52
Foster Weather Station,2021-05-29 02:59:59.171430,51
Foster Weather Station,2021-05-30 09:00:00.390608,63
Foster Weather Station,2021-07-20 11:00:00.024091,49
Oak Street Weather Station,2021-06-29 05:59:59.128533,84
Foster Weather Station,2021-12-16 23:00:00.774411,49
63rd Street Weather Station,2021-06-30 00:59:59.517165,97
Oak Street Weather Station,2021-10-12 03:59:59.313682,89
63rd Street Weather Station,2021-05-17 21:59:59.177351,92
Foster Weather Station,2021-05-18 14:59:59.308891,67
Foster Weather Station,2021-06-16 04:00:00.171582,65
Foster Weather Station,2021-08-22 22:00:00.204722,74
Oak Street Weather Station,2021-08-11 19:59:59.246175,70
Foster Weather Station,2021-07-24 14:59:59.858224,48
Foster Weather Station,2021-08-01 12:00:00.262051,67
Foster Weather Station,2021-10-02 21:59:59.107402,79
Oak Street Weather Station,2021-11-03 19:00:00.409583,47
Foster Weather Station,2021-06-23 06:59:59.125736,53
Foster Weather Station,2021-06-15 18:00:00.714963,62
Foster Weather Station,2021-09-03 08:59:59.956150,55
Foster Weather Station,2021-07-18 14:59:59.758041,75
63rd Street Weather Station,2021-08-01 00:59:59.709434,76
63rd Street Weather Station,2021-06-08 12:00:00.588024,91
Foster Weather Station,2021-08-02 15:59:59.711842,56
Foster Weather Station,2021-07-18 06:59:59.426571,82
Oak Street Weather Station,2021-05-17 17:00:00.202787,77
63rd Street Weather Station,2021-10-02 03:00:00.614244,62
Foster Weather Station,2021-05-26 02:59:59.811246,83
Oak Street Weather Station,2021-09-24 14:00:00.753828,35
Foster Weather Station,2021-07-02 22:59:59.118368,74
63rd Street Weather Station,2021-09-20 19:59:59.295498,83
Foster Weather Station,2021-12-04 20:59:59.915946,27
Foster Weather Station,2021-07-23 13:59:59.395566,71
63rd Street Weather Station,2021-12-14 00:00:00.565210,82
Oak Street Weather Station,2021-06-23 04:59:59.660509,55
Foster Weather Station,2021-08-03 17:59:59.703554,54
Oak Street Weather Station,2021-07-20 16:59:59.911876,81
Oak Street Weather Station,2021-09-29 18:00:00.853066,77
Foster Weather Station,2021-09-16 02:00:00.741533,64
Foster Weather Station,2021-08-01 19:59:59.124695,68
Oak Street Weather Station,2021-11-23 01:00:00.516357,43
Oak Street Weather Station,2021-06-20 18:59:59.516561,91
63rd Street Weather Station,2021-12-11 08:59:59.255478,78
63rd Street Weather Station,2021-06-05 22:59:59.197454,47
