Station Name,Measurement Timestamp,Rain Intensity,Interval Rain,Total Rain
Foster Weather Station,2021-10-27 12:00:00.306488,,0.0,
63rd Street Weather Station,2021-08-16 20:00:00.899326,0.0,0.0,395.3
63rd Street Weather Station,2021-08-05 07:59:59.444452,0.0,0.0,324.2
Foster Weather Station,2021-11-22 19:59:59.583049,,0.0,
Oak Street Weather Station,2021-10-18 23:59:59.258945,0.0,0.0,269.7
63rd Street Weather Station,2021-08-22 12:00:00.845822,0.0,0.0,397.6
Foster Weather Station,2021-08-26 01:59:59.174820,,0.0,
Foster Weather Station,2021-08-27 22:59:59.649403,,0.0,
Foster Weather Station,2021-06-22 21:00:00.210856,,0.0,
Foster Weather Station,2021-06-27 17:00:00.204487,,0.0,
63rd Street Weather Station,2021-06-26 07:00:00.755015,11.4,4.5,88.5
Oak Street Weather Station,2021-06-23 14:59:59.858958,0.0,0.0,34.7
63rd Street Weather Station,2021-09-22 10:59:59.312212,0.0,0.0,518.3
Foster Weather Station,2021-09-08 11:59:59.959748,,0.0,
Foster Weather Station,2021-10-14 01:00:00.408810,,0.0,
Oak Street Weather Station,2021-09-11 05:00:00.059594,0.0,0.0,202.1
Foster Weather Station,2021-11-02 08:00:00.066561,,0.0,
63rd Street Weather Station,2021-10-20 14:00:00.461367,0.0,0.0,654.8
Foster Weather Station,2021-06-28 10:00:00.481051,,0.0,
63rd Street Weather Station,2021-11-14 07:00:00.127200,0.0,0.0,99.7
63rd Street Weather Station,2021-06-28 07:00:00.083370,0.0,0.0,164.9
63rd Street Weather Station,2021-07-17 15:59:59.660554,0.0,0.0,282.9
63rd Street Weather Station,2021-07-14 17:59:59.421003,0.0,0.0,278.4
Foster Weather Station,2021-09-01 06:00:00.719321,,0.0,
Foster Weather Station,2021-06-23 05:00:00.012097,,0.0,
Oak Street Weather Station,2021-09-05 16:59:59.332465,0.0,0.0,199.8
Foster Weather Station,2021-09-17 04:59:59.961883,,0.0,
63rd Street Weather Station,2021-07-07 19:59:59.216901,0.0,0.0,235.7
63rd Street Weather Station,2021-06-29 10:59:59.568820,0.0,15.5,214.4
Foster Weather Station,2021-09-01 05:00:00.113552,,0.0,
Foster Weather Station,2021-11-15 03:59:59.964934,,0.0,
Oak Street Weather Station,2021-08-04 17:00:00.578940,0.0,0.0,146.2
63rd Street Weather Station,2021-09-11 07:00:00.879186,0.0,0.0,498.4
63rd Street Weather Station,2021-08-21 14:00:00.011582,0.0,0.0,395.3
63rd Street Weather Station,2021-07-09 00:00:00.082419,0.0,0.0,235.8
Oak Street Weather Station,2021-05-23 01:59:59.866342,0.0,0.0,22.8
63rd Street Weather Station,2021-06-18 21:00:00.848469,0.0,0.0,0.0
Foster Weather Station,2021-06-22 05:00:00.133014,,0.0,
Foster Weather Station,2021-11-13 14:00:00.038638,,0.0,
Foster Weather Station,2021-06-05 19:59:59.804207,,0.0,
63rd Street Weather Station,2021-07-07 10:59:59.508994,0.0,0.0,235.7
63rd Street Weather Station,2021-06-07 00:59:59.873631,0.0,0.0,3.5
63rd Street Weather Station,2021-06-05 15:00:00.541325,0.0,0.0,3.5
Oak Street Weather Station,2021-10-20 02:00:00.338326,0.0,0.0,269.7
Oak Street Weather Station,2021-07-24 14:59:59.349149,0.0,0.0,134.0
63rd Street Weather Station,2021-10-13 13:00:00.753797,0.0,0.0,630.4
63rd Street Weather Station,2021-07-17 17:59:59.913697,0.0,0.0,282.9
Oak Street Weather Station,2021-08-18 21:00:00.306903,0.0,0.0,164.1
63rd Street Weather Station,2021-08-17 10:00:00.860220,0.0,0.0,395.3
Foster Weather Station,2021-06-04 03:00:00.198240,,0.0,
63rd Street Weather Station,2021-06-10 17:00:00.177315,0.0,0.0,4.1
63rd Street Weather Station,2021-11-22 06:00:00.194334,0.0,0.0,103.9
Foster Weather Station,2021-09-24 09:00:00.448425,,0.0,
Oak Street Weather Station,2021-07-25 19:59:59.600761,0.0,0.0,140.0
Oak Street Weather Station,2021-09-30 14:00:00.274847,0.0,0.0,214.6
63rd Street Weather Station,2021-06-06 07:00:00.299285,0.0,0.0,3.5
Foster Weather Station,2021-08-12 13:59:59.542961,,0.0,
Foster Weather Station,2021-07-13 02:00:00.022394,,0.0,
Foster Weather Station,2021-11-12 21:00:00.827209,,0.0,
63rd Street Weather Station,2021-09-05 23:00:00.820050,0.0,0.0,489.5
Foster Weather Station,2021-07-17 17:59:59.566593,,0.0,
Foster Weather Station,2021-09-30 13:00:00.091372,,0.0,
Oak Street Weather Station,2021-11-18 23:00:00.630511,0.0,0.0,40.7
Oak Street Weather Station,2021-11-25 12:59:59.751909,0.0,0.0,42.8
Foster Weather Station,2021-07-14 09:00:00.529748,,0.0,
Oak Street Weather Station,2021-05-29 21:00:00.738763,0.0,0.0,15.9
Foster Weather Station,2021-06-15 16:00:00.064431,,0.0,
Foster Weather Station,2021-12-13 20:00:00.246205,,0.0,
63rd Street Weather Station,2021-10-02 17:59:59.225612,0.0,3.6,535.8
Oak Street Weather Station,2021-11-17 06:59:59.131294,0.0,0.0,37.1
Foster Weather Station,2021-07-02 13:59:59.917869,,0.0,
Oak Street Weather Station,2021-10-26 18:00:00.101879,0.0,0.0,2.6
Oak Street Weather Station,2021-07-22 02:00:00.375880,0.0,0.0,132.3
63rd Street Weather Station,2021-12-02 21:00:00.698425,0.0,0.0,107.4
Foster Weather Station,2021-10-31 10:59:59.243577,,0.0,
Oak Street Weather Station,2021-07-11 12:00:00.178797,0.0,0.8,127.1
63rd Street Weather Station,2021-07-14 08:59:59.821804,0.0,0.0,278.4
63rd Street Weather Station,2021-10-26 10:00:00.218672,0.0,0.0,1.2
63rd Street Weather Station,2021-11-12 23:00:00.410066,0.0,0.0,99.2
Foster Weather Station,2021-05-20 03:00:00.541287,,0.0,
Oak Street Weather Station,2021-11-16 00:00:00.112613,0.0,0.0,37.1
Oak Street Weather Station,2021-11-27 19:00:00.370570,0.0,0.0,42.8
Oak Street Weather Station,2021-08-14 04:00:00.563770,0.0,0.0,164.1
Oak Street Weather Station,2021-07-29 12:59:59.993479,0.0,0.0,146.2
Foster Weather Station,2021-09-07 17:59:59.613160,,0.03,
Oak Street Weather Station,2021-07-03 20:59:59.128591,0.0,0.0,112.6
63rd Street Weather Station,2021-05-23 02:59:59.791097,0.0,0.0,18.2
Oak Street Weather Station,2021-09-21 13:00:00.571119,0.0,0.0,209.5
Foster Weather Station,2021-09-04 06:00:00.137490,,0.0,
Oak Street Weather Station,2021-06-04 05:00:00.071553,0.0,0.0,15.9
Foster Weather Station,2021-06-14 22:00:00.126893,,0.0,
Oak Street Weather Station,2021-12-01 09:00:00.674956,0.0,0.0,42.8
63rd Street Weather Station,2021-06-23 14:00:00.639432,0.0,0.0,22.3
Oak Street Weather Station,2021-06-04 20:59:59.200683,0.0,0.0,15.9
63rd Street Weather Station,2021-10-06 12:00:00.275264,0.0,0.0,570.0
63rd Street Weather Station,2021-05-30 01:00:00.095113,0.0,0.0,3.1
Oak Street Weather Station,2021-09-19 14:59:59.113022,0.0,0.0,204.3
63rd Street Weather Station,2021-10-30 07:00:00.402823,0.0,0.0,60.2
Oak Street Weather Station,2021-08-03 09:00:00.151330,0.0,0.0,146.2
63rd Street Weather Station,2021-11-26 15:59:59.609566,0.0,0.0,107.2
Oak Street Weather Station,2021-11-08 05:59:59.896673,0.0,0.0,23.8
63rd Street Weather Station,2021-09-05 18:59:59.938205,0.0,0.0,489.5
Foster Weather Station,2021-07-24 12:00:00.832677,,0.0,
Oak Street Weather Station,2021-06-29 23:59:59.399706,0.0,0.0,108.6
Oak Street Weather Station,2021-08-28 11:00:00.327166,0.0,0.0,195.8
63rd Street Weather Station,2021-11-12 10:00:00.328558,0.0,0.0,97.5
Foster Weather Station,2021-11-02 08:59:59.566316,,0.0,
63rd Street Weather Station,2021-06-08 09:59:59.637994,0.0,0.0,4.1
Foster Weather Station,2021-11-18 06:00:00.836018,,0.0,
Oak Street Weather Station,2021-09-21 03:59:59.594118,1.2,0.4,208.7
63rd Street Weather Station,2021-11-23 13:59:59.900628,0.0,0.0,103.9
63rd Street Weather Station,2021-10-11 05:59:59.320977,0.0,0.0,592.4
Foster Weather Station,2021-08-19 18:59:59.801591,,0.0,
Oak Street Weather Station,2021-06-03 05:59:59.218555,0.0,0.0,15.9
Foster Weather Station,2021-09-14 16:59:59.803311,,0.0,
Oak Street Weather Station,2021-10-20 18:59:59.554663,0.0,0.0,269.7
Oak Street Weather Station,2021-07-09 07:00:00.827207,0.0,0.0,114.7
63rd Street Weather Station,2021-06-29 05:00:00.839048,0.0,0.0,174.8
Foster Weather Station,2021-09-17 10:59:59.884925,,0.0,
Oak Street Weather Station,2021-05-27 02:59:59.645484,0.0,0.0,36.8
63rd Street Weather Station,2021-10-31 12:59:59.563311,0.0,0.0,60.2
Foster Weather Station,2021-11-01 04:00:00.017058,,0.0,
Oak Street Weather Station,2021-12-16 22:00:00.390904,0.0,0.0,25.6
Foster Weather Station,2021-07-29 20:59:59.615083,,0.0,
Oak Street Weather Station,2021-11-10 00:59:59.924283,0.0,0.0,23.8
Foster Weather Station,2021-08-26 23:59:59.215311,,0.0,
63rd Street Weather Station,2021-06-28 23:59:59.563864,0.0,0.0,174.8
Foster Weather Station,2021-11-15 22:59:59.902853,,0.0,
Foster Weather Station,2021-06-30 08:00:00.870294,,0.0,
Foster Weather Station,2021-07-27 22:00:00.563619,,0.0,
63rd Street Weather Station,2021-06-03 23:00:00.578945,0.0,0.0,3.3
Foster Weather Station,2021-10-26 20:00:00.764866,,0.0,
Oak Street Weather Station,2021-06-17 09:59:59.875754,0.0,0.0,21.7
Oak Street Weather Station,2021-08-30 14:00:00.545217,0.0,0.0,198.2
63rd Street Weather Station,2021-11-04 04:00:00.701828,0.0,0.0,60.2
Oak Street Weather Station,2021-12-17 19:59:59.165499,0.0,0.0,25.6
Foster Weather Station,2021-05-19 14:00:00.406946,,0.0,
Foster Weather Station,2021-11-01 16:00:00.864150,,0.0,
Foster Weather Station,2021-07-09 05:00:00.204050,,0.0,
Oak Street Weather Station,2021-06-08 05:59:59.663969,0.0,0.0,16.0
Foster Weather Station,2021-09-20 18:00:00.860328,,0.0,
Foster Weather Station,2021-10-04 16:59:59.667931,,0.0,
63rd Street Weather Station,2021-06-24 02:00:00.696070,0.0,0.0,22.3
Foster Weather Station,2021-06-06 06:59:59.609030,,0.0,
Oak Street Weather Station,2021-05-25 00:59:59.382279,0.0,0.0,23.0
Foster Weather Station,2021-08-03 13:59:59.446443,,0.0,
Oak Street Weather Station,2021-10-01 21:59:59.430089,0.0,0.0,214.6
63rd Street Weather Station,2021-05-28 03:00:00.224231,0.0,0.1,4.0
63rd Street Weather Station,2021-08-10 00:00:00.130078,0.0,0.0,346.0
Foster Weather Station,2021-05-23 04:59:59.384625,,0.0,
Oak Street Weather Station,2021-11-06 03:00:00.807638,0.0,0.0,23.8
63rd Street Weather Station,2021-07-31 19:00:00.054083,0.0,0.0,324.2
Oak Street Weather Station,2021-08-29 05:00:00.776605,0.0,0.0,195.8
Foster Weather Station,2021-06-06 17:59:59.701477,,0.0,
Oak Street Weather Station,2021-07-10 13:59:59.742836,0.0,0.0,114.7
Oak Street Weather Station,2021-07-09 06:00:00.028555,0.0,0.0,114.7
Foster Weather Station,2021-07-21 22:59:59.602036,,0.0,
Foster Weather Station,2021-05-31 02:59:59.669604,,0.0,
Foster Weather Station,2021-06-19 00:00:00.150739,,0.0,
Foster Weather Station,2021-08-09 16:59:59.968403,,0.0,
Oak Street Weather Station,2021-07-11 06:59:59.964096,0.0,0.0,117.7
63rd Street Weather Station,2021-10-15 20:59:59.630441,0.0,0.0,654.8
63rd Street Weather Station,2021-08-04 20:00:00.556360,0.0,0.0,324.2
Foster Weather Station,2021-11-24 20:00:00.874275,,0.0,
Oak Street Weather Station,2021-06-10 20:00:00.220815,0.0,0.0,16.1
63rd Street Weather Station,2021-09-02 22:59:59.876422,0.0,0.0,487.2
Oak Street Weather Station,2021-05-20 02:00:00.626555,0.0,0.1,22.8
Foster Weather Station,2021-09-01 07:59:59.142776,,0.0,
Oak Street Weather Station,2021-09-10 18:59:59.920230,0.0,0.0,202.1
63rd Street Weather Station,2021-09-07 00:59:59.492866,0.0,0.0,489.5
Foster Weather Station,2021-06-28 19:59:59.993177,,0.0,
63rd Street Weather Station,2021-10-16 12:59:59.280005,0.0,0.0,654.8
63rd Street Weather Station,2021-08-28 00:00:00.195381,0.0,0.0,482.1
Foster Weather Station,2021-07-09 00:00:00.069900,,0.0,
63rd Street Weather Station,2021-08-28 09:59:59.961779,0.0,0.0,482.1
63rd Street Weather Station,2021-12-06 03:59:59.222812,0.0,0.0,8.4
Foster Weather Station,2021-07-22 06:59:59.402243,,0.0,
Foster Weather Station,2021-11-27 11:59:59.531687,,0.03,
63rd Street Weather Station,2021-12-04 14:59:59.911796,0.0,0.0,107.4
Foster Weather Station,2021-09-22 10:00:00.125852,,0.94,
Foster Weather Station,2021-08-13 05:00:00.281476,,0.0,
63rd Street Weather Station,2021-06-28 01:00:00.811547,0.0,0.0,153.1
63rd Street Weather Station,2021-05-28 14:59:59.972459,0.0,0.0,1.5
Oak Street Weather Station,2021-07-13 08:00:00.388052,0.0,0.0,129.4
Oak Street Weather Station,2021-10-27 16:59:59.792893,0.0,0.0,2.6
Oak Street Weather Station,2021-07-20 17:59:59.344955,0.0,0.0,132.3
63rd Street Weather Station,2021-09-23 14:00:00.337454,0.0,0.0,518.3
Oak Street Weather Station,2021-10-22 15:00:00.653657,0.0,0.0,269.8
Oak Street Weather Station,2021-09-25 04:00:00.516881,0.0,0.0,214.6
Foster Weather Station,2021-07-01 19:59:59.970669,,0.0,
Foster Weather Station,2021-09-30 20:00:00.877196,,0.0,
Foster Weather Station,2021-10-01 10:00:00.825147,,0.0,
63rd Street Weather Station,2021-06-19 12:59:59.883704,0.0,0.0,0.8
Foster Weather Station,2021-05-19 16:59:59.866958,,0.0,
Oak Street Weather Station,2021-12-01 21:59:59.782430,0.0,0.0,42.9
63rd Street Weather Station,2021-09-12 05:59:59.513667,0.0,0.0,498.4
Oak Street Weather Station,2021-05-17 22:00:00.859323,0.0,0.0,18.6
Foster Weather Station,2021-08-28 23:59:59.285428,,0.0,
Oak Street Weather Station,2021-10-14 03:00:00.809273,0.0,0.0,266.9
Foster Weather Station,2021-09-23 05:59:59.722688,,0.0,
Oak Street Weather Station,2021-11-19 13:00:00.446855,0.0,0.0,40.7
63rd Street Weather Station,2021-07-05 13:00:00.515118,0.0,0.0,235.7
Oak Street Weather Station,2021-10-13 02:00:00.689500,0.0,0.0,257.1
63rd Street Weather Station,2021-07-03 07:00:00.365053,0.0,0.0,235.7
Foster Weather Station,2021-06-04 01:00:00.648240,,0.0,
Oak Street Weather Station,2021-10-20 10:59:59.742472,0.0,0.0,269.7
63rd Street Weather Station,2021-11-27 02:59:59.580254,0.0,0.0,107.2
63rd Street Weather Station,2021-06-17 03:59:59.464489,0.0,0.0,15.3
Oak Street Weather Station,2021-11-11 13:00:00.869011,0.0,0.0,35.5
63rd Street Weather Station,2021-09-11 16:59:59.938039,0.0,0.0,498.4
63rd Street Weather Station,2021-10-27 15:00:00.350249,0.0,0.0,1.2
Oak Street Weather Station,2021-08-19 12:00:00.455455,0.0,0.0,164.1
63rd Street Weather Station,2021-08-25 04:00:00.315632,0.0,0.0,441.1
Oak Street Weather Station,2021-10-06 16:59:59.654427,0.0,0.0,223.9
Foster Weather Station,2021-06-17 16:59:59.512314,,0.0,
Foster Weather Station,2021-10-01 01:59:59.120868,,0.0,
Foster Weather Station,2021-10-03 14:00:00.877606,,0.0,
63rd Street Weather Station,2021-08-31 09:59:59.752591,0.0,0.0,487.2
63rd Street Weather Station,2021-09-21 11:59:59.366588,0.0,0.0,506.4
63rd Street Weather Station,2021-11-29 13:59:59.486328,0.0,0.0,107.4
Foster Weather Station,2021-11-03 16:00:00.727371,,0.0,
Foster Weather Station,2021-06-25 09:59:59.807309,,0.0,
63rd Street Weather Station,2021-08-02 09:00:00.662755,0.0,0.0,324.2
Oak Street Weather Station,2021-11-04 11:00:00.772783,0.0,0.0,23.8
Foster Weather Station,2021-12-15 02:00:00.117285,,0.0,
Oak Street Weather Station,2021-08-05 13:59:59.585981,0.0,0.0,146.2
Foster Weather Station,2021-09-27 09:59:59.818457,,0.0,
Oak Street Weather Station,2021-10-20 23:59:59.588726,0.0,0.0,269.7
Foster Weather Station,2021-11-22 16:59:59.945454,,0.0,
Oak Street Weather Station,2021-06-26 16:59:59.795303,0.0,1.6,85.8
Oak Street Weather Station,2021-07-22 10:00:00.175892,0.0,0.0,132.3
63rd Street Weather Station,2021-10-20 14:59:59.760338,0.0,0.0,654.8
Foster Weather Station,2021-08-28 15:59:59.344293,,0.0,
63rd Street Weather Station,2021-08-29 08:00:00.776122,0.0,0.0,482.1
Oak Street Weather Station,2021-08-26 03:59:59.267924,0.0,0.0,195.8
63rd Street Weather Station,2021-09-29 14:59:59.649961,0.0,0.0,526.7
Foster Weather Station,2021-09-23 22:00:00.777457,,0.0,
Oak Street Weather Station,2021-11-26 01:59:59.118991,0.0,0.0,42.8
63rd Street Weather Station,2021-07-11 19:00:00.727700,0.0,0.0,264.4
Foster Weather Station,2021-06-18 01:00:00.381299,,0.0,
63rd Street Weather Station,2021-08-13 09:00:00.834556,0.0,0.0,395.3
Oak Street Weather Station,2021-10-28 04:00:00.411668,0.0,0.0,2.6
Foster Weather Station,2021-09-23 14:59:59.449645,,0.0,
Oak Street Weather Station,2021-07-12 16:00:00.576163,0.0,0.0,128.7
Oak Street Weather Station,2021-12-06 11:59:59.177886,0.0,0.0,4.2
Oak Street Weather Station,2021-11-02 17:00:00.627302,0.0,0.0,23.8
Foster Weather Station,2021-11-26 05:59:59.798182,,0.0,
Foster Weather Station,2021-08-20 05:59:59.907985,,0.0,
Oak Street Weather Station,2021-06-07 07:59:59.625264,0.0,0.0,15.9
Foster Weather Station,2021-08-03 09:59:59.848539,,0.0,
Oak Street Weather Station,2021-08-17 21:00:00.609550,0.0,0.0,164.1
Oak Street Weather Station,2021-08-13 19:00:00.209509,0.0,0.0,164.1
63rd Street Weather Station,2021-11-10 01:00:00.634756,0.0,0.0,60.2
63rd Street Weather Station,2021-08-12 19:00:00.756041,0.0,0.0,395.3
Foster Weather Station,2021-11-12 17:00:00.613414,,0.0,
Oak Street Weather Station,2021-11-24 19:00:00.820032,0.0,0.0,41.1
Foster Weather Station,2021-07-16 23:59:59.938337,,0.0,
Foster Weather Station,2021-09-02 08:59:59.434376,,0.0,
Foster Weather Station,2021-10-06 16:59:59.493764,,0.0,
Foster Weather Station,2021-09-06 05:00:00.393219,,0.0,
Foster Weather Station,2021-09-16 04:59:59.315739,,0.0,
Foster Weather Station,2021-05-28 10:00:00.742349,,0.0,
Foster Weather Station,2021-08-14 01:00:00.666377,,0.0,
Oak Street Weather Station,2021-12-17 11:59:59.312255,0.0,0.0,25.6
63rd Street Weather Station,2021-08-27 19:59:59.172794,0.0,0.0,482.1
63rd Street Weather Station,2021-06-17 19:00:00.720048,0.0,0.0,15.3
63rd Street Weather Station,2021-07-02 02:00:00.011179,0.0,0.0,235.7
63rd Street Weather Station,2021-09-23 01:00:00.329219,0.0,0.0,518.3
63rd Street Weather Station,2021-11-23 08:00:00.701106,0.0,0.0,103.9
63rd Street Weather Station,2021-11-18 06:59:59.957424,0.0,0.0,103.0
63rd Street Weather Station,2021-08-05 16:59:59.458981,0.0,0.0,324.2
Oak Street Weather Station,2021-11-29 21:00:00.119674,0.0,0.0,42.8
Foster Weather Station,2021-06-27 14:59:59.882154,,0.0,
Oak Street Weather Station,2021-07-25 15:00:00.531703,0.0,0.0,140.0
63rd Street Weather Station,2021-06-03 21:00:00.777898,0.0,0.0,3.3
63rd Street Weather Station,2021-12-07 16:59:59.324372,0.0,0.0,8.4
63rd Street Weather Station,2021-05-27 03:00:00.209798,0.0,0.0,61.5
Foster Weather Station,2021-05-17 18:00:00.416472,,0.0,
63rd Street Weather Station,2021-07-27 16:59:59.301847,0.0,0.0,309.7
63rd Street Weather Station,2021-07-16 12:00:00.621622,0.0,0.0,282.9
Foster Weather Station,2021-11-20 14:59:59.241498,,0.0,
63rd Street Weather Station,2021-07-20 00:59:59.462646,0.0,0.0,282.9
Foster Weather Station,2021-12-15 14:00:00.398990,,0.0,
Oak Street Weather Station,2021-10-16 03:00:00.064046,0.0,0.0,269.7
Foster Weather Station,2021-07-27 16:59:59.451635,,0.0,
63rd Street Weather Station,2021-11-13 08:00:00.252209,0.0,0.0,99.2
63rd Street Weather Station,2021-08-26 09:00:00.325035,0.0,0.0,482.1
Foster Weather Station,2021-10-05 14:00:00.143278,,0.0,
63rd Street Weather Station,2021-08-05 15:00:00.833418,0.0,0.0,324.2
63rd Street Weather Station,2021-12-07 13:00:00.232980,0.0,0.0,8.4
Oak Street Weather Station,2021-06-05 10:59:59.220315,0.0,0.0,15.9
Oak Street Weather Station,2021-11-19 11:00:00.575892,0.0,0.0,40.7
Foster Weather Station,2021-10-22 05:00:00.361733,,0.0,
Oak Street Weather Station,2021-09-22 22:00:00.510042,0.0,0.0,210.7
63rd Street Weather Station,2021-08-10 13:00:00.199943,0.0,0.0,346.0
Oak Street Weather Station,2021-09-11 21:59:59.561878,0.0,0.0,202.1
63rd Street Weather Station,2021-06-29 14:00:00.785715,0.0,0.0,214.5
63rd Street Weather Station,2021-10-13 18:00:00.424873,0.0,0.0,644.3
Foster Weather Station,2021-11-16 12:00:00.823844,,0.0,
Foster Weather Station,2021-06-18 13:00:00.152445,,0.0,
Foster Weather Station,2021-08-01 00:00:00.519876,,0.0,
Oak Street Weather Station,2021-10-08 20:59:59.502867,0.0,0.0,238.6
63rd Street Weather Station,2021-12-15 04:00:00.701670,0.0,0.0,33.0
Foster Weather Station,2021-07-15 17:00:00.470108,,0.0,
Foster Weather Station,2021-11-04 09:00:00.077706,,0.0,
Oak Street Weather Station,2021-08-08 21:00:00.537773,0.0,0.3,150.3
63rd Street Weather Station,2021-06-15 16:59:59.106958,0.0,0.0,15.3
Oak Street Weather Station,2021-08-09 03:00:00.232207,0.0,0.0,150.5
63rd Street Weather Station,2021-07-11 22:00:00.188786,0.0,0.0,264.4
63rd Street Weather Station,2021-09-08 11:59:59.698369,0.0,0.0,498.4
Oak Street Weather Station,2021-10-11 20:00:00.115744,0.0,1.2,252.3
Foster Weather Station,2021-10-27 00:59:59.883935,,0.0,
63rd Street Weather Station,2021-11-10 21:00:00.298397,0.0,0.0,60.2
Oak Street Weather Station,2021-10-12 21:59:59.638739,0.0,0.0,257.1
63rd Street Weather Station,2021-07-19 03:59:59.831836,0.0,0.0,282.9
63rd Street Weather Station,2021-05-18 13:59:59.757874,0.0,0.0,11.0
Oak Street Weather Station,2021-08-06 02:59:59.439744,0.0,0.0,146.2
63rd Street Weather Station,2021-10-03 21:00:00.211645,0.0,0.0,569.0
Oak Street Weather Station,2021-12-13 16:59:59.983428,0.0,0.0,24.2
63rd Street Weather Station,2021-10-10 04:59:59.442094,0.0,0.0,592.3
63rd Street Weather Station,2021-07-02 19:59:59.991126,0.0,0.0,235.7
63rd Street Weather Station,2021-07-20 15:59:59.238594,0.0,0.0,282.9
Oak Street Weather Station,2021-10-17 00:00:00.649960,0.0,0.0,269.7
Oak Street Weather Station,2021-10-31 18:00:00.442051,0.0,0.0,23.8
63rd Street Weather Station,2021-10-09 08:00:00.733414,0.0,0.0,591.6
Foster Weather Station,2021-11-27 22:00:00.342688,,0.0,
63rd Street Weather Station,2021-09-07 06:59:59.554440,0.0,0.0,489.5
Oak Street Weather Station,2021-11-12 01:00:00.104556,0.0,0.0,35.6
Oak Street Weather Station,2021-06-26 13:00:00.265454,0.6,6.5,82.4
Oak Street Weather Station,2021-08-13 16:59:59.946953,0.0,0.0,164.1
Oak Street Weather Station,2021-06-30 01:59:59.710870,0.0,0.0,108.6
63rd Street Weather Station,2021-11-17 19:00:00.038677,0.0,0.0,103.0
Foster Weather Station,2021-06-14 17:00:00.374258,,0.0,
Oak Street Weather Station,2021-09-09 16:00:00.839727,0.0,0.0,202.1
Oak Street Weather Station,2021-11-29 01:59:59.101513,0.0,0.0,42.8
Foster Weather Station,2021-11-30 11:59:59.941456,,0.0,
Oak Street Weather Station,2021-07-24 07:00:00.679564,0.0,0.0,134.0
63rd Street Weather Station,2021-07-15 17:00:00.526440,0.0,0.0,281.0
63rd Street Weather Station,2021-12-17 15:00:00.009606,0.0,0.0,33.7
63rd Street Weather Station,2021-06-24 08:00:00.756972,0.0,0.0,22.3
63rd Street Weather Station,2021-06-25 04:59:59.537308,0.0,6.4,51.2
63rd Street Weather Station,2021-11-07 15:59:59.220156,0.0,0.0,60.2
Foster Weather Station,2021-05-23 01:00:00.040488,,0.0,
Oak Street Weather Station,2021-05-23 23:00:00.301532,0.0,0.0,23.0
63rd Street Weather Station,2021-07-18 03:00:00.694017,0.0,0.0,282.9
63rd Street Weather Station,2021-10-01 20:59:59.586445,0.0,0.0,526.7
Foster Weather Station,2021-12-12 06:59:59.747871,,0.0,
Oak Street Weather Station,2021-10-17 20:00:00.821634,0.0,0.0,269.7
Foster Weather Station,2021-09-22 11:59:59.613964,,0.05,
Foster Weather Station,2021-09-27 14:00:00.851728,,0.0,
Foster Weather Station,2021-09-03 11:00:00.567481,,0.0,
Oak Street Weather Station,2021-09-18 01:00:00.498544,0.0,0.0,204.2
Foster Weather Station,2021-05-22 08:59:59.725062,,0.0,
Foster Weather Station,2021-10-04 00:59:59.290283,,0.0,
63rd Street Weather Station,2021-10-21 11:00:00.716941,0.0,0.0,655.4
Oak Street Weather Station,2021-09-22 13:00:00.095730,0.0,0.0,210.7
Oak Street Weather Station,2021-12-14 14:59:59.922189,0.0,0.0,24.2
Oak Street Weather Station,2021-08-29 22:59:59.884435,0.0,0.0,198.2
Oak Street Weather Station,2021-07-29 20:00:00.001102,0.0,0.0,146.2
Oak Street Weather Station,2021-07-06 14:00:00.626052,0.0,0.0,112.6
Oak Street Weather Station,2021-10-09 13:59:59.666781,0.0,0.0,238.7
63rd Street Weather Station,2021-11-06 21:00:00.549828,0.0,0.0,60.2
63rd Street Weather Station,2021-11-12 01:00:00.730499,0.0,0.0,97.3
Oak Street Weather Station,2021-11-23 17:59:59.396286,0.0,0.0,41.1
Foster Weather Station,2021-11-05 20:59:59.985458,,0.0,
Oak Street Weather Station,2021-08-01 01:59:59.726422,0.0,0.0,146.2
63rd Street Weather Station,2021-10-01 04:59:59.387366,0.0,0.0,526.7
63rd Street Weather Station,2021-08-08 12:00:00.240087,0.0,0.0,340.2
Foster Weather Station,2021-11-24 12:00:00.161614,,0.0,
63rd Street Weather Station,2021-12-14 08:59:59.472662,0.0,0.0,30.0
Foster Weather Station,2021-05-25 22:00:00.353678,,0.0,
Foster Weather Station,2021-12-06 15:00:00.798720,,0.0,
Foster Weather Station,2021-11-21 21:59:59.327787,,0.0,
Oak Street Weather Station,2021-07-27 04:00:00.452011,0.0,0.0,140.0
Foster Weather Station,2021-05-30 00:59:59.873275,,0.0,
Oak Street Weather Station,2021-10-08 14:59:59.988145,11.4,1.3,233.4
Foster Weather Station,2021-09-14 16:00:00.023550,,0.0,
Foster Weather Station,2021-10-16 15:00:00.315839,,0.0,
Foster Weather Station,2021-05-26 03:00:00.005337,,0.0,
Oak Street Weather Station,2021-11-10 07:59:59.847259,0.0,0.0,23.8
Foster Weather Station,2021-11-28 11:59:59.591942,,0.0,
63rd Street Weather Station,2021-10-30 16:59:59.498176,0.0,0.0,60.2
63rd Street Weather Station,2021-10-08 12:00:00.142324,0.0,0.0,578.3
63rd Street Weather Station,2021-05-26 13:59:59.134755,0.0,0.0,61.5
